symbol,entry_date,src,net_pnl_pct,eq_near_active,eqh_active_n,eql_active_n,eq_conflu
300122.SZ,20240226,EVENT,3.0103,False,0,0,False
300158.SZ,20240226,EVENT,-0.1687,False,0,0,False
300836.SZ,20240226,EVENT,23.7028,False,0,0,False
301047.SZ,20240226,EVENT,2.1011,False,0,0,False
301130.SZ,20240226,EVENT,11.0648,False,0,0,False
301336.SZ,20240226,EVENT,0.0304,False,0,0,False
600080.SH,20240226,EVENT,6.5151,False,0,0,False
603039.SH,20240226,EVENT,0.6603,False,0,0,False
603811.SH,20240226,EVENT,4.599,False,0,0,False
688138.SH,20240226,EVENT,7.7474,False,0,0,False
688143.SH,20240226,EVENT,11.9548,False,0,0,False
688170.SH,20240226,EVENT,1.2853,False,0,0,False
688291.SH,20240226,EVENT,5.9714,False,0,0,False
688321.SH,20240226,EVENT,0.131,False,0,0,False
688362.SH,20240226,EVENT,8.0448,False,0,0,False
688581.SH,20240226,EVENT,0.3716,False,0,0,False
688628.SH,20240226,EVENT,5.6719,False,0,0,False
688662.SH,20240226,EVENT,5.4147,False,0,0,False
300685.SZ,20240227,EVENT,1.9431,False,0,0,False
300845.SZ,20240227,EVENT,7.1802,False,0,0,False
301033.SZ,20240227,EVENT,5.1923,False,0,0,False
301197.SZ,20240227,EVENT,2.9656,False,0,0,False
301370.SZ,20240227,EVENT,-0.133,False,0,0,False
600536.SH,20240227,EVENT,14.0578,False,0,0,False
688244.SH,20240227,EVENT,13.1981,False,0,0,False
000534.SZ,20240228,EVENT,0.6083,False,0,0,False
001211.SZ,20240228,EVENT,-4.5765,False,0,0,False
002452.SZ,20240228,EVENT,13.3905,False,0,0,False
002683.SZ,20240228,EVENT,-0.1611,False,0,0,False
002910.SZ,20240228,EVENT,-3.283,False,0,0,False
003019.SZ,20240228,EVENT,2.4559,False,0,0,False
300143.SZ,20240228,EVENT,-2.2423,False,0,0,False
300598.SZ,20240228,EVENT,12.5623,False,0,0,False
300618.SZ,20240228,EVENT,-0.1888,False,0,0,False
300995.SZ,20240228,EVENT,0.407,False,0,0,False
301279.SZ,20240228,EVENT,-5.0387,False,0,0,False
600080.SH,20240228,EVENT,-7.2551,False,0,0,False
603296.SH,20240228,EVENT,8.8256,False,0,0,False
603321.SH,20240228,EVENT,-2.8222,False,0,0,False
603879.SH,20240228,EVENT,29.8284,False,0,0,False
605055.SH,20240228,EVENT,-1.5613,False,0,0,False
605337.SH,20240228,EVENT,-5.0283,False,0,0,False
688136.SH,20240228,EVENT,2.9106,False,0,0,False
688247.SH,20240228,EVENT,-0.2197,False,0,0,False
688252.SH,20240228,EVENT,5.2589,False,0,0,False
688429.SH,20240228,EVENT,1.5086,False,0,0,False
688528.SH,20240228,EVENT,0.355,False,0,0,False
688598.SH,20240228,EVENT,7.3245,False,0,0,False
002034.SZ,20240229,EVENT,4.3299,False,0,0,False
300321.SZ,20240229,EVENT,35.5769,False,0,0,False
300349.SZ,20240229,EVENT,15.1231,False,0,0,False
300420.SZ,20240229,EVENT,13.4124,False,0,0,False
300708.SZ,20240229,EVENT,1.1964,False,0,0,False
300776.SZ,20240229,EVENT,4.23,False,0,0,False
301006.SZ,20240229,EVENT,16.3501,False,0,0,False
301033.SZ,20240229,EVENT,15.2301,False,0,0,False
603339.SH,20240229,EVENT,11.2634,False,0,0,False
603980.SH,20240229,EVENT,3.7341,False,0,0,False
605069.SH,20240229,EVENT,15.7059,False,0,0,False
605089.SH,20240229,EVENT,12.2268,False,0,0,False
688391.SH,20240229,EVENT,16.4086,False,0,0,False
688623.SH,20240229,EVENT,3.6303,False,0,0,False
001217.SZ,20240201,EVENT,-8.863,False,0,0,False
300802.SZ,20240202,EVENT,-3.0691,False,0,0,False
600509.SH,20240202,EVENT,-6.0217,False,0,0,False
600718.SH,20240202,EVENT,-6.9002,False,0,0,False
688767.SH,20240202,EVENT,-3.548,False,0,0,False
603061.SH,20240207,EVENT,-2.4651,False,0,0,False
688069.SH,20240208,EVENT,3.8531,False,0,0,False
000404.SZ,20240219,EVENT,16.6835,False,0,0,False
000862.SZ,20240219,EVENT,10.6181,False,0,0,False
002713.SZ,20240219,EVENT,17.7953,False,0,0,False
300708.SZ,20240220,EVENT,-3.6576,False,0,0,False
301283.SZ,20240220,EVENT,-1.4885,False,0,0,False
002271.SZ,20240221,EVENT,0.4844,False,0,0,False
002385.SZ,20240221,EVENT,0.5072,False,0,0,False
002431.SZ,20240221,EVENT,7.6298,False,0,0,False
002879.SZ,20240221,EVENT,12.0619,False,0,0,False
002917.SZ,20240221,EVENT,9.1764,False,0,0,False
300014.SZ,20240221,EVENT,9.5657,False,0,0,False
300877.SZ,20240221,EVENT,3.968,False,0,0,False
300915.SZ,20240221,EVENT,1.8181,False,0,0,False
301003.SZ,20240221,EVENT,20.6918,False,0,0,False
301026.SZ,20240221,EVENT,15.1348,False,0,0,False
301092.SZ,20240221,EVENT,4.3511,False,0,0,False
301283.SZ,20240221,EVENT,0.8232,False,0,0,False
600261.SH,20240221,EVENT,5.2871,False,0,0,False
603687.SH,20240221,EVENT,6.6177,False,0,0,False
688068.SH,20240221,EVENT,-0.5764,False,0,0,False
688581.SH,20240221,EVENT,0.0252,False,0,0,False
001222.SZ,20240222,EVENT,4.8291,False,0,0,False
001296.SZ,20240222,EVENT,5.2472,False,0,0,False
002753.SZ,20240222,EVENT,3.3577,False,0,0,False
002917.SZ,20240222,EVENT,8.6279,False,0,0,False
300331.SZ,20240222,EVENT,12.9398,False,0,0,False
300395.SZ,20240222,EVENT,5.312,False,0,0,False
300674.SZ,20240222,EVENT,7.4278,False,0,0,False
300963.SZ,20240222,EVENT,10.2971,False,0,0,False
301110.SZ,20240222,EVENT,10.6461,False,0,0,False
301222.SZ,20240222,EVENT,8.8702,False,0,0,False
301320.SZ,20240222,EVENT,16.2434,False,0,0,False
600382.SH,20240222,EVENT,0.3376,False,0,0,False
601615.SH,20240222,EVENT,7.3762,False,0,0,False
603700.SH,20240222,EVENT,5.4563,False,0,0,False
688068.SH,20240222,EVENT,-1.1236,False,0,0,False
688286.SH,20240222,EVENT,13.9311,False,0,0,False
688718.SH,20240222,EVENT,11.8661,False,0,0,False
001202.SZ,20240223,EVENT,2.4263,False,0,0,False
001360.SZ,20240223,EVENT,7.0194,False,0,0,False
002420.SZ,20240223,EVENT,4.775,False,0,0,False
002494.SZ,20240223,EVENT,7.5012,False,0,0,False
002836.SZ,20240223,EVENT,6.0747,False,0,0,False
002879.SZ,20240223,EVENT,15.3117,False,0,0,False
300068.SZ,20240223,EVENT,13.7601,False,0,0,False
300132.SZ,20240223,EVENT,5.4219,False,0,0,False
300440.SZ,20240223,EVENT,8.2425,False,0,0,False
300828.SZ,20240223,EVENT,18.089,False,0,0,False
301003.SZ,20240223,EVENT,13.8434,False,0,0,False
301012.SZ,20240223,EVENT,23.948,False,0,0,False
600094.SH,20240223,EVENT,3.5181,False,0,0,False
603517.SH,20240223,EVENT,0.0623,False,0,0,False
603928.SH,20240223,EVENT,7.609,False,0,0,False
688037.SH,20240223,EVENT,15.1388,False,0,0,False
688232.SH,20240223,EVENT,2.0165,False,0,0,False
688486.SH,20240223,EVENT,14.1398,False,0,0,False
688571.SH,20240223,EVENT,4.5145,False,0,0,False
001211.SZ,20240226,EVENT,-1.3711,False,0,0,False
002117.SZ,20240226,EVENT,-2.9466,False,0,0,False
002391.SZ,20240226,EVENT,0.8131,False,0,0,False
300776.SZ,20240226,EVENT,3.9082,False,0,0,False
301149.SZ,20240226,EVENT,4.9678,False,0,0,False
603281.SH,20240226,EVENT,0.1501,False,0,0,False
603551.SH,20240226,EVENT,-0.3729,False,0,0,False
688193.SH,20240226,EVENT,-3.6548,False,0,0,False
688217.SH,20240226,EVENT,-4.0707,False,0,0,False
688517.SH,20240226,EVENT,9.9961,False,0,0,False
300296.SZ,20240227,EVENT,-0.7248,False,0,0,False
301187.SZ,20240227,EVENT,7.1076,False,0,0,False
301233.SZ,20240227,EVENT,15.2903,False,0,0,False
002272.SZ,20240228,EVENT,34.0269,False,0,0,False
002753.SZ,20240228,EVENT,-3.7659,False,0,0,False
300339.SZ,20240228,EVENT,6.9058,False,0,0,False
300441.SZ,20240228,EVENT,10.9797,False,0,0,False
300768.SZ,20240228,EVENT,-0.466,False,0,0,False
300947.SZ,20240228,EVENT,-5.3216,False,0,0,False
301063.SZ,20240228,EVENT,-0.2086,False,0,0,False
301156.SZ,20240228,EVENT,-3.2393,False,0,0,False
600865.SH,20240228,EVENT,-4.1921,False,0,0,False
603818.SH,20240228,EVENT,-4.8542,False,0,0,False
605169.SH,20240228,EVENT,-2.101,False,0,0,False
688381.SH,20240228,EVENT,1.8496,False,0,0,False
688391.SH,20240228,EVENT,8.4521,False,0,0,False
688543.SH,20240228,EVENT,0.337,False,0,0,False
601666_SH.SH,20240229,CONT,-8.6288,,,,
600031.SH,20240202,EVENT,4.2981,False,0,0,False
301305.SZ,20240301,EVENT,3.2959,False,0,0,False
001255.SZ,20240301,EVENT,9.4733,False,0,0,False
603005.SH,20240301,EVENT,0.0221,False,0,0,False
603399.SH,20240301,EVENT,-1.8839,False,0,0,False
000576.SZ,20240306,EVENT,6.5995,False,0,0,False
603119.SH,20240301,EVENT,-0.3209,False,0,0,False
688558.SH,20240301,EVENT,0.9067,False,0,0,False
688651.SH,20240301,EVENT,9.1074,False,0,0,False
300684.SZ,20240304,EVENT,0.9409,False,0,0,False
603399.SH,20240304,EVENT,0.4804,False,0,0,False
688320.SH,20240304,EVENT,1.726,False,0,0,False
300684.SZ,20240307,EVENT,-2.352,False,0,0,False
000576.SZ,20240308,EVENT,10.884,False,0,0,False
001283.SZ,20240301,EVENT,16.4028,False,0,0,False
002420.SZ,20240301,EVENT,8.3298,False,0,0,False
002671.SZ,20240301,EVENT,7.9373,False,0,0,False
002836.SZ,20240301,EVENT,12.216,False,0,0,False
002937.SZ,20240301,EVENT,6.4823,False,0,0,False
300097.SZ,20240301,EVENT,0.9043,False,0,0,False
300656.SZ,20240301,EVENT,2.6651,False,0,0,False
301092.SZ,20240301,EVENT,6.4621,False,0,0,False
301233.SZ,20240301,EVENT,21.3333,False,0,0,False
601089.SH,20240301,EVENT,6.2709,False,0,0,False
603626.SH,20240301,EVENT,7.5291,False,0,0,False
605300.SH,20240301,EVENT,4.7884,False,0,0,False
688056.SH,20240301,EVENT,10.5807,False,0,0,False
688058.SH,20240301,EVENT,11.7626,False,0,0,False
688079.SH,20240301,EVENT,5.883,False,0,0,False
688252.SH,20240301,EVENT,8.9111,False,0,0,False
688315.SH,20240301,EVENT,6.1865,False,0,0,False
688362.SH,20240301,EVENT,4.2913,False,0,0,False
688478.SH,20240301,EVENT,-0.5,False,0,0,False
002846.SZ,20240304,EVENT,15.8777,False,0,0,False
300538.SZ,20240304,EVENT,3.8013,False,0,0,False
301225.SZ,20240304,EVENT,2.3239,False,0,0,False
600212.SH,20240304,EVENT,6.1177,False,0,0,False
603222.SH,20240304,EVENT,5.234,False,0,0,False
688429.SH,20240304,EVENT,4.6685,False,0,0,False
300250.SZ,20240305,EVENT,0.5238,False,0,0,False
300825.SZ,20240305,EVENT,4.9274,False,0,0,False
301115.SZ,20240305,EVENT,2.7059,False,0,0,False
688426.SH,20240306,EVENT,3.6674,False,0,0,False
300881.SZ,20240307,EVENT,0.8668,False,0,0,False
688522.SH,20240307,EVENT,28.5373,False,0,0,False
605122.SH,20240311,EVENT,5.1876,False,0,0,False
688231.SH,20240321,EVENT,0.488,False,0,0,False
002760.SZ,20240301,EVENT,10.3669,False,0,0,False
003003.SZ,20240301,EVENT,13.313,False,0,0,False
300250.SZ,20240301,EVENT,2.0443,False,0,0,False
300447.SZ,20240301,EVENT,9.0987,False,0,0,False
300563.SZ,20240301,EVENT,13.7841,False,0,0,False
300884.SZ,20240301,EVENT,5.7137,False,0,0,False
301197.SZ,20240301,EVENT,9.8624,False,0,0,False
301323.SZ,20240301,EVENT,13.029,False,0,0,False
600543.SH,20240301,EVENT,12.4817,False,0,0,False
600843.SH,20240301,EVENT,33.5376,False,0,0,False
605018.SH,20240301,EVENT,9.4714,False,0,0,False
688217.SH,20240301,EVENT,6.5217,False,0,0,False
688603.SH,20240301,EVENT,-1.5692,False,0,0,False
688616.SH,20240301,EVENT,11.1147,False,0,0,False
002058.SZ,20240304,EVENT,0.7818,False,0,0,False
002162.SZ,20240304,EVENT,-0.5818,False,0,0,False
300214.SZ,20240304,EVENT,12.5565,False,0,0,False
300629.SZ,20240304,EVENT,8.1391,False,0,0,False
301228.SZ,20240304,EVENT,8.7277,False,0,0,False
301300.SZ,20240304,EVENT,12.6802,False,0,0,False
301335.SZ,20240304,EVENT,6.6944,False,0,0,False
603219.SH,20240304,EVENT,15.8664,False,0,0,False
603980.SH,20240304,EVENT,3.3618,False,0,0,False
688037.SH,20240304,EVENT,0.6184,False,0,0,False
688123.SH,20240304,EVENT,14.0077,False,0,0,False
688229.SH,20240304,EVENT,3.4602,False,0,0,False
300970.SZ,20240305,EVENT,9.4967,False,0,0,False
301009.SZ,20240305,EVENT,6.8719,False,0,0,False
301181.SZ,20240305,EVENT,9.7201,False,0,0,False
301197.SZ,20240305,EVENT,12.0026,False,0,0,False
301369.SZ,20240305,EVENT,10.5234,False,0,0,False
001296.SZ,20240306,EVENT,11.1376,False,0,0,False
600173.SH,20240306,EVENT,11.7916,False,0,0,False
688120.SH,20240306,EVENT,-1.0301,False,0,0,False
688558.SH,20240306,EVENT,3.1292,False,0,0,False
002846.SZ,20240307,EVENT,25.3099,False,0,0,False
301125.SZ,20240307,EVENT,2.1432,False,0,0,False
603818.SH,20240307,EVENT,-2.1911,False,0,0,False
688291.SH,20240307,EVENT,8.4704,False,0,0,False
001255.SZ,20240308,EVENT,1.7471,False,0,0,False
002769.SZ,20240308,EVENT,11.4043,False,0,0,False
003017.SZ,20240308,EVENT,8.7436,False,0,0,False
300819.SZ,20240308,EVENT,8.7034,False,0,0,False
603116.SH,20240308,EVENT,5.0835,False,0,0,False
003004.SZ,20240311,EVENT,14.7783,False,0,0,False
300970.SZ,20240311,EVENT,6.4711,False,0,0,False
603811.SH,20240311,EVENT,-1.5284,False,0,0,False
002820.SZ,20240312,EVENT,3.7275,False,0,0,False
688433.SH,20240313,EVENT,27.3555,False,0,0,False
688173.SH,20240315,EVENT,-3.427,False,0,0,False
002811.SZ,20240301,EVENT,18.7486,False,0,0,False
300605.SZ,20240301,EVENT,9.6561,False,0,0,False
300686.SZ,20240301,EVENT,24.0795,False,0,0,False
300691.SZ,20240301,EVENT,5.783,False,0,0,False
300902.SZ,20240301,EVENT,9.4546,False,0,0,False
301486.SZ,20240301,EVENT,16.3549,False,0,0,False
600067.SH,20240301,EVENT,2.9324,False,0,0,False
600080.SH,20240301,EVENT,-2.1082,False,0,0,False
600183.SH,20240301,EVENT,0.5686,False,0,0,False
603217.SH,20240301,EVENT,6.7864,False,0,0,False
603321.SH,20240301,EVENT,8.5213,False,0,0,False
688123.SH,20240301,EVENT,21.0033,False,0,0,False
688528.SH,20240301,EVENT,14.3556,False,0,0,False
001222.SZ,20240304,EVENT,3.9574,False,0,0,False
001259.SZ,20240304,EVENT,-7.9951,False,0,0,False
002452.SZ,20240304,EVENT,10.9025,False,0,0,False
002821.SZ,20240304,EVENT,-4.6211,False,0,0,False
300132.SZ,20240304,EVENT,7.223,False,0,0,False
300259.SZ,20240304,EVENT,5.3973,False,0,0,False
300658.SZ,20240304,EVENT,7.6347,False,0,0,False
300836.SZ,20240304,EVENT,20.191,False,0,0,False
300877.SZ,20240304,EVENT,12.0064,False,0,0,False
301115.SZ,20240304,EVENT,3.0308,False,0,0,False
301156.SZ,20240304,EVENT,11.599,False,0,0,False
301176.SZ,20240304,EVENT,9.4159,False,0,0,False
301190.SZ,20240304,EVENT,5.8067,False,0,0,False
301321.SZ,20240304,EVENT,5.0753,False,0,0,False
600080.SH,20240304,EVENT,-0.3648,False,0,0,False
600543.SH,20240304,EVENT,13.0732,False,0,0,False
603116.SH,20240304,EVENT,8.3871,False,0,0,False
603321.SH,20240304,EVENT,8.9189,False,0,0,False
603726.SH,20240304,EVENT,6.4765,False,0,0,False
603879.SH,20240304,EVENT,41.9374,False,0,0,False
605388.SH,20240304,EVENT,4.8757,False,0,0,False
688129.SH,20240304,EVENT,8.7325,False,0,0,False
688420.SH,20240304,EVENT,2.8441,False,0,0,False
688519.SH,20240304,EVENT,24.6398,False,0,0,False
300132.SZ,20240305,EVENT,10.7157,False,0,0,False
300005.SZ,20240306,EVENT,13.1121,False,0,0,False
688455.SH,20240306,EVENT,7.7009,False,0,0,False
301130.SZ,20240307,EVENT,7.4225,False,0,0,False
603655.SH,20240307,EVENT,11.8046,False,0,0,False
002820.SZ,20240311,EVENT,8.3951,False,0,0,False
601089.SH,20240311,EVENT,1.9973,False,0,0,False
688528.SH,20240311,EVENT,6.0609,False,0,0,False
001231.SZ,20240312,EVENT,5.2152,False,0,0,False
300885.SZ,20240312,EVENT,-3.1571,False,0,0,False
301126.SZ,20240312,EVENT,2.7391,False,0,0,False
301148.SZ,20240312,EVENT,11.7574,False,0,0,False
301313.SZ,20240320,EVENT,0.4828,False,0,0,False
300819.SZ,20240325,EVENT,5.0346,False,0,0,False
688515.SH,20240328,EVENT,-17.5801,False,0,0,False
301166.SZ,20240329,EVENT,-3.365,False,0,0,False
600160_SH.SH,20240301,CONT,3.1197,,,,
601666_SH.SH,20240304,CONT,-17.5077,,,,
600707_SH.SH,20240311,CONT,-1.3236,,,,
605196_SH.SH,20240314,CONT,14.3829,,,,
300274_SZ.SZ,20240318,CONT,4.068,,,,
600233_SH.SH,20240321,CONT,2.9572,,,,
002496_SZ.SZ,20240329,CONT,0.6889,,,,
603219.SH,20240301,EVENT,24.3229,False,0,0,False
300124.SZ,20240304,EVENT,1.7638,True,1,0,False
688072.SH,20240322,EVENT,-1.544,False,0,0,False
601689.SH,20240325,EVENT,0.396,False,0,0,False
688282.SH,20240325,EVENT,-17.5726,False,0,0,False
688165.SH,20240329,EVENT,-17.8902,False,0,0,False
301041.SZ,20240412,EVENT,-3.2129,False,0,0,False
688433.SH,20240415,EVENT,-4.8695,False,0,0,False
002726.SZ,20240417,EVENT,-6.553,False,0,0,False
300759.SZ,20240430,EVENT,11.9649,False,0,0,False
688550.SH,20240408,EVENT,-2.9917,False,0,0,False
301156.SZ,20240410,EVENT,-14.4973,False,0,0,False
001209.SZ,20240412,EVENT,-4.5809,False,0,0,False
600400.SH,20240417,EVENT,11.4839,False,0,0,False
301429.SZ,20240419,EVENT,2.3244,False,0,0,False
300470.SZ,20240426,EVENT,3.8176,False,0,0,False
688580.SH,20240430,EVENT,0.9471,False,0,0,False
002782.SZ,20240408,EVENT,-5.3465,False,0,0,False
301246.SZ,20240409,EVENT,-4.2764,False,0,0,False
300875.SZ,20240410,EVENT,-9.8062,False,0,0,False
301533.SZ,20240410,EVENT,3.0914,False,0,0,False
688472.SH,20240410,EVENT,-1.4617,False,0,0,False
301227.SZ,20240411,EVENT,-9.0657,False,0,0,False
603980.SH,20240411,EVENT,-0.1829,False,0,0,False
300481.SZ,20240412,EVENT,7.172,False,0,0,False
300801.SZ,20240416,EVENT,-6.1549,False,0,0,False
000795.SZ,20240418,EVENT,6.3858,False,0,0,False
301130.SZ,20240418,EVENT,6.7722,False,0,0,False
301335.SZ,20240418,EVENT,-4.8306,False,0,0,False
603755.SH,20240418,EVENT,10.7912,False,0,0,False
301263.SZ,20240424,EVENT,3.2607,False,0,0,False
300102.SZ,20240425,EVENT,-0.3998,False,0,0,False
301171.SZ,20240426,EVENT,1.0451,False,0,0,False
300158.SZ,20240430,EVENT,2.8127,False,0,0,False
000960_SZ.SZ,20240416,CONT,-5.9714,,,,
000425_SZ.SZ,20240418,CONT,0.6075,,,,
603233.SH,20240403,EVENT,-0.9661,False,0,0,False
688183.SH,20240403,EVENT,2.6642,False,0,0,False
301021.SZ,20240408,EVENT,-9.3871,False,0,0,False
301095.SZ,20240412,EVENT,-3.4157,False,0,0,False
002932.SZ,20240418,EVENT,4.3182,False,0,0,False
688371.SH,20240418,EVENT,-2.9182,False,0,0,False
300080.SZ,20240430,EVENT,-5.0194,False,0,0,False
300786.SZ,20240430,EVENT,1.4576,False,0,0,False
002426.SZ,20240507,EVENT,2.3564,False,0,0,False
688202.SH,20240509,EVENT,-19.3939,False,0,0,False
688502.SH,20240516,EVENT,2.6965,False,0,0,False
600666.SH,20240524,EVENT,-6.1923,False,0,0,False
000757.SZ,20240506,EVENT,-3.424,False,0,0,False
002602.SZ,20240506,EVENT,-14.9458,False,0,0,False
600530.SH,20240520,EVENT,5.1973,False,0,0,False
301428.SZ,20240530,EVENT,4.4456,False,0,0,False
002583.SZ,20240506,EVENT,-1.3239,False,0,0,False
300700.SZ,20240506,EVENT,0.1166,False,0,0,False
001267.SZ,20240508,EVENT,8.6069,False,0,0,False
300138.SZ,20240510,EVENT,-9.5868,False,0,0,False
300759.SZ,20240510,EVENT,0.6372,False,0,0,False
688084.SH,20240517,EVENT,19.6201,False,0,0,False
002289.SZ,20240520,EVENT,0.6579,False,0,0,False
300143.SZ,20240506,EVENT,0.4139,False,0,0,False
300335.SZ,20240507,EVENT,7.4642,False,0,0,False
301313.SZ,20240508,EVENT,-0.1965,False,0,0,False
600778.SH,20240508,EVENT,-0.9529,False,0,0,False
688184.SH,20240508,EVENT,-0.1891,False,0,0,False
600337.SH,20240509,EVENT,-4.7052,False,0,0,False
000989.SZ,20240510,EVENT,-9.7704,False,0,0,False
688677.SH,20240510,EVENT,-9.8115,False,0,0,False
688677.SH,20240516,EVENT,-4.3788,False,0,0,False
600183_SH.SH,20240513,CONT,3.1803,,,,
300910_SZ.SZ,20240514,CONT,-6.9431,,,,
601113_SH.SH,20240514,CONT,-8.513,,,,
300702_SZ.SZ,20240515,CONT,-6.9211,,,,
002155_SZ.SZ,20240516,CONT,8.2538,,,,
002481_SZ.SZ,20240516,CONT,-8.3836,,,,
603228_SH.SH,20240516,CONT,-3.3622,,,,
000791_SZ.SZ,20240520,CONT,-8.8402,,,,
002569_SZ.SZ,20240520,CONT,-3.7294,,,,
603320_SH.SH,20240520,CONT,-2.1048,,,,
603507_SH.SH,20240520,CONT,0.9066,,,,
601825_SH.SH,20240522,CONT,-11.4053,,,,
000607.SZ,20240507,EVENT,-3.6919,False,0,0,False
002488.SZ,20240507,EVENT,-5.8091,False,0,0,False
300575.SZ,20240507,EVENT,1.8669,True,1,0,False
300821.SZ,20240507,EVENT,1.4726,False,0,0,False
003016.SZ,20240508,EVENT,4.1841,False,0,0,False
301037.SZ,20240508,EVENT,-0.1372,False,0,0,False
600180.SH,20240508,EVENT,0.3775,False,0,0,False
688420.SH,20240508,EVENT,-3.3257,False,0,0,False
300903.SZ,20240509,EVENT,4.3457,False,0,0,False
301057.SZ,20240509,EVENT,0.7247,False,0,0,False
603153.SH,20240509,EVENT,-7.8974,False,0,0,False
301313.SZ,20240506,EVENT,0.403,False,0,0,False
600703.SH,20240507,EVENT,-0.4045,False,0,0,False
002426.SZ,20240510,EVENT,1.3093,False,0,0,False
601929.SH,20240606,EVENT,-12.5406,False,0,0,False
605338.SH,20240617,EVENT,-9.6896,False,0,0,False
600653.SH,20240603,EVENT,4.6576,False,0,0,False
301169.SZ,20240605,EVENT,-2.8396,False,0,0,False
002445.SZ,20240613,EVENT,-1.0907,False,0,0,False
605151.SH,20240613,EVENT,-3.574,False,0,0,False
600022.SH,20240617,EVENT,0.2857,False,0,0,False
002702.SZ,20240620,EVENT,-3.5921,False,0,0,False
688455.SH,20240620,EVENT,-3.8374,False,0,0,False
300019.SZ,20240621,EVENT,-7.8939,False,0,0,False
600234.SH,20240613,EVENT,0.2997,False,0,0,False
002105.SZ,20240617,EVENT,4.133,False,0,0,False
600307.SH,20240617,EVENT,-0.2113,False,0,0,False
601005.SH,20240617,EVENT,-4.535,False,0,0,False
603333.SH,20240619,EVENT,-7.6647,False,0,0,False
002271.SZ,20240603,EVENT,-8.4132,False,0,0,False
688591.SH,20240606,EVENT,8.345,False,0,0,False
002367.SZ,20240614,EVENT,-2.7998,False,0,0,False
688737.SH,20240614,EVENT,-8.0519,False,0,0,False
600130.SH,20240617,EVENT,-0.086,False,0,0,False
688576.SH,20240619,EVENT,-5.9309,False,0,0,False
002203.SZ,20240620,EVENT,-5.2922,False,0,0,False
301115.SZ,20240604,EVENT,-2.738,False,0,0,False
600576.SH,20240605,EVENT,-2.3336,False,0,0,False
002132.SZ,20240614,EVENT,-3.0244,False,0,0,False
301207.SZ,20240614,EVENT,-5.6631,False,0,0,False
600699.SH,20240614,EVENT,0.4238,False,0,0,False
601880.SH,20240614,EVENT,-1.4729,False,0,0,False
300597.SZ,20240617,EVENT,10.8356,False,0,0,False
688455.SH,20240617,EVENT,1.1136,False,0,0,False
000672.SZ,20240619,EVENT,1.2249,False,0,0,False
002132.SZ,20240619,EVENT,-6.6096,False,0,0,False
688236.SH,20240619,EVENT,-1.4751,False,0,0,False
000510.SZ,20240620,EVENT,0.0041,False,0,0,False
000672.SZ,20240620,EVENT,2.0385,False,0,0,False
603153.SH,20240620,EVENT,-6.183,False,0,0,False
603863.SH,20240620,EVENT,4.4413,False,0,0,False
688232.SH,20240620,EVENT,-4.4588,False,0,0,False
600992_SH.SH,20240617,CONT,-3.9661,,,,
301248.SZ,20240606,EVENT,-3.1481,False,0,0,False
002932.SZ,20240611,EVENT,-2.6753,False,0,0,False
002570.SZ,20240614,EVENT,-6.2309,False,0,0,False
000882.SZ,20240617,EVENT,-9.5978,False,0,0,False
300841.SZ,20240618,EVENT,-3.427,True,0,1,False
000795.SZ,20240619,EVENT,-4.7738,False,0,0,False
002700_SZ.SZ,20240701,CONT,14.6357,,,,
002700_SZ.SZ,20240708,CONT,23.7079,,,,
002255.SZ,20240816,EVENT,-3.1704,False,0,0,False
688211.SH,20240808,EVENT,-4.019,False,0,0,False
000981.SZ,20240805,EVENT,-15.8356,False,0,0,False
002706.SZ,20240805,EVENT,-1.82,False,0,0,False
600955.SH,20240807,EVENT,-4.5581,False,0,0,False
688067.SH,20240807,EVENT,-6.0515,False,0,0,False
300770.SZ,20240808,EVENT,0.6872,False,0,0,False
000538.SZ,20240809,EVENT,2.2671,False,0,0,False
002996.SZ,20240809,EVENT,-5.6483,False,0,0,False
600256.SH,20240812,EVENT,4.0851,False,0,0,False
601966.SH,20240812,EVENT,-5.7839,False,0,0,False
001330.SZ,20240830,EVENT,-0.5997,False,0,0,False
301035.SZ,20240807,EVENT,-7.0512,False,0,0,False
688371.SH,20240807,EVENT,7.093,False,0,0,False
002706.SZ,20240808,EVENT,-6.0845,False,0,0,False
002870.SZ,20240809,EVENT,2.5439,False,0,0,False
600256.SH,20240809,EVENT,0.5542,False,0,0,False
688371.SH,20240809,EVENT,0.7303,False,0,0,False
002455.SZ,20240812,EVENT,-4.0221,False,0,0,False
300432.SZ,20240813,EVENT,1.4077,False,0,0,False
688475.SH,20240814,EVENT,-2.0543,False,0,0,False
688310.SH,20240816,EVENT,1.087,False,0,0,False
605056.SH,20240822,EVENT,7.9197,False,0,0,False
002493.SZ,20240823,EVENT,-1.3514,False,0,0,False
603815.SH,20240826,EVENT,7.2137,False,0,0,False
688080.SH,20240826,EVENT,1.4011,False,0,0,False
300982.SZ,20240805,EVENT,0.3629,True,0,1,False
688499.SH,20240805,EVENT,-8.1738,False,0,0,False
300376.SZ,20240807,EVENT,-14.389,False,0,0,False
688610.SH,20240807,EVENT,-4.9406,False,0,0,False
603033.SH,20240808,EVENT,-2.5647,False,0,0,False
688400.SH,20240808,EVENT,-0.246,False,0,0,False
688598.SH,20240808,EVENT,-11.2468,False,0,0,False
002440.SZ,20240809,EVENT,-3.5792,False,0,0,False
