symbol,entry_date,src,net_pnl_pct,tp,sl,v23_weight_v2,v23_flags_v2
300943.SZ,20231221,EVENT,-3.032,14.62,13.032,0.1056,s1v2_CHoCH↓;s17;s10_in_ob;s5;s14
600313.SH,20231221,EVENT,-3.5146,8.141,7.228,0.0924,s1v2_CHoCH↓;s17;s5;s6x1;s14
002857.SZ,20231222,EVENT,-2.1348,18.58,15.737,0.396,s17;s5;s6x3;s14
600382.SH,20231227,EVENT,5.9081,4.74,4.39,0.003,s24_eql_risk;s1v2_CHoCH↑;s7v2_up;s19;s10_in_ob;s5;s6x3;s14
000950.SZ,20231229,EVENT,-3.9641,5.44,4.773,0.66,s17;s5
300993.SZ,20231229,EVENT,2.4363,11.57,9.918,0.2304,s1v2_CHoCH↓;s10_in_ob;s5;s6x3
688013.SH,20231229,EVENT,1.166,20.544,17.95,0.042,s1v2_CHoCH↓;s20;s15;s5
000526_SZ.SZ,20231208,CONT,12.2571,,,0.09,s7v2_up;s16;s5;s14
600971_SH.SH,20231212,CONT,-4.3082,,,0.3,s7v2_up;s5
000404.SZ,20231220,EVENT,-2.6398,5.5,4.946,0.036,s7v2_up;s21;s4;s5;s6x3;s14
000975.SZ,20231220,EVENT,6.2535,15.52,14.056,0.0252,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s4;s5;s6x3;s14
300068.SZ,20231228,EVENT,9.45,14.576,11.444,0.0462,s1v2_CHoCH↓;s17;s4;s5;s6x1;s14
301367.SZ,20231229,EVENT,-1.2232,66.064,52.335,0.07,s7v2_up;s21;s9_bsl_tight;s4
000921.SZ,20240110,EVENT,4.2581,23.25,19.382,0.175,s15;s13;s14
603515.SH,20240110,EVENT,3.7931,14.902,14.078,0.132,s1v2_CHoCH↓;s17;s5;s14
002570.SZ,20240117,EVENT,-4.2752,4.37,3.711,0.0588,s15;s10_in_ob;s12_in_ote;s5;s13;s14
301093.SZ,20240117,EVENT,-7.6494,20.615,16.481,0.175,s15;s13;s14
301093.SZ,20240118,EVENT,-8.6933,20.615,16.457,0.2587,s1v2_CHoCH↓;s17;s9_bsl_tight;s6x3;s13
301093.SZ,20240119,EVENT,-9.3026,20.615,16.443,0.0906,s1v2_CHoCH↓;s17;s9_bsl_tight;s12_in_ote;s6x3;s13;s14
000818.SZ,20240126,EVENT,-2.9115,32.2,26.328,0.168,s15;s10_in_ob;s5;s6x1
600718.SH,20240126,EVENT,-2.148,9.77,7.966,0.504,s5;s6x3;s13
000498.SZ,20240129,EVENT,-0.6563,5.092,4.71,0.21,s15;s6x3;s13;s14
300656.SZ,20240131,EVENT,-7.8417,27.07,18.296,0.4,s10_in_ob;s14
301152.SZ,20240131,EVENT,-12.6218,38.95,24.438,0.2,s1v2_CHoCH↓;s14
000589.SZ,20240110,EVENT,5.0452,5.772,5.185,0.66,s17;s6x3;s14
002959.SZ,20240110,EVENT,-1.442,54.892,42.053,0.084,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s6x3;s14
301267.SZ,20240116,EVENT,-6.0638,34.685,28.626,0.77,s17;s13
603612.SH,20240116,EVENT,-3.0797,17.061,13.402,0.462,s17;s5;s6x1
002570.SZ,20240118,EVENT,-2.8139,4.37,3.71,0.21,s15;s5;s13
603505.SH,20240125,EVENT,-4.2218,19.153,16.984,0.147,s15;s5;s6x1;s13
301093.SZ,20240126,EVENT,-4.1244,18.745,16.309,0.252,s15;s5;s6x3;s13
600718.SH,20240129,EVENT,-13.0675,9.77,6.992,0.6,s6x3;s14
601969.SH,20240129,EVENT,-9.8095,6.423,5.897,0.0514,s15;s9_bsl_tight;s12_in_ote;s5;s13;s14
603060.SH,20240129,EVENT,-3.5138,8.247,7.497,0.105,s15;s5;s6x1;s14
300200.SZ,20240131,EVENT,-10.0206,8.7,5.892,0.33,s17;s5;s14
301087.SZ,20240131,EVENT,-6.5368,34.23,24.724,0.66,s17;s6x3;s14
688018.SH,20240131,EVENT,-5.3678,104.23,79.161,0.36,s5;s6x3;s14
002624.SZ,20240102,EVENT,-13.8728,13.275,9.554,0.12,s1v2_CHoCH↓;s8_sweep_bear;s14
603515.SH,20240102,EVENT,-5.0602,16.572,14.13,0.0924,s1v2_CHoCH↓;s17;s5;s6x1;s14
300993.SZ,20240103,EVENT,0.0017,11.57,9.694,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
688171.SH,20240105,EVENT,-6.4065,17.707,14.714,0.2464,s1v2_CHoCH↓;s17;s10_in_ob;s6x1
002004.SZ,20240110,EVENT,-2.3178,4.98,4.502,0.396,s17;s5;s6x3;s14
600219.SH,20240110,EVENT,-11.9983,2.309,1.994,0.2,s15;s10_in_ob;s14
688013.SH,20240110,EVENT,-6.5313,19.004,16.896,0.042,s1v2_CHoCH↓;s20;s15;s6x3;s14
002624.SZ,20240111,EVENT,-3.8074,13.275,9.557,0.1584,s1v2_CHoCH↓;s17;s5;s6x3;s14
002930.SZ,20240111,EVENT,-1.9575,22.021,18.065,0.105,s15;s5;s6x1;s14
600351.SH,20240111,EVENT,-1.2309,7.64,6.634,0.33,s17;s5;s14
