symbol,entry_date,src,net_pnl_pct,tp,sl,v23_weight_v2,v23_flags_v2
603950.SH,20240222,EVENT,9.3357,17.49,13.04,0.21,s15;s5;s6x1
688123.SH,20240222,EVENT,18.3574,66.36,30.717,0.8,s10_in_ob
688138.SH,20240222,EVENT,14.1832,22.462,10.797,1.32,s17;s6x3
688237.SH,20240222,EVENT,3.3964,37.434,13.447,1.32,s17;s6x3
688252.SH,20240222,EVENT,15.3961,20.373,8.742,0.77,s17;s6x1
688519.SH,20240222,EVENT,20.3443,25.582,10.132,1.32,s17;s6x3
688616.SH,20240222,EVENT,6.4024,10.838,4.305,0.48,s1v2_CHoCH↓;s6x3
001336.SZ,20240223,EVENT,5.0049,29.35,14.123,0.48,s1v2_CHoCH↓;s6x3
002058.SZ,20240223,EVENT,3.3182,14.2,6.91,1.2,s6x3
002548.SZ,20240223,EVENT,-1.7891,5.35,3.043,1.1,s17
300745.SZ,20240223,EVENT,6.1491,25.57,11.857,1.2,s6x3
300834.SZ,20240223,EVENT,7.1968,21.219,12.131,1.2,s6x3
300997.SZ,20240223,EVENT,4.9191,13.168,8.827,0.42,s15;s9_bsl_tight;s6x3
301006.SZ,20240223,EVENT,5.4973,17.055,7.947,1.0,none
301097.SZ,20240223,EVENT,11.2736,37.607,18.238,1.2,s6x3
301176.SZ,20240223,EVENT,10.2152,17.0,6.884,1.2,s6x3
301237.SZ,20240223,EVENT,4.4593,30.432,13.29,0.44,s1v2_CHoCH↓;s17
301258.SZ,20240223,EVENT,2.3739,30.677,17.892,1.2,s6x3
301279.SZ,20240223,EVENT,6.7496,14.431,6.057,1.0,none
301335.SZ,20240223,EVENT,3.0029,21.068,12.032,1.2,s6x3
301353.SZ,20240223,EVENT,8.7096,18.769,9.236,1.0,none
600261.SH,20240223,EVENT,6.4286,2.92,1.847,0.35,s15;s12_in_ote
601615.SH,20240223,EVENT,8.7056,11.838,6.802,1.0,none
603067.SH,20240223,EVENT,1.937,6.821,4.289,0.6,s15;s6x3
603096.SH,20240223,EVENT,13.9056,18.326,9.296,1.1,s17
603726.SH,20240223,EVENT,17.4049,13.805,6.232,1.2,s6x3
603822.SH,20240223,EVENT,3.9046,28.378,14.805,1.32,s17;s6x3
605300.SH,20240223,EVENT,2.1445,15.974,9.665,0.35,s15;s6x1
688247.SH,20240223,EVENT,3.867,11.023,5.785,1.32,s17;s6x3
688435.SH,20240223,EVENT,17.4348,67.7,22.839,1.2,s6x3
688485.SH,20240223,EVENT,4.5747,14.058,6.779,1.2,s6x3
688503.SH,20240223,EVENT,23.645,40.851,21.352,0.07,s1v2_CHoCH↓;s20;s15
688523.SH,20240223,EVENT,14.4119,24.401,13.276,1.32,s17;s6x3
000869.SZ,20240226,EVENT,-0.2306,23.43,19.278,0.36,s15;s8_sweep_bear;s6x3
001313.SZ,20240226,EVENT,2.1937,8.76,4.975,0.42,s15;s12_in_ote;s6x3
001336.SZ,20240226,EVENT,3.0892,29.35,14.104,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
002084.SZ,20240226,EVENT,2.4214,4.09,1.874,1.2,s6x3
002249.SZ,20240226,EVENT,-0.2103,4.77,3.595,0.5,s15
002683.SZ,20240226,EVENT,2.7049,16.904,11.337,0.5,s15
002753.SZ,20240226,EVENT,-3.9269,7.952,3.979,0.528,s1v2_CHoCH↓;s17;s6x3
002899.SZ,20240226,EVENT,3.763,16.573,8.112,0.44,s1v2_CHoCH↓;s17
300122.SZ,20240226,EVENT,3.0103,60.68,40.876,0.098,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s6x1
300158.SZ,20240226,EVENT,-0.1687,5.35,3.435,0.528,s1v2_CHoCH↓;s17;s6x3
300836.SZ,20240226,EVENT,23.7028,19.549,7.582,1.2,s6x3
301047.SZ,20240226,EVENT,2.1011,65.292,46.586,0.66,s17;s8_sweep_bear
301130.SZ,20240226,EVENT,11.0648,27.959,13.678,1.2,s6x3
301336.SZ,20240226,EVENT,0.0304,34.856,15.153,1.2,s6x3
600080.SH,20240226,EVENT,6.5151,7.742,4.261,1.0,none
603039.SH,20240226,EVENT,0.6603,38.911,22.637,0.6,s15;s6x3
603811.SH,20240226,EVENT,4.599,7.057,3.407,0.6,s15;s6x3
688138.SH,20240226,EVENT,7.7474,22.462,10.823,1.32,s17;s6x3
688143.SH,20240226,EVENT,11.9548,33.08,13.252,1.32,s17;s6x3
688170.SH,20240226,EVENT,1.2853,35.611,18.617,1.2,s6x3
688291.SH,20240226,EVENT,5.9714,28.207,12.853,1.32,s17;s6x3
688321.SH,20240226,EVENT,0.131,22.112,11.858,1.2,s6x3
688362.SH,20240226,EVENT,8.0448,25.01,14.093,1.1,s17
688581.SH,20240226,EVENT,0.3716,88.506,36.912,0.48,s1v2_CHoCH↓;s6x3
688628.SH,20240226,EVENT,5.6719,34.525,21.488,0.42,s15;s12_in_ote;s6x3
688662.SH,20240226,EVENT,5.4147,30.041,10.223,1.32,s17;s6x3
300685.SZ,20240227,EVENT,1.9431,19.896,13.008,1.1,s17
300845.SZ,20240227,EVENT,7.1802,9.978,3.513,1.32,s17;s6x3
301033.SZ,20240227,EVENT,5.1923,42.758,19.276,1.2,s6x3
301197.SZ,20240227,EVENT,2.9656,18.627,7.828,0.28,s1v2_CHoCH↓;s6x1
301370.SZ,20240227,EVENT,-0.133,16.119,9.836,0.42,s15;s12_in_ote;s6x3
600536.SH,20240227,EVENT,14.0578,39.42,22.285,0.0019,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s8_sweep_bear;s9_bsl_tight;s11_mss_bull_fresh
688244.SH,20240227,EVENT,13.1981,25.566,11.19,1.32,s17;s6x3
000534.SZ,20240228,EVENT,0.6083,12.341,8.096,1.32,s17;s6x3
001211.SZ,20240228,EVENT,-4.5765,25.23,10.757,1.32,s17;s6x3
002452.SZ,20240228,EVENT,13.3905,6.982,3.544,0.48,s1v2_CHoCH↓;s6x3
002683.SZ,20240228,EVENT,-0.1611,16.904,11.352,0.36,s15;s8_sweep_bear;s6x3
002910.SZ,20240228,EVENT,-3.283,11.25,5.314,1.2,s6x3
003019.SZ,20240228,EVENT,2.4559,20.797,11.938,0.6,s15;s6x3
300143.SZ,20240228,EVENT,-2.2423,7.052,4.776,0.3168,s1v2_CHoCH↓;s17;s8_sweep_bear;s6x3
300598.SZ,20240228,EVENT,12.5623,35.136,20.774,0.5,s15
300618.SZ,20240228,EVENT,-0.1888,24.41,16.596,0.792,s17;s8_sweep_bear;s6x3
300995.SZ,20240228,EVENT,0.407,21.267,7.589,1.2,s6x3
301279.SZ,20240228,EVENT,-5.0387,14.431,6.049,1.2,s6x3
600080.SH,20240228,EVENT,-7.2551,7.742,4.231,0.6,s15;s6x3
603296.SH,20240228,EVENT,8.8256,39.645,22.971,1.2,s6x3
603321.SH,20240228,EVENT,-2.8222,8.605,3.949,0.48,s1v2_CHoCH↓;s6x3
603879.SH,20240228,EVENT,29.8284,6.5,2.759,1.2,s6x3
605055.SH,20240228,EVENT,-1.5613,7.301,3.017,0.4,s1v2_CHoCH↓
605337.SH,20240228,EVENT,-5.0283,12.372,7.165,0.7,s6x1
688136.SH,20240228,EVENT,2.9106,22.495,9.588,0.4,s1v2_CHoCH↓
688247.SH,20240228,EVENT,-0.2197,11.023,5.854,1.32,s17;s6x3
688252.SH,20240228,EVENT,5.2589,20.373,8.744,1.1,s17
688429.SH,20240228,EVENT,1.5086,22.625,12.475,0.28,s1v2_CHoCH↓;s6x1
688528.SH,20240228,EVENT,0.355,11.47,4.442,0.48,s1v2_CHoCH↓;s6x3
688598.SH,20240228,EVENT,7.3245,48.444,23.379,1.0,none
002034.SZ,20240229,EVENT,4.3299,15.3,11.516,0.264,s1v2_CHoCH↓;s17;s8_sweep_bear
300321.SZ,20240229,EVENT,35.5769,19.729,7.499,1.1,s17
300349.SZ,20240229,EVENT,15.1231,11.991,6.834,1.32,s17;s6x3
300420.SZ,20240229,EVENT,13.4124,3.045,1.765,1.32,s17;s6x3
300708.SZ,20240229,EVENT,1.1964,7.014,4.809,0.0504,s1v2_CHoCH↑;s7v2_up;s19;s8_sweep_bear;s6x3
300776.SZ,20240229,EVENT,4.23,60.124,34.298,0.0294,s1v2_CHoCH↑;s7v2_up;s19;s8_sweep_bear;s9_bsl_tight
301006.SZ,20240229,EVENT,16.3501,17.055,7.992,1.32,s17;s6x3
301033.SZ,20240229,EVENT,15.2301,42.758,19.254,0.48,s1v2_CHoCH↓;s6x3
603339.SH,20240229,EVENT,11.2634,11.418,6.678,1.1,s17
603980.SH,20240229,EVENT,3.7341,4.905,2.39,0.308,s1v2_CHoCH↓;s17;s6x1
605069.SH,20240229,EVENT,15.7059,11.34,4.278,1.2,s6x3
605089.SH,20240229,EVENT,12.2268,35.854,20.432,1.0,none
688391.SH,20240229,EVENT,16.4086,33.915,15.561,1.2,s6x3
688623.SH,20240229,EVENT,3.6303,45.686,31.171,1.0,none
001217.SZ,20240201,EVENT,-8.863,19.69,10.157,0.0245,s1v2_CHoCH↑;s7v2_up;s19;s6x1;s14
300802.SZ,20240202,EVENT,-3.0691,17.379,13.989,0.396,s17;s5;s6x3;s14
600509.SH,20240202,EVENT,-6.0217,6.543,4.515,0.264,s1v2_CHoCH↓;s17;s6x3;s14
600718.SH,20240202,EVENT,-6.9002,9.02,6.983,0.36,s5;s6x3;s14
688767.SH,20240202,EVENT,-3.548,20.069,15.502,0.144,s1v2_CHoCH↓;s5;s6x3;s14
603061.SH,20240207,EVENT,-2.4651,67.317,43.648,0.288,s1v2_CHoCH↓;s5;s6x3
688069.SH,20240208,EVENT,3.8531,13.937,10.341,0.792,s17;s5;s6x3
000404.SZ,20240219,EVENT,16.6835,5.36,4.159,0.42,s15;s12_in_ote;s6x3
000862.SZ,20240219,EVENT,10.6181,6.28,5.412,0.21,s15;s5;s6x1
002713.SZ,20240219,EVENT,17.7953,4.788,3.478,0.35,s15;s6x1
300708.SZ,20240220,EVENT,-3.6576,8.54,4.773,0.4224,s1v2_CHoCH↓;s17;s10_in_ob;s6x3
301283.SZ,20240220,EVENT,-1.4885,20.651,16.048,0.792,s17;s5;s6x3
002271.SZ,20240221,EVENT,0.4844,18.45,14.268,0.28,s15;s10_in_ob;s6x1
002385.SZ,20240221,EVENT,0.5072,5.552,4.084,0.6,s15;s6x3
002431.SZ,20240221,EVENT,7.6298,2.62,1.625,0.7,s6x1
002879.SZ,20240221,EVENT,12.0619,16.06,9.145,1.32,s17;s6x3
002917.SZ,20240221,EVENT,9.1764,9.394,5.137,1.32,s17;s6x3
300014.SZ,20240221,EVENT,9.5657,40.525,28.136,1.32,s17;s6x3
300877.SZ,20240221,EVENT,3.968,17.332,8.501,1.2,s6x3
300915.SZ,20240221,EVENT,1.8181,22.682,13.437,0.7,s6x1
301003.SZ,20240221,EVENT,20.6918,22.187,10.659,1.2,s6x3
301026.SZ,20240221,EVENT,15.1348,14.494,7.622,0.7,s6x1
301092.SZ,20240221,EVENT,4.3511,25.593,14.011,1.0,none
301283.SZ,20240221,EVENT,0.8232,20.651,11.687,1.32,s17;s6x3
600261.SH,20240221,EVENT,5.2871,2.92,1.85,0.77,s17;s6x1
603687.SH,20240221,EVENT,6.6177,11.754,6.935,1.1,s17
688068.SH,20240221,EVENT,-0.5764,41.49,22.289,1.32,s17;s6x3
688581.SH,20240221,EVENT,0.0252,88.506,36.755,0.48,s1v2_CHoCH↓;s6x3
001222.SZ,20240222,EVENT,4.8291,16.2,8.437,1.1,s17
001296.SZ,20240222,EVENT,5.2472,23.88,14.489,0.44,s1v2_CHoCH↓;s17
002753.SZ,20240222,EVENT,3.3577,7.952,3.98,0.44,s1v2_CHoCH↓;s17
002917.SZ,20240222,EVENT,8.6279,9.394,5.137,1.32,s17;s6x3
300331.SZ,20240222,EVENT,12.9398,27.2,10.941,0.4,s1v2_CHoCH↓
300395.SZ,20240222,EVENT,5.312,42.051,20.541,1.32,s17;s6x3
300674.SZ,20240222,EVENT,7.4278,15.612,8.746,0.528,s1v2_CHoCH↓;s17;s6x3
300963.SZ,20240222,EVENT,10.2971,6.85,3.153,1.0,none
301110.SZ,20240222,EVENT,10.6461,20.72,9.49,1.1,s17
301222.SZ,20240222,EVENT,8.8702,21.039,9.489,1.0,none
301320.SZ,20240222,EVENT,16.2434,21.312,10.48,0.48,s1v2_CHoCH↓;s6x3
600382.SH,20240222,EVENT,0.3376,4.8,3.404,1.32,s17;s6x3
601615.SH,20240222,EVENT,7.3762,11.838,6.801,1.0,none
603700.SH,20240222,EVENT,5.4563,13.933,7.173,1.2,s6x3
688068.SH,20240222,EVENT,-1.1236,41.49,22.279,1.32,s17;s6x3
688286.SH,20240222,EVENT,13.9311,51.898,18.705,0.4,s1v2_CHoCH↓
688718.SH,20240222,EVENT,11.8661,14.42,7.151,1.32,s17;s6x3
001202.SZ,20240223,EVENT,2.4263,18.24,8.649,1.2,s6x3
001360.SZ,20240223,EVENT,7.0194,18.22,9.486,1.0,none
002420.SZ,20240223,EVENT,4.775,6.36,2.616,1.32,s17;s6x3
002494.SZ,20240223,EVENT,7.5012,5.87,2.359,0.308,s1v2_CHoCH↓;s17;s6x1
002836.SZ,20240223,EVENT,6.0747,8.625,3.188,1.2,s6x3
002879.SZ,20240223,EVENT,15.3117,16.06,9.151,1.32,s17;s6x3
300068.SZ,20240223,EVENT,13.7601,14.076,8.543,1.2,s6x3
300132.SZ,20240223,EVENT,5.4219,5.33,2.448,0.48,s1v2_CHoCH↓;s6x3
300440.SZ,20240223,EVENT,8.2425,7.083,3.435,1.32,s17;s6x3
300828.SZ,20240223,EVENT,18.089,15.394,6.141,1.2,s6x3
301003.SZ,20240223,EVENT,13.8434,22.187,10.684,1.2,s6x3
301012.SZ,20240223,EVENT,23.948,18.026,6.572,0.48,s1v2_CHoCH↓;s6x3
600094.SH,20240223,EVENT,3.5181,3.132,2.158,0.5,s15
603517.SH,20240223,EVENT,0.0623,24.31,15.978,1.2,s6x3
603928.SH,20240223,EVENT,7.609,7.526,3.622,1.2,s6x3
688037.SH,20240223,EVENT,15.1388,95.171,50.943,1.32,s17;s6x3
688232.SH,20240223,EVENT,2.0165,36.133,16.653,0.528,s1v2_CHoCH↓;s17;s6x3
688486.SH,20240223,EVENT,14.1398,43.276,20.315,1.32,s17;s6x3
688571.SH,20240223,EVENT,4.5145,7.027,3.498,1.2,s6x3
001211.SZ,20240226,EVENT,-1.3711,25.23,10.75,1.1,s17
002117.SZ,20240226,EVENT,-2.9466,8.63,5.181,0.6,s15;s6x3
002391.SZ,20240226,EVENT,0.8131,5.932,3.789,1.2,s6x3
300776.SZ,20240226,EVENT,3.9082,60.124,34.16,0.7,s6x1
301149.SZ,20240226,EVENT,4.9678,9.415,5.172,1.0,none
603281.SH,20240226,EVENT,0.1501,17.908,11.651,0.4,s1v2_CHoCH↓
603551.SH,20240226,EVENT,-0.3729,10.32,7.396,0.5,s15
688193.SH,20240226,EVENT,-3.6548,45.277,19.587,1.2,s6x3
688217.SH,20240226,EVENT,-4.0707,36.182,18.112,1.1,s17
688517.SH,20240226,EVENT,9.9961,14.762,6.016,1.2,s6x3
300296.SZ,20240227,EVENT,-0.7248,5.42,3.712,0.35,s15;s6x1
301187.SZ,20240227,EVENT,7.1076,15.48,6.259,1.32,s17;s6x3
301233.SZ,20240227,EVENT,15.2903,31.705,14.497,1.2,s6x3
002272.SZ,20240228,EVENT,34.0269,7.2,3.134,1.0,none
002753.SZ,20240228,EVENT,-3.7659,7.952,3.988,0.528,s1v2_CHoCH↓;s17;s6x3
300339.SZ,20240228,EVENT,6.9058,25.751,16.31,0.5,s15
300441.SZ,20240228,EVENT,10.9797,6.645,3.486,0.44,s1v2_CHoCH↓;s17
300768.SZ,20240228,EVENT,-0.466,14.593,8.109,0.6,s15;s6x3
300947.SZ,20240228,EVENT,-5.3216,16.15,7.033,1.2,s6x3
301063.SZ,20240228,EVENT,-0.2086,22.182,9.558,1.2,s6x3
301156.SZ,20240228,EVENT,-3.2393,10.789,4.404,0.308,s1v2_CHoCH↓;s17;s6x1
600865.SH,20240228,EVENT,-4.1921,8.5,4.636,1.0,none
603818.SH,20240228,EVENT,-4.8542,5.32,2.614,1.0,none
605169.SH,20240228,EVENT,-2.101,11.096,5.341,0.48,s1v2_CHoCH↓;s6x3
688381.SH,20240228,EVENT,1.8496,26.12,12.52,0.6,s15;s6x3
688391.SH,20240228,EVENT,8.4521,33.915,15.585,1.2,s6x3
688543.SH,20240228,EVENT,0.337,29.576,17.223,1.2,s6x3
601666_SH.SH,20240229,CONT,-8.6288,,,0.0252,s1v2_CHoCH↑;s7v2_up;s18;s16;s5
600031.SH,20240202,EVENT,4.2981,12.715,11.435,0.175,s4;s6x1;s14
301305.SZ,20240301,EVENT,3.2959,17.781,10.838,0.42,s15;s6x3;s13
001255.SZ,20240301,EVENT,9.4733,35.45,17.758,0.28,s1v2_CHoCH↓;s6x1
603005.SH,20240301,EVENT,0.0221,19.75,12.667,0.56,s10_in_ob;s13
603399.SH,20240301,EVENT,-1.8839,10.3,4.957,0.84,s6x3;s13
000576.SZ,20240306,EVENT,6.5995,8.2,4.745,0.245,s15;s12_in_ote;s13
603119.SH,20240301,EVENT,-0.3209,14.277,10.216,0.0588,s1v2_CHoCH↑;s7v2_up;s19;s9_bsl_tight;s6x3
688558.SH,20240301,EVENT,0.9067,26.843,13.38,0.56,s10_in_ob;s13
688651.SH,20240301,EVENT,9.1074,34.761,15.083,1.056,s17;s10_in_ob;s6x3
300684.SZ,20240304,EVENT,0.9409,20.166,7.877,0.0015,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s9_bsl_tight;s11_mss_bull_fresh;s6x1;s13
603399.SH,20240304,EVENT,0.4804,10.3,4.941,1.2,s6x3
688320.SH,20240304,EVENT,1.726,45.14,19.622,0.96,s10_in_ob;s6x3
300684.SZ,20240307,EVENT,-2.352,20.166,11.184,0.0206,s1v2_CHoCH↑;s7v2_up;s18;s16;s9_bsl_tight;s13
000576.SZ,20240308,EVENT,10.884,8.2,6.385,0.7392,s17;s10_in_ob;s6x3;s13
001283.SZ,20240301,EVENT,16.4028,55.58,25.449,0.48,s1v2_CHoCH↓;s6x3
002420.SZ,20240301,EVENT,8.3298,6.36,2.605,1.32,s17;s6x3
002671.SZ,20240301,EVENT,7.9373,6.38,2.735,0.88,s17;s10_in_ob
002836.SZ,20240301,EVENT,12.216,8.625,3.188,0.84,s6x3;s13
002937.SZ,20240301,EVENT,6.4823,26.192,14.217,0.44,s1v2_CHoCH↓;s17
300097.SZ,20240301,EVENT,0.9043,9.54,4.381,0.56,s10_in_ob;s13
300656.SZ,20240301,EVENT,2.6651,24.59,15.061,0.48,s15;s10_in_ob;s6x3
301092.SZ,20240301,EVENT,6.4621,25.593,13.958,1.32,s17;s6x3
301233.SZ,20240301,EVENT,21.3333,31.705,14.456,1.2,s6x3
601089.SH,20240301,EVENT,6.2709,14.233,10.304,0.0032,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s8_sweep_bear;s9_bsl_tight;s6x3
603626.SH,20240301,EVENT,7.5291,9.27,3.848,0.4224,s1v2_CHoCH↓;s17;s10_in_ob;s6x3
605300.SH,20240301,EVENT,4.7884,15.974,9.66,0.5,s15
688056.SH,20240301,EVENT,10.5807,30.616,15.05,1.1,s17
688058.SH,20240301,EVENT,11.7626,34.536,17.19,0.6,s15;s6x3
688079.SH,20240301,EVENT,5.883,14.08,5.31,0.2464,s1v2_CHoCH↓;s17;s10_in_ob;s6x1
688252.SH,20240301,EVENT,8.9111,20.373,8.707,1.32,s17;s6x3
688315.SH,20240301,EVENT,6.1865,23.421,11.332,0.0504,s1v2_CHoCH↑;s7v2_up;s19;s8_sweep_bear;s6x3
688362.SH,20240301,EVENT,4.2913,25.01,14.029,1.056,s17;s10_in_ob;s6x3
688478.SH,20240301,EVENT,-0.5,52.244,22.317,0.48,s1v2_CHoCH↓;s6x3
002846.SZ,20240304,EVENT,15.8777,10.651,4.893,1.056,s17;s10_in_ob;s6x3
300538.SZ,20240304,EVENT,3.8013,20.39,8.675,0.224,s1v2_CHoCH↓;s10_in_ob;s13
301225.SZ,20240304,EVENT,2.3239,26.178,12.018,0.0659,s1v2_CHoCH↑;s7v2_up;s9_bsl_tight;s10_in_ob;s11_mss_bull_fresh;s6x3;s13
600212.SH,20240304,EVENT,6.1177,7.4,4.113,0.0037,s1v2_CHoCH↑;s7v2_up;s18;s16;s23;s9_bsl_tight;s6x3;s13
603222.SH,20240304,EVENT,5.234,7.83,4.486,0.56,s10_in_ob;s6x1
688429.SH,20240304,EVENT,4.6685,22.625,12.49,0.4,s1v2_CHoCH↓
300250.SZ,20240305,EVENT,0.5238,17.16,9.723,0.77,s17;s13
300825.SZ,20240305,EVENT,4.9274,12.17,6.325,0.8,s10_in_ob
301115.SZ,20240305,EVENT,2.7059,18.04,13.199,0.48,s15;s10_in_ob;s6x3
688426.SH,20240306,EVENT,3.6674,32.38,13.03,0.48,s15;s10_in_ob;s6x3
300881.SZ,20240307,EVENT,0.8668,22.056,15.705,0.528,s17;s8_sweep_bear;s10_in_ob
688522.SH,20240307,EVENT,28.5373,18.742,11.789,0.0123,s1v2_CHoCH↑;s7v2_up;s18;s16;s8_sweep_bear;s9_bsl_tight;s6x1
605122.SH,20240311,EVENT,5.1876,15.227,9.801,0.7,s6x1
688231.SH,20240321,EVENT,0.488,14.178,10.937,0.88,s17;s10_in_ob
002760.SZ,20240301,EVENT,10.3669,23.352,10.024,0.77,s17;s6x1
003003.SZ,20240301,EVENT,13.313,11.326,5.215,0.77,s17;s6x1
300250.SZ,20240301,EVENT,2.0443,17.16,9.692,0.616,s17;s10_in_ob;s6x1
300447.SZ,20240301,EVENT,9.0987,14.535,7.409,0.48,s15;s10_in_ob;s6x3
300563.SZ,20240301,EVENT,13.7841,15.392,6.591,0.96,s10_in_ob;s6x3
300884.SZ,20240301,EVENT,5.7137,13.508,6.073,1.056,s17;s10_in_ob;s6x3
301197.SZ,20240301,EVENT,9.8624,18.627,7.8,0.8,s10_in_ob
301323.SZ,20240301,EVENT,13.029,34.948,18.241,1.056,s17;s10_in_ob;s6x3
600543.SH,20240301,EVENT,12.4817,6.2,3.731,0.528,s1v2_CHoCH↓;s17;s6x3
600843.SH,20240301,EVENT,33.5376,6.021,3.261,1.1,s17
605018.SH,20240301,EVENT,9.4714,14.206,5.521,1.056,s17;s10_in_ob;s6x3
688217.SH,20240301,EVENT,6.5217,36.182,17.988,1.32,s17;s6x3
688603.SH,20240301,EVENT,-1.5692,38.523,12.758,0.528,s1v2_CHoCH↓;s17;s6x3
688616.SH,20240301,EVENT,11.1147,10.838,4.322,0.48,s1v2_CHoCH↓;s6x3
002058.SZ,20240304,EVENT,0.7818,14.2,6.958,0.42,s15;s12_in_ote;s6x3
002162.SZ,20240304,EVENT,-0.5818,5.28,2.894,0.245,s15;s6x1;s13
300214.SZ,20240304,EVENT,12.5565,6.431,3.821,1.32,s17;s6x3
300629.SZ,20240304,EVENT,8.1391,21.972,11.954,0.48,s15;s10_in_ob;s6x3
301228.SZ,20240304,EVENT,8.7277,16.99,6.286,0.88,s17;s10_in_ob
301300.SZ,20240304,EVENT,12.6802,29.324,11.385,1.2,s6x3
301335.SZ,20240304,EVENT,6.6944,21.068,12.051,0.96,s10_in_ob;s6x3
603219.SH,20240304,EVENT,15.8664,16.452,6.914,1.056,s17;s10_in_ob;s6x3
603980.SH,20240304,EVENT,3.3618,4.905,2.379,0.44,s1v2_CHoCH↓;s17
688037.SH,20240304,EVENT,0.6184,95.171,50.33,0.48,s15;s10_in_ob;s6x3
688123.SH,20240304,EVENT,14.0077,66.36,30.69,1.2,s6x3
688229.SH,20240304,EVENT,3.4602,48.58,18.284,0.4224,s1v2_CHoCH↓;s17;s10_in_ob;s6x3
300970.SZ,20240305,EVENT,9.4967,12.821,6.25,0.8,s10_in_ob
301009.SZ,20240305,EVENT,6.8719,11.17,6.261,0.56,s10_in_ob;s6x1
301181.SZ,20240305,EVENT,9.7201,16.877,9.187,0.616,s17;s10_in_ob;s6x1
301197.SZ,20240305,EVENT,12.0026,18.627,7.851,1.2,s6x3
301369.SZ,20240305,EVENT,10.5234,39.758,18.353,0.88,s17;s10_in_ob
001296.SZ,20240306,EVENT,11.1376,23.88,14.682,0.528,s1v2_CHoCH↓;s17;s6x3
600173.SH,20240306,EVENT,11.7916,4.901,3.531,0.792,s17;s5;s6x3
688120.SH,20240306,EVENT,-1.0301,63.386,54.921,0.084,s1v2_CHoCH↑;s7v2_up;s8_sweep_bear;s9_bsl_tight
688558.SH,20240306,EVENT,3.1292,26.843,13.361,0.96,s10_in_ob;s6x3
002846.SZ,20240307,EVENT,25.3099,9.171,6.533,1.32,s17;s6x3
301125.SZ,20240307,EVENT,2.1432,8.597,5.606,0.6,s15;s6x3
603818.SH,20240307,EVENT,-2.1911,4.96,3.56,0.96,s10_in_ob;s6x3
688291.SH,20240307,EVENT,8.4704,23.057,17.839,1.056,s17;s10_in_ob;s6x3
001255.SZ,20240308,EVENT,1.7471,31.49,21.406,0.32,s1v2_CHoCH↓;s10_in_ob
002769.SZ,20240308,EVENT,11.4043,6.534,5.27,1.2,s6x3
003017.SZ,20240308,EVENT,8.7436,17.039,11.929,1.32,s17;s6x3
300819.SZ,20240308,EVENT,8.7034,13.665,9.244,0.7,s6x1
603116.SH,20240308,EVENT,5.0835,6.588,3.833,1.2,s6x3
003004.SZ,20240311,EVENT,14.7783,25.722,16.475,0.0247,s1v2_CHoCH↑;s7v2_up;s18;s16;s9_bsl_tight;s11_mss_bull_fresh;s6x3
300970.SZ,20240311,EVENT,6.4711,11.654,8.151,1.2,s6x3
603811.SH,20240311,EVENT,-1.5284,5.679,4.81,1.32,s17;s6x3
002820.SZ,20240312,EVENT,3.7275,10.144,7.421,0.96,s10_in_ob;s6x3
688433.SH,20240313,EVENT,27.3555,30.474,20.229,1.2,s6x3
688173.SH,20240315,EVENT,-3.427,17.6,10.402,1.32,s17;s6x3
002811.SZ,20240301,EVENT,18.7486,9.026,3.24,1.2,s6x3
300605.SZ,20240301,EVENT,9.6561,15.39,6.37,0.56,s10_in_ob;s6x1
300686.SZ,20240301,EVENT,24.0795,10.71,3.767,0.96,s10_in_ob;s6x3
300691.SZ,20240301,EVENT,5.783,23.97,11.599,0.2464,s1v2_CHoCH↓;s17;s10_in_ob;s6x1
300902.SZ,20240301,EVENT,9.4546,23.77,12.871,1.0,none
301486.SZ,20240301,EVENT,16.3549,48.346,22.924,0.96,s10_in_ob;s6x3
600067.SH,20240301,EVENT,2.9324,2.405,1.231,1.2,s6x3
600080.SH,20240301,EVENT,-2.1082,7.742,4.22,0.6,s15;s6x3
600183.SH,20240301,EVENT,0.5686,16.15,10.459,0.1725,s1v2_CHoCH↓;s17;s9_bsl_tight;s10_in_ob;s6x1
603217.SH,20240301,EVENT,6.7864,21.979,9.784,0.32,s1v2_CHoCH↓;s10_in_ob
603321.SH,20240301,EVENT,8.5213,8.605,3.945,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
688123.SH,20240301,EVENT,21.0033,66.36,30.712,0.96,s10_in_ob;s6x3
688528.SH,20240301,EVENT,14.3556,11.47,4.438,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
001222.SZ,20240304,EVENT,3.9574,16.2,8.488,1.32,s17;s6x3
001259.SZ,20240304,EVENT,-7.9951,33.18,20.605,0.084,s1v2_CHoCH↓;s20;s15;s6x3
002452.SZ,20240304,EVENT,10.9025,6.982,3.537,0.48,s1v2_CHoCH↓;s6x3
002821.SZ,20240304,EVENT,-4.6211,114.447,74.068,1.32,s17;s6x3
300132.SZ,20240304,EVENT,7.223,5.33,2.435,0.384,s1v2_CHoCH↓;s10_in_ob;s6x3
