symbol,entry_date,src,net_pnl_pct,pnl,structure_state,trend_v2,breakout_kind_v2,retrace_state_v2
688255.SH,20240221,EVENT,21.0842,21.0842,bear(LH+LL),down,BOS↓,no_retrace
688291.SH,20240221,EVENT,16.0495,16.0495,bear(LH+LL),down,BOS↓,retrace_ok
688435.SH,20240221,EVENT,23.8779,23.8779,bear(LH+LL),down,BOS↓,no_retrace
688478.SH,20240221,EVENT,3.91,3.91,expansion(HH+LL),down,CHoCH↓,no_retrace
688498.SH,20240221,EVENT,20.8127,20.8127,bear(LH+LL),down,BOS↓,retrace_ok
001205.SZ,20240222,EVENT,6.9331,6.9331,bear(LH+LL),down,BOS↓,retrace_ok
003019.SZ,20240222,EVENT,5.7335,5.7335,expansion(HH+LL),down,BOS↓,retrace_fail
300162.SZ,20240222,EVENT,11.4617,11.4617,expansion(HH+LL),down,CHoCH↓,no_retrace
300642.SZ,20240222,EVENT,1.7279,1.7279,bear(LH+LL),down,BOS↓,no_retrace
300643.SZ,20240222,EVENT,9.3845,9.3845,bear(LH+LL),down,BOS↓,retrace_ok
300978.SZ,20240222,EVENT,10.3234,10.3234,bear(LH+LL),down,BOS↓,retrace_ok
301065.SZ,20240222,EVENT,6.8142,6.8142,bear(LH+LL),down,BOS↓,no_retrace
301280.SZ,20240222,EVENT,25.5601,25.5601,bear(LH+LL),down,CHoCH↓,no_retrace
600080.SH,20240222,EVENT,18.8741,18.8741,bear(LH+LL),down,BOS↓,no_retrace
600986.SH,20240222,EVENT,9.2804,9.2804,bear(LH+LL),down,BOS↓,retrace_fail
603008.SH,20240222,EVENT,11.5673,11.5673,bear(LH+LL),down,BOS↓,retrace_ok
603629.SH,20240222,EVENT,17.6311,17.6311,bear(LH+LL),down,BOS↓,retrace_ok
605060.SH,20240222,EVENT,-0.1365,-0.1365,bear(LH+LL),down,BOS↓,no_retrace
688173.SH,20240222,EVENT,36.2719,36.2719,bear(LH+LL),down,BOS↓,retrace_ok
688432.SH,20240222,EVENT,8.6383,8.6383,bear(LH+LL),down,BOS↓,retrace_ok
688486.SH,20240222,EVENT,10.2446,10.2446,bear(LH+LL),down,BOS↓,retrace_ok
688628.SH,20240222,EVENT,3.7926,3.7926,bear(LH+LL),down,BOS↓,retrace_ok
688699.SH,20240222,EVENT,10.1437,10.1437,bear(LH+LL),down,BOS↓,retrace_ok
002910.SZ,20240223,EVENT,1.2663,1.2663,bear(LH+LL),down,BOS↓,no_retrace
300074.SZ,20240223,EVENT,16.8201,16.8201,bear(LH+LL),down,BOS↓,no_retrace
300378.SZ,20240223,EVENT,9.2436,9.2436,bear(LH+LL),down,BOS↓,retrace_fail
300897.SZ,20240223,EVENT,10.8715,10.8715,expansion(HH+LL),down,CHoCH↓,no_retrace
301068.SZ,20240223,EVENT,3.7606,3.7606,bear(LH+LL),down,BOS↓,retrace_fail
301085.SZ,20240223,EVENT,1.8903,1.8903,bear(LH+LL),down,BOS↓,retrace_ok
600199.SH,20240223,EVENT,7.7539,7.7539,bear(LH+LL),down,BOS↓,retrace_ok
600543.SH,20240223,EVENT,8.0321,8.0321,compress(LH+HL),down,CHoCH↓,retrace_ok
603356.SH,20240223,EVENT,14.9893,14.9893,bull(HH+HL),down,CHoCH↓,no_retrace
688356.SH,20240223,EVENT,2.7948,2.7948,bear(LH+LL),down,BOS↓,retrace_ok
688519.SH,20240223,EVENT,11.8278,11.8278,compress(LH+HL),down,BOS↓,retrace_ok
688528.SH,20240223,EVENT,9.0848,9.0848,bear(LH+LL),down,BOS↓,no_retrace
300232.SZ,20240226,EVENT,-0.7622,-0.7622,bear(LH+LL),down,CHoCH↓,retrace_fail
300331.SZ,20240226,EVENT,5.2826,5.2826,expansion(HH+LL),down,CHoCH↓,no_retrace
300448.SZ,20240226,EVENT,9.8248,9.8248,bear(LH+LL),down,BOS↓,no_retrace
300629.SZ,20240226,EVENT,12.1887,12.1887,bear(LH+LL),down,BOS↓,no_retrace
300688.SZ,20240226,EVENT,1.4699,1.4699,bear(LH+LL),down,BOS↓,retrace_fail
300845.SZ,20240226,EVENT,4.3561,4.3561,bear(LH+LL),down,BOS↓,retrace_ok
300912.SZ,20240226,EVENT,3.4177,3.4177,bear(LH+LL),down,BOS↓,no_retrace
301033.SZ,20240226,EVENT,3.387,3.387,bear(LH+LL),down,BOS↓,no_retrace
301059.SZ,20240226,EVENT,6.178,6.178,bear(LH+LL),down,BOS↓,no_retrace
301222.SZ,20240226,EVENT,5.7781,5.7781,expansion(HH+LL),down,BOS↓,no_retrace
301389.SZ,20240226,EVENT,12.9871,12.9871,bear(LH+LL),down,CHoCH↓,retrace_ok
600232.SH,20240226,EVENT,13.1653,13.1653,bear(LH+LL),down,BOS↓,no_retrace
600525.SH,20240226,EVENT,2.8664,2.8664,bear(LH+LL),down,BOS↓,retrace_ok
600699.SH,20240226,EVENT,-0.5099,-0.5099,bear(LH+LL),down,BOS↓,retrace_ok
603017.SH,20240226,EVENT,-0.3196,-0.3196,expansion(HH+LL),down,BOS↓,retrace_ok
603321.SH,20240226,EVENT,4.1251,4.1251,bear(LH+LL),down,CHoCH↓,no_retrace
603687.SH,20240226,EVENT,7.3328,7.3328,bear(LH+LL),down,BOS↓,retrace_fail
603726.SH,20240226,EVENT,14.0364,14.0364,bear(LH+LL),down,BOS↓,no_retrace
688383.SH,20240226,EVENT,3.7165,3.7165,bear(LH+LL),down,BOS↓,retrace_fail
688478.SH,20240226,EVENT,-0.5297,-0.5297,expansion(HH+LL),down,CHoCH↓,no_retrace
300124.SZ,20240227,EVENT,7.1965,7.1965,expansion(HH+LL),down,BOS↓,retrace_fail
300546.SZ,20240227,EVENT,6.7498,6.7498,bear(LH+LL),down,BOS↓,no_retrace
300686.SZ,20240227,EVENT,17.1515,17.1515,expansion(HH+LL),down,BOS↓,no_retrace
301123.SZ,20240227,EVENT,2.6704,2.6704,bear(LH+LL),down,BOS↓,retrace_ok
301397.SZ,20240227,EVENT,1.0718,1.0718,bear(LH+LL),down,BOS↓,retrace_ok
688032.SH,20240227,EVENT,3.677,3.677,bear(LH+LL),down,CHoCH↓,no_retrace
688133.SH,20240227,EVENT,-0.4033,-0.4033,bear(LH+LL),down,BOS↓,retrace_ok
001360.SZ,20240228,EVENT,-2.1919,-2.1919,bear(LH+LL),down,BOS↓,retrace_ok
002671.SZ,20240228,EVENT,-1.2848,-1.2848,expansion(HH+LL),down,BOS↓,no_retrace
300405.SZ,20240228,EVENT,-3.0843,-3.0843,expansion(HH+LL),down,CHoCH↓,no_retrace
300447.SZ,20240228,EVENT,2.8389,2.8389,bear(LH+LL),down,BOS↓,retrace_fail
300538.SZ,20240228,EVENT,1.0742,1.0742,expansion(HH+LL),down,CHoCH↓,no_retrace
300836.SZ,20240228,EVENT,16.0811,16.0811,expansion(HH+LL),down,BOS↓,no_retrace
603626.SH,20240228,EVENT,1.6097,1.6097,bear(LH+LL),down,CHoCH↓,retrace_ok
605018.SH,20240228,EVENT,-1.6595,-1.6595,bear(LH+LL),down,BOS↓,no_retrace
688317.SH,20240228,EVENT,-5.7835,-5.7835,bear(LH+LL),down,BOS↓,no_retrace
688593.SH,20240228,EVENT,-6.1208,-6.1208,bear(LH+LL),down,CHoCH↓,no_retrace
001299.SZ,20240229,EVENT,16.8977,16.8977,expansion(HH+LL),down,BOS↓,retrace_ok
002769.SZ,20240229,EVENT,7.8543,7.8543,bear(LH+LL),down,BOS↓,no_retrace
002899.SZ,20240229,EVENT,16.5072,16.5072,expansion(HH+LL),down,CHoCH↓,retrace_ok
300166.SZ,20240229,EVENT,9.7566,9.7566,bear(LH+LL),down,BOS↓,retrace_fail
301125.SZ,20240229,EVENT,35.596,35.596,bear(LH+LL),down,BOS↓,no_retrace
301130.SZ,20240229,EVENT,17.5159,17.5159,bear(LH+LL),down,BOS↓,no_retrace
301362.SZ,20240229,EVENT,12.3873,12.3873,bear(LH+LL),down,BOS↓,no_retrace
600543.SH,20240229,EVENT,13.9448,13.9448,bear(LH+LL),down,CHoCH↓,retrace_ok
688081.SH,20240229,EVENT,11.7186,11.7186,expansion(HH+LL),down,CHoCH↓,retrace_ok
688362.SH,20240229,EVENT,9.4656,9.4656,bear(LH+LL),down,BOS↓,retrace_ok
688536.SH,20240229,EVENT,2.4739,2.4739,bear(LH+LL),down,BOS↓,retrace_ok
688610.SH,20240229,EVENT,26.1724,26.1724,bear(LH+LL),down,BOS↓,retrace_ok
688630.SH,20240229,EVENT,4.0402,4.0402,bear(LH+LL),down,CHoCH↓,no_retrace
688018.SH,20240201,EVENT,-3.0171,-3.0171,bear(LH+LL),down,BOS↓,no_retrace
688069.SH,20240201,EVENT,-8.9829,-8.9829,bear(LH+LL),down,BOS↓,retrace_ok
688072.SH,20240201,EVENT,-0.8688,-0.8688,expansion(HH+LL),down,BOS↓,no_retrace
688281.SH,20240201,EVENT,-1.1339,-1.1339,bear(LH+LL),down,BOS↓,no_retrace
000404.SZ,20240202,EVENT,-5.0578,-5.0578,bear(LH+LL),down,BOS↓,no_retrace
301071.SZ,20240202,EVENT,-4.3499,-4.3499,bear(LH+LL),down,BOS↓,no_retrace
600351.SH,20240202,EVENT,-4.3611,-4.3611,bear(LH+LL),down,BOS↓,retrace_ok
600739.SH,20240202,EVENT,-4.7284,-4.7284,expansion(HH+LL),down,BOS↓,retrace_ok
601003.SH,20240202,EVENT,-5.8255,-5.8255,bear(LH+LL),down,BOS↓,retrace_ok
300129.SZ,20240205,EVENT,-8.9925,-8.9925,expansion(HH+LL),down,CHoCH↓,retrace_ok
601003.SH,20240205,EVENT,-5.7389,-5.7389,bear(LH+LL),down,BOS↓,retrace_ok
600337.SH,20240206,EVENT,-2.4717,-2.4717,expansion(HH+LL),down,CHoCH↓,retrace_ok
001289.SZ,20240207,EVENT,1.0263,1.0263,bear(LH+LL),down,CHoCH↓,retrace_fail
600022.SH,20240207,EVENT,4.6658,4.6658,compress(LH+HL),down,BOS↓,retrace_fail
600031.SH,20240207,EVENT,1.2466,1.2466,compress(LH+HL),down,BOS↓,no_retrace
601003.SH,20240207,EVENT,-0.9033,-0.9033,bear(LH+LL),down,BOS↓,retrace_ok
688147.SH,20240207,EVENT,12.7877,12.7877,bear(LH+LL),down,BOS↓,retrace_ok
002424.SZ,20240208,EVENT,5.0511,5.0511,bull(HH+HL),down,BOS↓,no_retrace
002484.SZ,20240208,EVENT,10.299,10.299,expansion(HH+LL),down,CHoCH↓,retrace_fail
003012.SZ,20240208,EVENT,3.5691,3.5691,bear(LH+LL),down,BOS↓,retrace_ok
601003.SH,20240208,EVENT,9.4579,9.4579,bear(LH+LL),down,BOS↓,retrace_ok
603558.SH,20240208,EVENT,8.8663,8.8663,bull(HH+HL),down,CHoCH↓,retrace_ok
000534.SZ,20240219,EVENT,0.4287,0.4287,compress(LH+HL),down,BOS↓,retrace_ok
002111.SZ,20240219,EVENT,12.1904,12.1904,bear(LH+LL),down,BOS↓,retrace_ok
002252.SZ,20240219,EVENT,4.8659,4.8659,bull(HH+HL),down,CHoCH↓,retrace_ok
002627.SZ,20240219,EVENT,4.1222,4.1222,bear(LH+LL),down,BOS↓,no_retrace
301325.SZ,20240219,EVENT,0.8973,0.8973,compress(LH+HL),down,CHoCH↓,no_retrace
605060.SH,20240219,EVENT,1.0744,1.0744,bear(LH+LL),down,BOS↓,no_retrace
000544.SZ,20240220,EVENT,0.9345,0.9345,bear(LH+LL),down,BOS↓,retrace_fail
002687.SZ,20240220,EVENT,11.9759,11.9759,expansion(HH+LL),down,BOS↓,retrace_ok
301196.SZ,20240220,EVENT,6.578,6.578,expansion(HH+LL),down,BOS↓,no_retrace
001283.SZ,20240221,EVENT,2.4828,2.4828,bull(HH+HL),down,CHoCH↓,no_retrace
002092.SZ,20240221,EVENT,-0.1824,-0.1824,compress(LH+HL),down,BOS↓,retrace_fail
002117.SZ,20240221,EVENT,0.5545,0.5545,bear(LH+LL),down,BOS↓,retrace_fail
002132.SZ,20240221,EVENT,2.9618,2.9618,expansion(HH+LL),down,BOS↓,no_retrace
002249.SZ,20240221,EVENT,7.1234,7.1234,bear(LH+LL),down,BOS↓,retrace_fail
002664.SZ,20240221,EVENT,13.4636,13.4636,bear(LH+LL),down,BOS↓,retrace_ok
300463.SZ,20240221,EVENT,0.1939,0.1939,bear(LH+LL),down,BOS↓,retrace_fail
300897.SZ,20240221,EVENT,19.363,19.363,expansion(HH+LL),down,CHoCH↓,no_retrace
301160.SZ,20240221,EVENT,6.5969,6.5969,bear(LH+LL),down,BOS↓,retrace_ok
600643.SH,20240221,EVENT,-1.5832,-1.5832,expansion(HH+LL),down,CHoCH↓,retrace_fail
600645.SH,20240221,EVENT,1.997,1.997,bear(LH+LL),down,BOS↓,retrace_ok
600699.SH,20240221,EVENT,6.5494,6.5494,bear(LH+LL),down,BOS↓,retrace_ok
603067.SH,20240221,EVENT,2.8034,2.8034,expansion(HH+LL),down,BOS↓,retrace_fail
603339.SH,20240221,EVENT,10.2222,10.2222,compress(LH+HL),down,BOS↓,retrace_ok
688005.SH,20240221,EVENT,-3.8989,-3.8989,bear(LH+LL),down,BOS↓,retrace_ok
688010.SH,20240221,EVENT,10.5608,10.5608,bear(LH+LL),down,BOS↓,retrace_ok
688061.SH,20240221,EVENT,10.0978,10.0978,bear(LH+LL),down,BOS↓,no_retrace
688105.SH,20240221,EVENT,-1.905,-1.905,bear(LH+LL),down,BOS↓,no_retrace
688239.SH,20240221,EVENT,4.497,4.497,bear(LH+LL),down,BOS↓,retrace_ok
688326.SH,20240221,EVENT,2.8164,2.8164,bear(LH+LL),down,BOS↓,no_retrace
688349.SH,20240221,EVENT,10.694,10.694,bear(LH+LL),down,BOS↓,retrace_ok
688531.SH,20240221,EVENT,5.523,5.523,bear(LH+LL),down,BOS↓,no_retrace
002117.SZ,20240222,EVENT,1.2307,1.2307,bear(LH+LL),down,BOS↓,retrace_fail
002132.SZ,20240222,EVENT,4.9063,4.9063,expansion(HH+LL),down,BOS↓,no_retrace
002634.SZ,20240222,EVENT,6.7715,6.7715,expansion(HH+LL),down,BOS↓,no_retrace
300435.SZ,20240222,EVENT,12.5059,12.5059,bear(LH+LL),down,BOS↓,retrace_fail
300700.SZ,20240222,EVENT,16.3241,16.3241,bear(LH+LL),down,BOS↓,no_retrace
300786.SZ,20240222,EVENT,16.9128,16.9128,bear(LH+LL),down,BOS↓,retrace_ok
300873.SZ,20240222,EVENT,2.3843,2.3843,expansion(HH+LL),down,BOS↓,no_retrace
300985.SZ,20240222,EVENT,11.9806,11.9806,none,down,CHoCH↓,retrace_ok
300997.SZ,20240222,EVENT,5.1694,5.1694,bear(LH+LL),down,BOS↓,retrace_fail
301047.SZ,20240222,EVENT,1.8376,1.8376,bear(LH+LL),down,BOS↓,retrace_ok
301290.SZ,20240222,EVENT,2.2049,2.2049,bear(LH+LL),down,BOS↓,no_retrace
301366.SZ,20240222,EVENT,25.691,25.691,bear(LH+LL),down,BOS↓,retrace_ok
600826.SH,20240222,EVENT,2.6675,2.6675,expansion(HH+LL),down,CHoCH↓,retrace_fail
603039.SH,20240222,EVENT,2.8268,2.8268,bear(LH+LL),down,BOS↓,retrace_fail
603416.SH,20240222,EVENT,8.7467,8.7467,bear(LH+LL),down,BOS↓,retrace_ok
603755.SH,20240222,EVENT,-7.1076,-7.1076,bear(LH+LL),down,BOS↓,no_retrace
603798.SH,20240222,EVENT,32.489,32.489,bull(HH+HL),down,CHoCH↓,retrace_ok
603950.SH,20240222,EVENT,9.3357,9.3357,bear(LH+LL),down,BOS↓,retrace_fail
688123.SH,20240222,EVENT,18.3574,18.3574,bear(LH+LL),down,BOS↓,no_retrace
688138.SH,20240222,EVENT,14.1832,14.1832,bear(LH+LL),down,BOS↓,retrace_ok
688237.SH,20240222,EVENT,3.3964,3.3964,bear(LH+LL),down,BOS↓,retrace_ok
688252.SH,20240222,EVENT,15.3961,15.3961,expansion(HH+LL),down,BOS↓,retrace_ok
688519.SH,20240222,EVENT,20.3443,20.3443,bear(LH+LL),down,BOS↓,retrace_ok
688616.SH,20240222,EVENT,6.4024,6.4024,bear(LH+LL),down,CHoCH↓,no_retrace
001336.SZ,20240223,EVENT,5.0049,5.0049,bull(HH+HL),down,CHoCH↓,no_retrace
002058.SZ,20240223,EVENT,3.3182,3.3182,bear(LH+LL),down,BOS↓,no_retrace
002548.SZ,20240223,EVENT,-1.7891,-1.7891,bear(LH+LL),down,BOS↓,retrace_ok
300745.SZ,20240223,EVENT,6.1491,6.1491,bear(LH+LL),down,BOS↓,no_retrace
300834.SZ,20240223,EVENT,7.1968,7.1968,bear(LH+LL),down,BOS↓,no_retrace
300997.SZ,20240223,EVENT,4.9191,4.9191,bear(LH+LL),down,BOS↓,retrace_fail
301006.SZ,20240223,EVENT,5.4973,5.4973,bear(LH+LL),down,BOS↓,no_retrace
301097.SZ,20240223,EVENT,11.2736,11.2736,bear(LH+LL),down,BOS↓,no_retrace
301176.SZ,20240223,EVENT,10.2152,10.2152,expansion(HH+LL),down,BOS↓,no_retrace
301237.SZ,20240223,EVENT,4.4593,4.4593,compress(LH+HL),down,CHoCH↓,retrace_ok
301258.SZ,20240223,EVENT,2.3739,2.3739,bear(LH+LL),down,BOS↓,no_retrace
301279.SZ,20240223,EVENT,6.7496,6.7496,bear(LH+LL),down,BOS↓,no_retrace
301335.SZ,20240223,EVENT,3.0029,3.0029,bear(LH+LL),down,BOS↓,no_retrace
301353.SZ,20240223,EVENT,8.7096,8.7096,bear(LH+LL),down,BOS↓,no_retrace
600261.SH,20240223,EVENT,6.4286,6.4286,bear(LH+LL),down,BOS↓,retrace_fail
601615.SH,20240223,EVENT,8.7056,8.7056,bear(LH+LL),down,BOS↓,no_retrace
603067.SH,20240223,EVENT,1.937,1.937,expansion(HH+LL),down,BOS↓,retrace_fail
603096.SH,20240223,EVENT,13.9056,13.9056,bear(LH+LL),down,BOS↓,retrace_ok
603726.SH,20240223,EVENT,17.4049,17.4049,bear(LH+LL),down,BOS↓,no_retrace
603822.SH,20240223,EVENT,3.9046,3.9046,expansion(HH+LL),down,BOS↓,retrace_ok
605300.SH,20240223,EVENT,2.1445,2.1445,bear(LH+LL),down,BOS↓,retrace_fail
688247.SH,20240223,EVENT,3.867,3.867,bear(LH+LL),down,BOS↓,retrace_ok
688435.SH,20240223,EVENT,17.4348,17.4348,bear(LH+LL),down,BOS↓,no_retrace
688485.SH,20240223,EVENT,4.5747,4.5747,bear(LH+LL),down,BOS↓,no_retrace
688503.SH,20240223,EVENT,23.645,23.645,bear(LH+LL),down,CHoCH↓,retrace_fail
688523.SH,20240223,EVENT,14.4119,14.4119,bear(LH+LL),down,BOS↓,retrace_ok
000869.SZ,20240226,EVENT,-0.2306,-0.2306,bear(LH+LL),down,BOS↓,retrace_fail
001313.SZ,20240226,EVENT,2.1937,2.1937,bear(LH+LL),down,BOS↓,retrace_fail
001336.SZ,20240226,EVENT,3.0892,3.0892,expansion(HH+LL),down,CHoCH↓,no_retrace
002084.SZ,20240226,EVENT,2.4214,2.4214,bear(LH+LL),down,BOS↓,no_retrace
002249.SZ,20240226,EVENT,-0.2103,-0.2103,bear(LH+LL),down,BOS↓,retrace_fail
002683.SZ,20240226,EVENT,2.7049,2.7049,bear(LH+LL),down,BOS↓,retrace_fail
002753.SZ,20240226,EVENT,-3.9269,-3.9269,bear(LH+LL),down,CHoCH↓,retrace_ok
002899.SZ,20240226,EVENT,3.763,3.763,expansion(HH+LL),down,CHoCH↓,retrace_ok
300122.SZ,20240226,EVENT,3.0103,3.0103,bear(LH+LL),up,CHoCH↑,retrace_ok
300158.SZ,20240226,EVENT,-0.1687,-0.1687,bear(LH+LL),down,CHoCH↓,retrace_ok
300836.SZ,20240226,EVENT,23.7028,23.7028,expansion(HH+LL),down,BOS↓,no_retrace
301047.SZ,20240226,EVENT,2.1011,2.1011,bear(LH+LL),down,BOS↓,retrace_ok
301130.SZ,20240226,EVENT,11.0648,11.0648,bear(LH+LL),down,BOS↓,no_retrace
301336.SZ,20240226,EVENT,0.0304,0.0304,expansion(HH+LL),down,BOS↓,no_retrace
600080.SH,20240226,EVENT,6.5151,6.5151,bear(LH+LL),down,BOS↓,no_retrace
603039.SH,20240226,EVENT,0.6603,0.6603,bear(LH+LL),down,BOS↓,retrace_fail
603811.SH,20240226,EVENT,4.599,4.599,bear(LH+LL),down,BOS↓,retrace_fail
688138.SH,20240226,EVENT,7.7474,7.7474,bear(LH+LL),down,BOS↓,retrace_ok
688143.SH,20240226,EVENT,11.9548,11.9548,bear(LH+LL),down,BOS↓,retrace_ok
688170.SH,20240226,EVENT,1.2853,1.2853,bear(LH+LL),down,BOS↓,no_retrace
688291.SH,20240226,EVENT,5.9714,5.9714,bear(LH+LL),down,BOS↓,retrace_ok
688321.SH,20240226,EVENT,0.131,0.131,bear(LH+LL),down,BOS↓,no_retrace
688362.SH,20240226,EVENT,8.0448,8.0448,bear(LH+LL),down,BOS↓,retrace_ok
688581.SH,20240226,EVENT,0.3716,0.3716,expansion(HH+LL),down,CHoCH↓,no_retrace
688628.SH,20240226,EVENT,5.6719,5.6719,bear(LH+LL),down,BOS↓,retrace_fail
688662.SH,20240226,EVENT,5.4147,5.4147,bear(LH+LL),down,BOS↓,retrace_ok
300685.SZ,20240227,EVENT,1.9431,1.9431,bear(LH+LL),down,BOS↓,retrace_ok
300845.SZ,20240227,EVENT,7.1802,7.1802,bear(LH+LL),down,BOS↓,retrace_ok
301033.SZ,20240227,EVENT,5.1923,5.1923,bear(LH+LL),down,BOS↓,no_retrace
301197.SZ,20240227,EVENT,2.9656,2.9656,bear(LH+LL),down,CHoCH↓,no_retrace
301370.SZ,20240227,EVENT,-0.133,-0.133,bear(LH+LL),down,BOS↓,retrace_fail
600536.SH,20240227,EVENT,14.0578,14.0578,bear(LH+LL),up,CHoCH↑,no_retrace
688244.SH,20240227,EVENT,13.1981,13.1981,bear(LH+LL),down,BOS↓,retrace_ok
000534.SZ,20240228,EVENT,0.6083,0.6083,bear(LH+LL),down,BOS↓,retrace_ok
001211.SZ,20240228,EVENT,-4.5765,-4.5765,expansion(HH+LL),down,BOS↓,retrace_ok
002452.SZ,20240228,EVENT,13.3905,13.3905,bear(LH+LL),down,CHoCH↓,no_retrace
002683.SZ,20240228,EVENT,-0.1611,-0.1611,bear(LH+LL),down,BOS↓,retrace_fail
002910.SZ,20240228,EVENT,-3.283,-3.283,bear(LH+LL),down,BOS↓,no_retrace
003019.SZ,20240228,EVENT,2.4559,2.4559,expansion(HH+LL),down,BOS↓,retrace_fail
300143.SZ,20240228,EVENT,-2.2423,-2.2423,bear(LH+LL),down,CHoCH↓,retrace_ok
300598.SZ,20240228,EVENT,12.5623,12.5623,bear(LH+LL),down,BOS↓,retrace_fail
300618.SZ,20240228,EVENT,-0.1888,-0.1888,bear(LH+LL),down,BOS↓,retrace_ok
300995.SZ,20240228,EVENT,0.407,0.407,expansion(HH+LL),down,BOS↓,no_retrace
301279.SZ,20240228,EVENT,-5.0387,-5.0387,bear(LH+LL),down,BOS↓,no_retrace
600080.SH,20240228,EVENT,-7.2551,-7.2551,bear(LH+LL),down,BOS↓,retrace_fail
603296.SH,20240228,EVENT,8.8256,8.8256,bear(LH+LL),down,BOS↓,no_retrace
603321.SH,20240228,EVENT,-2.8222,-2.8222,bear(LH+LL),down,CHoCH↓,no_retrace
603879.SH,20240228,EVENT,29.8284,29.8284,bear(LH+LL),down,BOS↓,no_retrace
605055.SH,20240228,EVENT,-1.5613,-1.5613,bear(LH+LL),down,CHoCH↓,no_retrace
605337.SH,20240228,EVENT,-5.0283,-5.0283,bear(LH+LL),down,BOS↓,no_retrace
688136.SH,20240228,EVENT,2.9106,2.9106,expansion(HH+LL),down,CHoCH↓,no_retrace
688247.SH,20240228,EVENT,-0.2197,-0.2197,bear(LH+LL),down,BOS↓,retrace_ok
688252.SH,20240228,EVENT,5.2589,5.2589,expansion(HH+LL),down,BOS↓,retrace_ok
688429.SH,20240228,EVENT,1.5086,1.5086,bear(LH+LL),down,CHoCH↓,no_retrace
688528.SH,20240228,EVENT,0.355,0.355,bear(LH+LL),down,CHoCH↓,no_retrace
688598.SH,20240228,EVENT,7.3245,7.3245,bear(LH+LL),down,BOS↓,no_retrace
002034.SZ,20240229,EVENT,4.3299,4.3299,expansion(HH+LL),down,CHoCH↓,retrace_ok
300321.SZ,20240229,EVENT,35.5769,35.5769,bear(LH+LL),down,BOS↓,retrace_ok
300349.SZ,20240229,EVENT,15.1231,15.1231,expansion(HH+LL),down,BOS↓,retrace_ok
300420.SZ,20240229,EVENT,13.4124,13.4124,bear(LH+LL),down,BOS↓,retrace_ok
300708.SZ,20240229,EVENT,1.1964,1.1964,bear(LH+LL),up,CHoCH↑,retrace_fail
300776.SZ,20240229,EVENT,4.23,4.23,bear(LH+LL),up,CHoCH↑,retrace_fail
301006.SZ,20240229,EVENT,16.3501,16.3501,bear(LH+LL),down,BOS↓,retrace_ok
301033.SZ,20240229,EVENT,15.2301,15.2301,bear(LH+LL),down,CHoCH↓,no_retrace
603339.SH,20240229,EVENT,11.2634,11.2634,bear(LH+LL),down,BOS↓,retrace_ok
603980.SH,20240229,EVENT,3.7341,3.7341,expansion(HH+LL),down,CHoCH↓,retrace_ok
605069.SH,20240229,EVENT,15.7059,15.7059,bear(LH+LL),down,BOS↓,no_retrace
605089.SH,20240229,EVENT,12.2268,12.2268,bear(LH+LL),down,BOS↓,no_retrace
688391.SH,20240229,EVENT,16.4086,16.4086,bear(LH+LL),down,BOS↓,no_retrace
688623.SH,20240229,EVENT,3.6303,3.6303,bear(LH+LL),down,BOS↓,no_retrace
001217.SZ,20240201,EVENT,-8.863,-8.863,bear(LH+LL),up,CHoCH↑,retrace_fail
300802.SZ,20240202,EVENT,-3.0691,-3.0691,bear(LH+LL),down,BOS↓,retrace_ok
600509.SH,20240202,EVENT,-6.0217,-6.0217,bear(LH+LL),down,CHoCH↓,retrace_ok
600718.SH,20240202,EVENT,-6.9002,-6.9002,expansion(HH+LL),down,BOS↓,no_retrace
688767.SH,20240202,EVENT,-3.548,-3.548,bear(LH+LL),down,CHoCH↓,no_retrace
603061.SH,20240207,EVENT,-2.4651,-2.4651,expansion(HH+LL),down,CHoCH↓,no_retrace
688069.SH,20240208,EVENT,3.8531,3.8531,bear(LH+LL),down,BOS↓,retrace_ok
000404.SZ,20240219,EVENT,16.6835,16.6835,bear(LH+LL),down,BOS↓,retrace_fail
000862.SZ,20240219,EVENT,10.6181,10.6181,bear(LH+LL),down,BOS↓,retrace_fail
002713.SZ,20240219,EVENT,17.7953,17.7953,bear(LH+LL),down,BOS↓,retrace_fail
300708.SZ,20240220,EVENT,-3.6576,-3.6576,expansion(HH+LL),down,CHoCH↓,retrace_ok
301283.SZ,20240220,EVENT,-1.4885,-1.4885,bear(LH+LL),down,BOS↓,retrace_ok
002271.SZ,20240221,EVENT,0.4844,0.4844,compress(LH+HL),down,BOS↓,retrace_fail
002385.SZ,20240221,EVENT,0.5072,0.5072,bear(LH+LL),down,BOS↓,retrace_fail
002431.SZ,20240221,EVENT,7.6298,7.6298,bear(LH+LL),down,BOS↓,no_retrace
002879.SZ,20240221,EVENT,12.0619,12.0619,bear(LH+LL),down,BOS↓,retrace_ok
002917.SZ,20240221,EVENT,9.1764,9.1764,bear(LH+LL),down,BOS↓,retrace_ok
300014.SZ,20240221,EVENT,9.5657,9.5657,bear(LH+LL),down,BOS↓,retrace_ok
300877.SZ,20240221,EVENT,3.968,3.968,bear(LH+LL),down,BOS↓,no_retrace
300915.SZ,20240221,EVENT,1.8181,1.8181,bear(LH+LL),down,BOS↓,no_retrace
301003.SZ,20240221,EVENT,20.6918,20.6918,expansion(HH+LL),down,BOS↓,no_retrace
