symbol,entry_date,src,net_pnl_pct,pnl,structure_state,trend_v2,breakout_kind_v2,retrace_state_v2
301026.SZ,20240221,EVENT,15.1348,15.1348,bear(LH+LL),down,BOS↓,no_retrace
301092.SZ,20240221,EVENT,4.3511,4.3511,bear(LH+LL),down,BOS↓,no_retrace
301283.SZ,20240221,EVENT,0.8232,0.8232,bear(LH+LL),down,BOS↓,retrace_ok
600261.SH,20240221,EVENT,5.2871,5.2871,bear(LH+LL),down,BOS↓,retrace_ok
603687.SH,20240221,EVENT,6.6177,6.6177,bear(LH+LL),down,BOS↓,retrace_ok
688068.SH,20240221,EVENT,-0.5764,-0.5764,bear(LH+LL),down,BOS↓,retrace_ok
688581.SH,20240221,EVENT,0.0252,0.0252,bull(HH+HL),down,CHoCH↓,no_retrace
001222.SZ,20240222,EVENT,4.8291,4.8291,expansion(HH+LL),down,BOS↓,retrace_ok
001296.SZ,20240222,EVENT,5.2472,5.2472,bear(LH+LL),down,CHoCH↓,retrace_ok
002753.SZ,20240222,EVENT,3.3577,3.3577,bear(LH+LL),down,CHoCH↓,retrace_ok
002917.SZ,20240222,EVENT,8.6279,8.6279,bear(LH+LL),down,BOS↓,retrace_ok
300331.SZ,20240222,EVENT,12.9398,12.9398,expansion(HH+LL),down,CHoCH↓,no_retrace
300395.SZ,20240222,EVENT,5.312,5.312,bear(LH+LL),down,BOS↓,retrace_ok
300674.SZ,20240222,EVENT,7.4278,7.4278,bear(LH+LL),down,CHoCH↓,retrace_ok
300963.SZ,20240222,EVENT,10.2971,10.2971,bear(LH+LL),down,BOS↓,no_retrace
301110.SZ,20240222,EVENT,10.6461,10.6461,bear(LH+LL),down,BOS↓,retrace_ok
301222.SZ,20240222,EVENT,8.8702,8.8702,expansion(HH+LL),down,BOS↓,no_retrace
301320.SZ,20240222,EVENT,16.2434,16.2434,bear(LH+LL),down,CHoCH↓,no_retrace
600382.SH,20240222,EVENT,0.3376,0.3376,bear(LH+LL),down,BOS↓,retrace_ok
601615.SH,20240222,EVENT,7.3762,7.3762,bear(LH+LL),down,BOS↓,no_retrace
603700.SH,20240222,EVENT,5.4563,5.4563,expansion(HH+LL),down,BOS↓,no_retrace
688068.SH,20240222,EVENT,-1.1236,-1.1236,bear(LH+LL),down,BOS↓,retrace_ok
688286.SH,20240222,EVENT,13.9311,13.9311,expansion(HH+LL),down,CHoCH↓,no_retrace
688718.SH,20240222,EVENT,11.8661,11.8661,bear(LH+LL),down,BOS↓,retrace_ok
001202.SZ,20240223,EVENT,2.4263,2.4263,expansion(HH+LL),down,BOS↓,no_retrace
001360.SZ,20240223,EVENT,7.0194,7.0194,bear(LH+LL),down,BOS↓,no_retrace
002420.SZ,20240223,EVENT,4.775,4.775,bear(LH+LL),down,BOS↓,retrace_ok
002494.SZ,20240223,EVENT,7.5012,7.5012,compress(LH+HL),down,CHoCH↓,retrace_ok
002836.SZ,20240223,EVENT,6.0747,6.0747,expansion(HH+LL),down,BOS↓,no_retrace
002879.SZ,20240223,EVENT,15.3117,15.3117,bear(LH+LL),down,BOS↓,retrace_ok
300068.SZ,20240223,EVENT,13.7601,13.7601,bear(LH+LL),down,BOS↓,no_retrace
300132.SZ,20240223,EVENT,5.4219,5.4219,bear(LH+LL),down,CHoCH↓,no_retrace
300440.SZ,20240223,EVENT,8.2425,8.2425,bear(LH+LL),down,BOS↓,retrace_ok
300828.SZ,20240223,EVENT,18.089,18.089,bear(LH+LL),down,BOS↓,no_retrace
301003.SZ,20240223,EVENT,13.8434,13.8434,expansion(HH+LL),down,BOS↓,no_retrace
301012.SZ,20240223,EVENT,23.948,23.948,expansion(HH+LL),down,CHoCH↓,no_retrace
600094.SH,20240223,EVENT,3.5181,3.5181,expansion(HH+LL),down,BOS↓,retrace_fail
603517.SH,20240223,EVENT,0.0623,0.0623,bear(LH+LL),down,BOS↓,no_retrace
603928.SH,20240223,EVENT,7.609,7.609,expansion(HH+LL),down,BOS↓,no_retrace
688037.SH,20240223,EVENT,15.1388,15.1388,bear(LH+LL),down,BOS↓,retrace_ok
688232.SH,20240223,EVENT,2.0165,2.0165,bear(LH+LL),down,CHoCH↓,retrace_ok
688486.SH,20240223,EVENT,14.1398,14.1398,bear(LH+LL),down,BOS↓,retrace_ok
688571.SH,20240223,EVENT,4.5145,4.5145,bear(LH+LL),down,BOS↓,no_retrace
001211.SZ,20240226,EVENT,-1.3711,-1.3711,expansion(HH+LL),down,BOS↓,retrace_ok
002117.SZ,20240226,EVENT,-2.9466,-2.9466,bear(LH+LL),down,BOS↓,retrace_fail
002391.SZ,20240226,EVENT,0.8131,0.8131,bear(LH+LL),down,BOS↓,no_retrace
300776.SZ,20240226,EVENT,3.9082,3.9082,bear(LH+LL),down,BOS↓,no_retrace
301149.SZ,20240226,EVENT,4.9678,4.9678,expansion(HH+LL),down,BOS↓,no_retrace
603281.SH,20240226,EVENT,0.1501,0.1501,bear(LH+LL),down,CHoCH↓,no_retrace
603551.SH,20240226,EVENT,-0.3729,-0.3729,expansion(HH+LL),down,BOS↓,retrace_fail
688193.SH,20240226,EVENT,-3.6548,-3.6548,bear(LH+LL),down,BOS↓,no_retrace
688217.SH,20240226,EVENT,-4.0707,-4.0707,bear(LH+LL),down,BOS↓,retrace_ok
688517.SH,20240226,EVENT,9.9961,9.9961,expansion(HH+LL),down,BOS↓,no_retrace
300296.SZ,20240227,EVENT,-0.7248,-0.7248,bear(LH+LL),down,BOS↓,retrace_fail
301187.SZ,20240227,EVENT,7.1076,7.1076,expansion(HH+LL),down,BOS↓,retrace_ok
301233.SZ,20240227,EVENT,15.2903,15.2903,expansion(HH+LL),down,BOS↓,no_retrace
002272.SZ,20240228,EVENT,34.0269,34.0269,bull(HH+HL),down,BOS↓,no_retrace
002753.SZ,20240228,EVENT,-3.7659,-3.7659,bear(LH+LL),down,CHoCH↓,retrace_ok
300339.SZ,20240228,EVENT,6.9058,6.9058,bear(LH+LL),down,BOS↓,retrace_fail
300441.SZ,20240228,EVENT,10.9797,10.9797,expansion(HH+LL),down,CHoCH↓,retrace_ok
300768.SZ,20240228,EVENT,-0.466,-0.466,expansion(HH+LL),down,BOS↓,retrace_fail
300947.SZ,20240228,EVENT,-5.3216,-5.3216,bear(LH+LL),down,BOS↓,no_retrace
301063.SZ,20240228,EVENT,-0.2086,-0.2086,bear(LH+LL),down,BOS↓,no_retrace
301156.SZ,20240228,EVENT,-3.2393,-3.2393,bear(LH+LL),down,CHoCH↓,retrace_ok
600865.SH,20240228,EVENT,-4.1921,-4.1921,bear(LH+LL),down,BOS↓,no_retrace
603818.SH,20240228,EVENT,-4.8542,-4.8542,bear(LH+LL),down,BOS↓,no_retrace
605169.SH,20240228,EVENT,-2.101,-2.101,bear(LH+LL),down,CHoCH↓,no_retrace
688381.SH,20240228,EVENT,1.8496,1.8496,bear(LH+LL),down,BOS↓,retrace_fail
688391.SH,20240228,EVENT,8.4521,8.4521,bear(LH+LL),down,BOS↓,no_retrace
688543.SH,20240228,EVENT,0.337,0.337,bear(LH+LL),down,BOS↓,no_retrace
601666_SH.SH,20240229,CONT,-8.6288,-8.6288,compress(LH+HL),up,CHoCH↑,no_retrace
600031.SH,20240202,EVENT,4.2981,4.2981,bull(HH+HL),down,BOS↓,no_retrace
301305.SZ,20240301,EVENT,3.2959,3.2959,bear(LH+LL),down,BOS↓,retrace_fail
001255.SZ,20240301,EVENT,9.4733,9.4733,bear(LH+LL),down,CHoCH↓,no_retrace
603005.SH,20240301,EVENT,0.0221,0.0221,bear(LH+LL),down,BOS↓,no_retrace
603399.SH,20240301,EVENT,-1.8839,-1.8839,bear(LH+LL),down,BOS↓,no_retrace
000576.SZ,20240306,EVENT,6.5995,6.5995,bear(LH+LL),down,BOS↓,retrace_fail
603119.SH,20240301,EVENT,-0.3209,-0.3209,bear(LH+LL),up,CHoCH↑,retrace_fail
688558.SH,20240301,EVENT,0.9067,0.9067,bear(LH+LL),down,BOS↓,no_retrace
688651.SH,20240301,EVENT,9.1074,9.1074,bear(LH+LL),down,BOS↓,retrace_ok
300684.SZ,20240304,EVENT,0.9409,0.9409,bear(LH+LL),up,CHoCH↑,no_retrace
603399.SH,20240304,EVENT,0.4804,0.4804,bear(LH+LL),down,BOS↓,no_retrace
688320.SH,20240304,EVENT,1.726,1.726,bear(LH+LL),down,BOS↓,no_retrace
300684.SZ,20240307,EVENT,-2.352,-2.352,compress(LH+HL),up,CHoCH↑,no_retrace
000576.SZ,20240308,EVENT,10.884,10.884,bear(LH+LL),down,BOS↓,retrace_ok
001283.SZ,20240301,EVENT,16.4028,16.4028,expansion(HH+LL),down,CHoCH↓,no_retrace
002420.SZ,20240301,EVENT,8.3298,8.3298,bear(LH+LL),down,BOS↓,retrace_ok
002671.SZ,20240301,EVENT,7.9373,7.9373,expansion(HH+LL),down,BOS↓,retrace_ok
002836.SZ,20240301,EVENT,12.216,12.216,expansion(HH+LL),down,BOS↓,no_retrace
002937.SZ,20240301,EVENT,6.4823,6.4823,bear(LH+LL),down,CHoCH↓,retrace_ok
300097.SZ,20240301,EVENT,0.9043,0.9043,bear(LH+LL),down,BOS↓,no_retrace
300656.SZ,20240301,EVENT,2.6651,2.6651,bear(LH+LL),down,BOS↓,retrace_fail
301092.SZ,20240301,EVENT,6.4621,6.4621,bear(LH+LL),down,BOS↓,retrace_ok
301233.SZ,20240301,EVENT,21.3333,21.3333,expansion(HH+LL),down,BOS↓,no_retrace
601089.SH,20240301,EVENT,6.2709,6.2709,bear(LH+LL),up,CHoCH↑,no_retrace
603626.SH,20240301,EVENT,7.5291,7.5291,bear(LH+LL),down,CHoCH↓,retrace_ok
605300.SH,20240301,EVENT,4.7884,4.7884,bear(LH+LL),down,BOS↓,retrace_fail
688056.SH,20240301,EVENT,10.5807,10.5807,bear(LH+LL),down,BOS↓,retrace_ok
688058.SH,20240301,EVENT,11.7626,11.7626,bear(LH+LL),down,BOS↓,retrace_fail
688079.SH,20240301,EVENT,5.883,5.883,expansion(HH+LL),down,CHoCH↓,retrace_ok
688252.SH,20240301,EVENT,8.9111,8.9111,expansion(HH+LL),down,BOS↓,retrace_ok
688315.SH,20240301,EVENT,6.1865,6.1865,bear(LH+LL),up,CHoCH↑,retrace_fail
688362.SH,20240301,EVENT,4.2913,4.2913,bear(LH+LL),down,BOS↓,retrace_ok
688478.SH,20240301,EVENT,-0.5,-0.5,expansion(HH+LL),down,CHoCH↓,no_retrace
002846.SZ,20240304,EVENT,15.8777,15.8777,bear(LH+LL),down,BOS↓,retrace_ok
300538.SZ,20240304,EVENT,3.8013,3.8013,expansion(HH+LL),down,CHoCH↓,no_retrace
301225.SZ,20240304,EVENT,2.3239,2.3239,bear(LH+LL),up,CHoCH↑,retrace_ok
600212.SH,20240304,EVENT,6.1177,6.1177,bear(LH+LL),up,CHoCH↑,no_retrace
603222.SH,20240304,EVENT,5.234,5.234,bear(LH+LL),down,BOS↓,no_retrace
688429.SH,20240304,EVENT,4.6685,4.6685,bear(LH+LL),down,CHoCH↓,no_retrace
300250.SZ,20240305,EVENT,0.5238,0.5238,bear(LH+LL),down,BOS↓,retrace_ok
300825.SZ,20240305,EVENT,4.9274,4.9274,bear(LH+LL),down,BOS↓,no_retrace
301115.SZ,20240305,EVENT,2.7059,2.7059,bear(LH+LL),down,BOS↓,retrace_fail
688426.SH,20240306,EVENT,3.6674,3.6674,bear(LH+LL),down,BOS↓,retrace_fail
300881.SZ,20240307,EVENT,0.8668,0.8668,compress(LH+HL),down,BOS↓,retrace_ok
688522.SH,20240307,EVENT,28.5373,28.5373,compress(LH+HL),up,CHoCH↑,no_retrace
605122.SH,20240311,EVENT,5.1876,5.1876,compress(LH+HL),down,BOS↓,no_retrace
688231.SH,20240321,EVENT,0.488,0.488,compress(LH+HL),down,BOS↓,retrace_ok
002760.SZ,20240301,EVENT,10.3669,10.3669,expansion(HH+LL),down,BOS↓,retrace_ok
003003.SZ,20240301,EVENT,13.313,13.313,bear(LH+LL),down,BOS↓,retrace_ok
300250.SZ,20240301,EVENT,2.0443,2.0443,bear(LH+LL),down,BOS↓,retrace_ok
300447.SZ,20240301,EVENT,9.0987,9.0987,bear(LH+LL),down,BOS↓,retrace_fail
300563.SZ,20240301,EVENT,13.7841,13.7841,bear(LH+LL),down,BOS↓,no_retrace
300884.SZ,20240301,EVENT,5.7137,5.7137,bear(LH+LL),down,BOS↓,retrace_ok
301197.SZ,20240301,EVENT,9.8624,9.8624,bear(LH+LL),down,BOS↓,no_retrace
301323.SZ,20240301,EVENT,13.029,13.029,bear(LH+LL),down,BOS↓,retrace_ok
600543.SH,20240301,EVENT,12.4817,12.4817,bear(LH+LL),down,CHoCH↓,retrace_ok
600843.SH,20240301,EVENT,33.5376,33.5376,expansion(HH+LL),down,BOS↓,retrace_ok
605018.SH,20240301,EVENT,9.4714,9.4714,bear(LH+LL),down,BOS↓,retrace_ok
688217.SH,20240301,EVENT,6.5217,6.5217,bear(LH+LL),down,BOS↓,retrace_ok
688603.SH,20240301,EVENT,-1.5692,-1.5692,bear(LH+LL),down,CHoCH↓,retrace_ok
688616.SH,20240301,EVENT,11.1147,11.1147,bear(LH+LL),down,CHoCH↓,no_retrace
002058.SZ,20240304,EVENT,0.7818,0.7818,bear(LH+LL),down,BOS↓,retrace_fail
002162.SZ,20240304,EVENT,-0.5818,-0.5818,bear(LH+LL),down,BOS↓,retrace_fail
300214.SZ,20240304,EVENT,12.5565,12.5565,bear(LH+LL),down,BOS↓,retrace_ok
300629.SZ,20240304,EVENT,8.1391,8.1391,bear(LH+LL),down,BOS↓,retrace_fail
301228.SZ,20240304,EVENT,8.7277,8.7277,bear(LH+LL),down,BOS↓,retrace_ok
301300.SZ,20240304,EVENT,12.6802,12.6802,expansion(HH+LL),down,BOS↓,no_retrace
301335.SZ,20240304,EVENT,6.6944,6.6944,bear(LH+LL),down,BOS↓,no_retrace
603219.SH,20240304,EVENT,15.8664,15.8664,bear(LH+LL),down,BOS↓,retrace_ok
603980.SH,20240304,EVENT,3.3618,3.3618,expansion(HH+LL),down,CHoCH↓,retrace_ok
688037.SH,20240304,EVENT,0.6184,0.6184,bear(LH+LL),down,BOS↓,retrace_fail
688123.SH,20240304,EVENT,14.0077,14.0077,bear(LH+LL),down,BOS↓,no_retrace
688229.SH,20240304,EVENT,3.4602,3.4602,bear(LH+LL),down,CHoCH↓,retrace_ok
300970.SZ,20240305,EVENT,9.4967,9.4967,bear(LH+LL),down,BOS↓,no_retrace
301009.SZ,20240305,EVENT,6.8719,6.8719,expansion(HH+LL),down,BOS↓,no_retrace
301181.SZ,20240305,EVENT,9.7201,9.7201,bear(LH+LL),down,BOS↓,retrace_ok
301197.SZ,20240305,EVENT,12.0026,12.0026,bear(LH+LL),down,BOS↓,no_retrace
301369.SZ,20240305,EVENT,10.5234,10.5234,bear(LH+LL),down,BOS↓,retrace_ok
001296.SZ,20240306,EVENT,11.1376,11.1376,bear(LH+LL),down,CHoCH↓,retrace_ok
600173.SH,20240306,EVENT,11.7916,11.7916,bear(LH+LL),down,BOS↓,retrace_ok
688120.SH,20240306,EVENT,-1.0301,-1.0301,expansion(HH+LL),up,CHoCH↑,retrace_ok
688558.SH,20240306,EVENT,3.1292,3.1292,bear(LH+LL),down,BOS↓,no_retrace
002846.SZ,20240307,EVENT,25.3099,25.3099,compress(LH+HL),down,BOS↓,retrace_ok
301125.SZ,20240307,EVENT,2.1432,2.1432,bear(LH+LL),down,BOS↓,retrace_fail
603818.SH,20240307,EVENT,-2.1911,-2.1911,compress(LH+HL),down,BOS↓,no_retrace
688291.SH,20240307,EVENT,8.4704,8.4704,bear(LH+LL),down,BOS↓,retrace_ok
001255.SZ,20240308,EVENT,1.7471,1.7471,compress(LH+HL),down,CHoCH↓,no_retrace
002769.SZ,20240308,EVENT,11.4043,11.4043,compress(LH+HL),down,BOS↓,no_retrace
003017.SZ,20240308,EVENT,8.7436,8.7436,bear(LH+LL),down,BOS↓,retrace_ok
300819.SZ,20240308,EVENT,8.7034,8.7034,bear(LH+LL),down,BOS↓,no_retrace
603116.SH,20240308,EVENT,5.0835,5.0835,bear(LH+LL),down,BOS↓,no_retrace
003004.SZ,20240311,EVENT,14.7783,14.7783,compress(LH+HL),up,CHoCH↑,no_retrace
300970.SZ,20240311,EVENT,6.4711,6.4711,compress(LH+HL),down,BOS↓,no_retrace
603811.SH,20240311,EVENT,-1.5284,-1.5284,bear(LH+LL),down,BOS↓,retrace_ok
002820.SZ,20240312,EVENT,3.7275,3.7275,compress(LH+HL),down,BOS↓,no_retrace
688433.SH,20240313,EVENT,27.3555,27.3555,bear(LH+LL),down,BOS↓,no_retrace
688173.SH,20240315,EVENT,-3.427,-3.427,compress(LH+HL),down,BOS↓,retrace_ok
002811.SZ,20240301,EVENT,18.7486,18.7486,bear(LH+LL),down,BOS↓,no_retrace
300605.SZ,20240301,EVENT,9.6561,9.6561,bear(LH+LL),down,BOS↓,no_retrace
300686.SZ,20240301,EVENT,24.0795,24.0795,expansion(HH+LL),down,BOS↓,no_retrace
300691.SZ,20240301,EVENT,5.783,5.783,bear(LH+LL),down,CHoCH↓,retrace_ok
300902.SZ,20240301,EVENT,9.4546,9.4546,bear(LH+LL),down,BOS↓,no_retrace
301486.SZ,20240301,EVENT,16.3549,16.3549,expansion(HH+LL),down,BOS↓,no_retrace
600067.SH,20240301,EVENT,2.9324,2.9324,compress(LH+HL),down,BOS↓,no_retrace
600080.SH,20240301,EVENT,-2.1082,-2.1082,bear(LH+LL),down,BOS↓,retrace_fail
600183.SH,20240301,EVENT,0.5686,0.5686,bear(LH+LL),down,CHoCH↓,retrace_ok
603217.SH,20240301,EVENT,6.7864,6.7864,expansion(HH+LL),down,CHoCH↓,no_retrace
603321.SH,20240301,EVENT,8.5213,8.5213,bear(LH+LL),down,CHoCH↓,no_retrace
688123.SH,20240301,EVENT,21.0033,21.0033,bear(LH+LL),down,BOS↓,no_retrace
688528.SH,20240301,EVENT,14.3556,14.3556,bear(LH+LL),down,CHoCH↓,no_retrace
001222.SZ,20240304,EVENT,3.9574,3.9574,expansion(HH+LL),down,BOS↓,retrace_ok
001259.SZ,20240304,EVENT,-7.9951,-7.9951,expansion(HH+LL),down,CHoCH↓,retrace_fail
002452.SZ,20240304,EVENT,10.9025,10.9025,bear(LH+LL),down,CHoCH↓,no_retrace
002821.SZ,20240304,EVENT,-4.6211,-4.6211,bear(LH+LL),down,BOS↓,retrace_ok
300132.SZ,20240304,EVENT,7.223,7.223,bear(LH+LL),down,CHoCH↓,no_retrace
300259.SZ,20240304,EVENT,5.3973,5.3973,bear(LH+LL),down,BOS↓,retrace_fail
300658.SZ,20240304,EVENT,7.6347,7.6347,expansion(HH+LL),down,CHoCH↓,retrace_ok
300836.SZ,20240304,EVENT,20.191,20.191,expansion(HH+LL),down,BOS↓,no_retrace
300877.SZ,20240304,EVENT,12.0064,12.0064,bear(LH+LL),down,BOS↓,no_retrace
301115.SZ,20240304,EVENT,3.0308,3.0308,bear(LH+LL),down,BOS↓,retrace_fail
301156.SZ,20240304,EVENT,11.599,11.599,bear(LH+LL),down,CHoCH↓,retrace_ok
301176.SZ,20240304,EVENT,9.4159,9.4159,expansion(HH+LL),down,BOS↓,no_retrace
301190.SZ,20240304,EVENT,5.8067,5.8067,bear(LH+LL),down,BOS↓,retrace_ok
301321.SZ,20240304,EVENT,5.0753,5.0753,expansion(HH+LL),down,CHoCH↓,no_retrace
600080.SH,20240304,EVENT,-0.3648,-0.3648,bear(LH+LL),down,BOS↓,retrace_ok
600543.SH,20240304,EVENT,13.0732,13.0732,bear(LH+LL),down,CHoCH↓,retrace_ok
603116.SH,20240304,EVENT,8.3871,8.3871,expansion(HH+LL),down,BOS↓,no_retrace
603321.SH,20240304,EVENT,8.9189,8.9189,bear(LH+LL),down,CHoCH↓,no_retrace
603726.SH,20240304,EVENT,6.4765,6.4765,bear(LH+LL),down,BOS↓,no_retrace
603879.SH,20240304,EVENT,41.9374,41.9374,bear(LH+LL),down,BOS↓,no_retrace
605388.SH,20240304,EVENT,4.8757,4.8757,bear(LH+LL),down,BOS↓,no_retrace
688129.SH,20240304,EVENT,8.7325,8.7325,bear(LH+LL),down,CHoCH↓,retrace_ok
688420.SH,20240304,EVENT,2.8441,2.8441,bear(LH+LL),down,BOS↓,retrace_fail
688519.SH,20240304,EVENT,24.6398,24.6398,compress(LH+HL),down,BOS↓,retrace_ok
300132.SZ,20240305,EVENT,10.7157,10.7157,bear(LH+LL),down,CHoCH↓,no_retrace
300005.SZ,20240306,EVENT,13.1121,13.1121,bear(LH+LL),down,BOS↓,retrace_ok
688455.SH,20240306,EVENT,7.7009,7.7009,bear(LH+LL),down,BOS↓,no_retrace
301130.SZ,20240307,EVENT,7.4225,7.4225,bear(LH+LL),down,BOS↓,no_retrace
603655.SH,20240307,EVENT,11.8046,11.8046,bear(LH+LL),down,CHoCH↓,no_retrace
002820.SZ,20240311,EVENT,8.3951,8.3951,bear(LH+LL),down,CHoCH↓,no_retrace
601089.SH,20240311,EVENT,1.9973,1.9973,expansion(HH+LL),up,CHoCH↑,retrace_ok
688528.SH,20240311,EVENT,6.0609,6.0609,compress(LH+HL),down,CHoCH↓,no_retrace
001231.SZ,20240312,EVENT,5.2152,5.2152,bear(LH+LL),down,BOS↓,no_retrace
300885.SZ,20240312,EVENT,-3.1571,-3.1571,bear(LH+LL),down,BOS↓,no_retrace
301126.SZ,20240312,EVENT,2.7391,2.7391,bear(LH+LL),down,BOS↓,no_retrace
301148.SZ,20240312,EVENT,11.7574,11.7574,compress(LH+HL),down,BOS↓,no_retrace
301313.SZ,20240320,EVENT,0.4828,0.4828,compress(LH+HL),down,CHoCH↓,retrace_ok
300819.SZ,20240325,EVENT,5.0346,5.0346,expansion(HH+LL),down,BOS↓,no_retrace
688515.SH,20240328,EVENT,-17.5801,-17.5801,bull(HH+HL),up,CHoCH↑,no_retrace
301166.SZ,20240329,EVENT,-3.365,-3.365,bear(LH+LL),down,BOS↓,retrace_ok
600160_SH.SH,20240301,CONT,3.1197,3.1197,bull(HH+HL),up,CHoCH↑,no_retrace
601666_SH.SH,20240304,CONT,-17.5077,-17.5077,bull(HH+HL),up,CHoCH↑,no_retrace
600707_SH.SH,20240311,CONT,-1.3236,-1.3236,bear(LH+LL),up,CHoCH↑,no_retrace
605196_SH.SH,20240314,CONT,14.3829,14.3829,expansion(HH+LL),up,CHoCH↑,no_retrace
300274_SZ.SZ,20240318,CONT,4.068,4.068,bear(LH+LL),up,CHoCH↑,retrace_ok
600233_SH.SH,20240321,CONT,2.9572,2.9572,bull(HH+HL),up,BOS↑,no_retrace
002496_SZ.SZ,20240329,CONT,0.6889,0.6889,bull(HH+HL),up,CHoCH↑,no_retrace
603219.SH,20240301,EVENT,24.3229,24.3229,bear(LH+LL),down,BOS↓,retrace_ok
300124.SZ,20240304,EVENT,1.7638,1.7638,bull(HH+HL),down,BOS↓,retrace_fail
688072.SH,20240322,EVENT,-1.544,-1.544,compress(LH+HL),up,CHoCH↑,retrace_ok
601689.SH,20240325,EVENT,0.396,0.396,bull(HH+HL),up,CHoCH↑,retrace_ok
688282.SH,20240325,EVENT,-17.5726,-17.5726,compress(LH+HL),up,CHoCH↑,no_retrace
688165.SH,20240329,EVENT,-17.8902,-17.8902,expansion(HH+LL),up,BOS↑,retrace_ok
301041.SZ,20240412,EVENT,-3.2129,-3.2129,bull(HH+HL),down,CHoCH↓,retrace_ok
688433.SH,20240415,EVENT,-4.8695,-4.8695,compress(LH+HL),up,CHoCH↑,retrace_fail
002726.SZ,20240417,EVENT,-6.553,-6.553,bull(HH+HL),up,CHoCH↑,retrace_ok
300759.SZ,20240430,EVENT,11.9649,11.9649,bear(LH+LL),down,BOS↓,retrace_ok
688550.SH,20240408,EVENT,-2.9917,-2.9917,bull(HH+HL),down,CHoCH↓,no_retrace
301156.SZ,20240410,EVENT,-14.4973,-14.4973,bull(HH+HL),up,CHoCH↑,retrace_ok
001209.SZ,20240412,EVENT,-4.5809,-4.5809,bull(HH+HL),up,CHoCH↑,retrace_ok
600400.SH,20240417,EVENT,11.4839,11.4839,expansion(HH+LL),up,CHoCH↑,retrace_fail
301429.SZ,20240419,EVENT,2.3244,2.3244,compress(LH+HL),down,BOS↓,retrace_fail
300470.SZ,20240426,EVENT,3.8176,3.8176,bear(LH+LL),down,BOS↓,retrace_fail
688580.SH,20240430,EVENT,0.9471,0.9471,bear(LH+LL),down,BOS↓,no_retrace
002782.SZ,20240408,EVENT,-5.3465,-5.3465,expansion(HH+LL),down,CHoCH↓,retrace_ok
301246.SZ,20240409,EVENT,-4.2764,-4.2764,bear(LH+LL),down,BOS↓,no_retrace
300875.SZ,20240410,EVENT,-9.8062,-9.8062,expansion(HH+LL),up,BOS↑,retrace_fail
301533.SZ,20240410,EVENT,3.0914,3.0914,bull(HH+HL),down,CHoCH↓,retrace_fail
688472.SH,20240410,EVENT,-1.4617,-1.4617,bull(HH+HL),down,BOS↓,retrace_ok
301227.SZ,20240411,EVENT,-9.0657,-9.0657,bull(HH+HL),up,BOS↑,retrace_fail
603980.SH,20240411,EVENT,-0.1829,-0.1829,compress(LH+HL),up,CHoCH↑,retrace_ok
300481.SZ,20240412,EVENT,7.172,7.172,expansion(HH+LL),up,CHoCH↑,retrace_fail
300801.SZ,20240416,EVENT,-6.1549,-6.1549,expansion(HH+LL),up,CHoCH↑,retrace_fail
000795.SZ,20240418,EVENT,6.3858,6.3858,bull(HH+HL),up,BOS↑,retrace_fail
301130.SZ,20240418,EVENT,6.7722,6.7722,bull(HH+HL),down,CHoCH↓,retrace_fail
301335.SZ,20240418,EVENT,-4.8306,-4.8306,bull(HH+HL),down,BOS↓,retrace_ok
603755.SH,20240418,EVENT,10.7912,10.7912,bull(HH+HL),down,CHoCH↓,retrace_fail
301263.SZ,20240424,EVENT,3.2607,3.2607,bear(LH+LL),down,BOS↓,retrace_ok
300102.SZ,20240425,EVENT,-0.3998,-0.3998,bull(HH+HL),down,CHoCH↓,no_retrace
301171.SZ,20240426,EVENT,1.0451,1.0451,bull(HH+HL),down,CHoCH↓,no_retrace
300158.SZ,20240430,EVENT,2.8127,2.8127,bear(LH+LL),down,CHoCH↓,retrace_ok
000960_SZ.SZ,20240416,CONT,-5.9714,-5.9714,bull(HH+HL),up,BOS↑,retrace_ok
000425_SZ.SZ,20240418,CONT,0.6075,0.6075,expansion(HH+LL),up,BOS↑,retrace_ok
603233.SH,20240403,EVENT,-0.9661,-0.9661,compress(LH+HL),down,BOS↓,retrace_ok
688183.SH,20240403,EVENT,2.6642,2.6642,bull(HH+HL),up,BOS↑,retrace_fail
301021.SZ,20240408,EVENT,-9.3871,-9.3871,expansion(HH+LL),up,CHoCH↑,retrace_fail
301095.SZ,20240412,EVENT,-3.4157,-3.4157,bear(LH+LL),down,BOS↓,retrace_ok
002932.SZ,20240418,EVENT,4.3182,4.3182,compress(LH+HL),up,CHoCH↑,retrace_ok
688371.SH,20240418,EVENT,-2.9182,-2.9182,bear(LH+LL),down,BOS↓,retrace_ok
300080.SZ,20240430,EVENT,-5.0194,-5.0194,bear(LH+LL),down,BOS↓,retrace_fail
300786.SZ,20240430,EVENT,1.4576,1.4576,expansion(HH+LL),down,BOS↓,retrace_ok
002426.SZ,20240507,EVENT,2.3564,2.3564,bear(LH+LL),down,CHoCH↓,retrace_fail
688202.SH,20240509,EVENT,-19.3939,-19.3939,expansion(HH+LL),down,CHoCH↓,retrace_fail
688502.SH,20240516,EVENT,2.6965,2.6965,bear(LH+LL),down,BOS↓,no_retrace
600666.SH,20240524,EVENT,-6.1923,-6.1923,bear(LH+LL),down,BOS↓,retrace_fail
000757.SZ,20240506,EVENT,-3.424,-3.424,bear(LH+LL),down,BOS↓,retrace_ok
