symbol,entry_date,src,net_pnl_pct,resonance_break,resonance_side,breakout_price,breakout_date
688616.SH,20240222,EVENT,6.4024,False,,8.287,20240130
001336.SZ,20240223,EVENT,5.0049,False,,24.22,20240131
002058.SZ,20240223,EVENT,3.3182,False,,10.9,20240131
002548.SZ,20240223,EVENT,-1.7891,False,,4.41,20240202
300745.SZ,20240223,EVENT,6.1491,False,,19.22,20240130
300834.SZ,20240223,EVENT,7.1968,False,,17.109,20240131
300997.SZ,20240223,EVENT,4.9191,False,,11.838,20240202
301006.SZ,20240223,EVENT,5.4973,False,,13.345,20240131
301097.SZ,20240223,EVENT,11.2736,False,,27.892,20240131
301176.SZ,20240223,EVENT,10.2152,False,,12.78,20240130
301237.SZ,20240223,EVENT,4.4593,False,,23.812,20240131
301258.SZ,20240223,EVENT,2.3739,False,,25.777,20240131
301279.SZ,20240223,EVENT,6.7496,False,,11.013,20240131
301335.SZ,20240223,EVENT,3.0029,False,,17.628,20240131
301353.SZ,20240223,EVENT,8.7096,False,,14.951,20240131
600261.SH,20240223,EVENT,6.4286,False,,2.38,20240201
601615.SH,20240223,EVENT,8.7056,False,,9.348,20240130
603067.SH,20240223,EVENT,1.937,False,,5.675,20240131
603096.SH,20240223,EVENT,13.9056,False,,13.996,20240131
603726.SH,20240223,EVENT,17.4049,False,,11.155,20240131
603822.SH,20240223,EVENT,3.9046,False,,22.438,20240130
605300.SH,20240223,EVENT,2.1445,False,,12.994,20240131
688247.SH,20240223,EVENT,3.867,False,,8.533,20240131
688435.SH,20240223,EVENT,17.4348,False,,35.1,20240131
688485.SH,20240223,EVENT,4.5747,False,,10.038,20240131
688503.SH,20240223,EVENT,23.645,False,,32.406,20240129
688523.SH,20240223,EVENT,14.4119,False,,18.951,20240131
000869.SZ,20240226,EVENT,-0.2306,False,,21.28,20240201
001313.SZ,20240226,EVENT,2.1937,False,,7.34,20240131
001336.SZ,20240226,EVENT,3.0892,False,,24.22,20240131
002084.SZ,20240226,EVENT,2.4214,False,,3.43,20240131
002249.SZ,20240226,EVENT,-0.2103,False,,4.68,20240208
002683.SZ,20240226,EVENT,2.7049,False,,14.564,20240131
002753.SZ,20240226,EVENT,-3.9269,False,,6.502,20240130
002899.SZ,20240226,EVENT,3.763,False,,13.623,20240130
300122.SZ,20240226,EVENT,3.0103,False,,49.5,20240206
300158.SZ,20240226,EVENT,-0.1687,False,,4.98,20240222
300836.SZ,20240226,EVENT,23.7028,False,,14.658,20240131
301047.SZ,20240226,EVENT,2.1011,False,,63.502,20240208
301130.SZ,20240226,EVENT,11.0648,False,,21.619,20240131
301336.SZ,20240226,EVENT,0.0304,False,,27.443,20240131
600080.SH,20240226,EVENT,6.5151,False,,6.312,20240131
603039.SH,20240226,EVENT,0.6603,False,,31.861,20240222
603811.SH,20240226,EVENT,4.599,False,,5.079,20240131
688138.SH,20240226,EVENT,7.7474,False,,16.232,20240130
688143.SH,20240226,EVENT,11.9548,False,,22.76,20240130
688170.SH,20240226,EVENT,1.2853,False,,27.611,20240130
688291.SH,20240226,EVENT,5.9714,False,,20.637,20240130
688321.SH,20240226,EVENT,0.131,False,,16.822,20240130
688362.SH,20240226,EVENT,8.0448,False,,22.13,20240122
688581.SH,20240226,EVENT,0.3716,False,,53.815,20240223
688628.SH,20240226,EVENT,5.6719,False,,30.105,20240219
688662.SH,20240226,EVENT,5.4147,False,,24.656,20240112
300685.SZ,20240227,EVENT,1.9431,False,,18.476,20240207
300845.SZ,20240227,EVENT,7.1802,False,,7.379,20240130
301033.SZ,20240227,EVENT,5.1923,False,,32.708,20240131
301197.SZ,20240227,EVENT,2.9656,False,,14.447,20240131
301370.SZ,20240227,EVENT,-0.133,False,,12.709,20240202
600536.SH,20240227,EVENT,14.0578,False,,29.8,20240222
688244.SH,20240227,EVENT,13.1981,False,,18.39,20240130
000534.SZ,20240228,EVENT,0.6083,False,,10.291,20240202
001211.SZ,20240228,EVENT,-4.5765,False,,20.4,20240131
002452.SZ,20240228,EVENT,13.3905,False,,6.702,20240119
002683.SZ,20240228,EVENT,-0.1611,False,,16.904,20240227
002910.SZ,20240228,EVENT,-3.283,False,,8.97,20240131
003019.SZ,20240228,EVENT,2.4559,False,,17.079,20240223
300143.SZ,20240228,EVENT,-2.2423,False,,6.374,20240131
300598.SZ,20240228,EVENT,12.5623,False,,26.819,20240202
300618.SZ,20240228,EVENT,-0.1888,False,,23.08,20240227
300995.SZ,20240228,EVENT,0.407,False,,16.437,20240131
301279.SZ,20240228,EVENT,-5.0387,False,,11.013,20240131
600080.SH,20240228,EVENT,-7.2551,False,,7.142,20240226
603296.SH,20240228,EVENT,8.8256,False,,35.269,20240110
603321.SH,20240228,EVENT,-2.8222,False,,6.765,20240131
603879.SH,20240228,EVENT,29.8284,False,,5.29,20240131
605055.SH,20240228,EVENT,-1.5613,False,,5.861,20240131
605337.SH,20240228,EVENT,-5.0283,False,,10.302,20240131
688136.SH,20240228,EVENT,2.9106,False,,16.275,20240131
688247.SH,20240228,EVENT,-0.2197,False,,8.533,20240131
688252.SH,20240228,EVENT,5.2589,False,,13.533,20240130
688429.SH,20240228,EVENT,1.5086,False,,17.175,20240130
688528.SH,20240228,EVENT,0.355,False,,8.7,20240130
688598.SH,20240228,EVENT,7.3245,False,,40.695,20240122
002034.SZ,20240229,EVENT,4.3299,False,,13.71,20240201
300321.SZ,20240229,EVENT,35.5769,False,,15.429,20240131
300349.SZ,20240229,EVENT,15.1231,False,,9.581,20240130
300420.SZ,20240229,EVENT,13.4124,False,,2.505,20240131
300708.SZ,20240229,EVENT,1.1964,False,,6.678,20240227
300776.SZ,20240229,EVENT,4.23,False,,45.154,20240227
301006.SZ,20240229,EVENT,16.3501,False,,13.345,20240131
301033.SZ,20240229,EVENT,15.2301,False,,32.708,20240131
603339.SH,20240229,EVENT,11.2634,False,,9.218,20240131
603980.SH,20240229,EVENT,3.7341,False,,3.735,20240131
605069.SH,20240229,EVENT,15.7059,False,,8.15,20240131
605089.SH,20240229,EVENT,12.2268,False,,32.994,20240119
688391.SH,20240229,EVENT,16.4086,False,,23.778,20240130
688623.SH,20240229,EVENT,3.6303,False,,40.52,20240131
001217.SZ,20240201,EVENT,-8.863,False,,11.62,20231227
300802.SZ,20240202,EVENT,-3.0691,False,,17.209,20240108
600509.SH,20240202,EVENT,-6.0217,False,,6.103,20240108
600718.SH,20240202,EVENT,-6.9002,False,,8.1,20240117
688767.SH,20240202,EVENT,-3.548,False,,18.241,20240116
603061.SH,20240207,EVENT,-2.4651,False,,45.09,20240130
688069.SH,20240208,EVENT,3.8531,False,,10.9,20240205
000404.SZ,20240219,EVENT,16.6835,False,,4.32,20240201
000862.SZ,20240219,EVENT,10.6181,False,,5.56,20240201
002713.SZ,20240219,EVENT,17.7953,False,,4.011,20240131
300708.SZ,20240220,EVENT,-3.6576,False,,6.349,20240130
301283.SZ,20240220,EVENT,-1.4885,False,,16.818,20240131
002271.SZ,20240221,EVENT,0.4844,False,,16.15,20240201
002385.SZ,20240221,EVENT,0.5072,False,,5.102,20240208
002431.SZ,20240221,EVENT,7.6298,False,,2.15,20240202
002879.SZ,20240221,EVENT,12.0619,False,,12.83,20240201
002917.SZ,20240221,EVENT,9.1764,False,,7.714,20240130
300014.SZ,20240221,EVENT,9.5657,False,,36.725,20240124
300877.SZ,20240221,EVENT,3.968,False,,14.122,20240131
300915.SZ,20240221,EVENT,1.8181,False,,18.892,20240130
301003.SZ,20240221,EVENT,20.6918,False,,16.977,20240131
301026.SZ,20240221,EVENT,15.1348,False,,11.251,20240131
301092.SZ,20240221,EVENT,4.3511,False,,21.033,20240131
301283.SZ,20240221,EVENT,0.8232,False,,16.818,20240131
600261.SH,20240221,EVENT,5.2871,False,,2.38,20240201
603687.SH,20240221,EVENT,6.6177,False,,9.464,20240201
688068.SH,20240221,EVENT,-0.5764,False,,31.96,20240130
688581.SH,20240221,EVENT,0.0252,False,,77.219,20240126
001222.SZ,20240222,EVENT,4.8291,False,,13.25,20240130
001296.SZ,20240222,EVENT,5.2472,False,,21.08,20240131
002753.SZ,20240222,EVENT,3.3577,False,,6.502,20240130
002917.SZ,20240222,EVENT,8.6279,False,,7.714,20240130
300331.SZ,20240222,EVENT,12.9398,False,,17.71,20240130
300395.SZ,20240222,EVENT,5.312,False,,25.981,20240130
300674.SZ,20240222,EVENT,7.4278,False,,12.082,20240131
300963.SZ,20240222,EVENT,10.2971,False,,5.151,20240131
301110.SZ,20240222,EVENT,10.6461,False,,16.516,20240130
301222.SZ,20240222,EVENT,8.8702,False,,15.746,20240131
301320.SZ,20240222,EVENT,16.2434,False,,15.712,20240129
600382.SH,20240222,EVENT,0.3376,False,,4.08,20240202
601615.SH,20240222,EVENT,7.3762,False,,9.348,20240130
603700.SH,20240222,EVENT,5.4563,False,,10.903,20240131
688068.SH,20240222,EVENT,-1.1236,False,,31.96,20240130
688286.SH,20240222,EVENT,13.9311,False,,37.854,20240119
688718.SH,20240222,EVENT,11.8661,False,,11.31,20240131
001202.SZ,20240223,EVENT,2.4263,False,,14.61,20240131
001360.SZ,20240223,EVENT,7.0194,False,,14.19,20240131
002420.SZ,20240223,EVENT,4.775,False,,4.96,20240130
002494.SZ,20240223,EVENT,7.5012,False,,4.24,20240131
002836.SZ,20240223,EVENT,6.0747,False,,6.535,20240131
002879.SZ,20240223,EVENT,15.3117,False,,12.83,20240201
300068.SZ,20240223,EVENT,13.7601,False,,12.086,20240129
300132.SZ,20240223,EVENT,5.4219,False,,4.22,20240131
300440.SZ,20240223,EVENT,8.2425,False,,5.573,20240201
300828.SZ,20240223,EVENT,18.089,False,,11.294,20240131
301003.SZ,20240223,EVENT,13.8434,False,,16.977,20240131
301012.SZ,20240223,EVENT,23.948,False,,12.556,20240129
600094.SH,20240223,EVENT,3.5181,False,,2.722,20240205
603517.SH,20240223,EVENT,0.0623,False,,20.27,20240130
603928.SH,20240223,EVENT,7.609,False,,5.869,20240131
688037.SH,20240223,EVENT,15.1388,False,,77.663,20240117
688232.SH,20240223,EVENT,2.0165,False,,23.933,20240130
688486.SH,20240223,EVENT,14.1398,False,,33.408,20240122
688571.SH,20240223,EVENT,4.5145,False,,5.487,20240131
001211.SZ,20240226,EVENT,-1.3711,False,,20.4,20240131
002117.SZ,20240226,EVENT,-2.9466,False,,7.19,20240131
002391.SZ,20240226,EVENT,0.8131,False,,4.962,20240131
300776.SZ,20240226,EVENT,3.9082,False,,54.874,20240116
301149.SZ,20240226,EVENT,4.9678,False,,7.577,20240131
603281.SH,20240226,EVENT,0.1501,False,,15.526,20240130
603551.SH,20240226,EVENT,-0.3729,False,,9.79,20240223
688193.SH,20240226,EVENT,-3.6548,False,,33.107,20240131
688217.SH,20240226,EVENT,-4.0707,False,,27.932,20240130
688517.SH,20240226,EVENT,9.9961,False,,10.882,20240130
300296.SZ,20240227,EVENT,-0.7248,False,,5.09,20240208
301187.SZ,20240227,EVENT,7.1076,False,,10.473,20240130
301233.SZ,20240227,EVENT,15.2903,False,,23.465,20240131
002272.SZ,20240228,EVENT,34.0269,False,,5.25,20240131
002753.SZ,20240228,EVENT,-3.7659,False,,6.502,20240130
300339.SZ,20240228,EVENT,6.9058,False,,21.621,20240130
300441.SZ,20240228,EVENT,10.9797,False,,5.455,20240131
300768.SZ,20240228,EVENT,-0.466,False,,12.183,20240227
300947.SZ,20240228,EVENT,-5.3216,False,,12.61,20240131
301063.SZ,20240228,EVENT,-0.2086,False,,17.152,20240130
301156.SZ,20240228,EVENT,-3.2393,False,,8.345,20240130
600865.SH,20240228,EVENT,-4.1921,False,,6.81,20240131
603818.SH,20240228,EVENT,-4.8542,False,,4.44,20240131
605169.SH,20240228,EVENT,-2.101,False,,8.846,20240131
688381.SH,20240228,EVENT,1.8496,False,,18.36,20240131
688391.SH,20240228,EVENT,8.4521,False,,23.778,20240130
688543.SH,20240228,EVENT,0.337,False,,23.085,20240131
601666_SH.SH,20240229,CONT,-8.6288,,,10.23,20240207
600031.SH,20240202,EVENT,4.2981,False,,12.435,20240126
301305.SZ,20240301,EVENT,3.2959,False,,14.651,20240131
001255.SZ,20240301,EVENT,9.4733,False,,29.43,20240130
603005.SH,20240301,EVENT,0.0221,False,,17.22,20240130
603399.SH,20240301,EVENT,-1.8839,False,,7.6,20240130
000576.SZ,20240306,EVENT,6.5995,False,,7.46,20240305
603119.SH,20240301,EVENT,-0.3209,False,,13.584,20240226
688558.SH,20240301,EVENT,0.9067,False,,19.503,20240130
688651.SH,20240301,EVENT,9.1074,False,,26.218,20240130
300684.SZ,20240304,EVENT,0.9409,False,,14.376,20240301
603399.SH,20240304,EVENT,0.4804,False,,7.6,20240130
688320.SH,20240304,EVENT,1.726,False,,29.09,20240131
300684.SZ,20240307,EVENT,-2.352,False,,14.376,20240301
000576.SZ,20240308,EVENT,10.884,False,,7.46,20240305
001283.SZ,20240301,EVENT,16.4028,False,,38.59,20240130
002420.SZ,20240301,EVENT,8.3298,False,,4.96,20240130
002671.SZ,20240301,EVENT,7.9373,False,,4.33,20240131
002836.SZ,20240301,EVENT,12.216,False,,6.535,20240131
002937.SZ,20240301,EVENT,6.4823,False,,19.562,20240130
300097.SZ,20240301,EVENT,0.9043,False,,7.29,20240130
300656.SZ,20240301,EVENT,2.6651,False,,18.77,20240205
301092.SZ,20240301,EVENT,6.4621,False,,21.033,20240131
301233.SZ,20240301,EVENT,21.3333,False,,23.465,20240131
601089.SH,20240301,EVENT,6.2709,False,,13.183,20240227
603626.SH,20240301,EVENT,7.5291,False,,6.07,20240130
605300.SH,20240301,EVENT,4.7884,False,,12.994,20240131
688056.SH,20240301,EVENT,10.5807,False,,23.996,20240130
688058.SH,20240301,EVENT,11.7626,False,,25.684,20240131
688079.SH,20240301,EVENT,5.883,False,,8.61,20240130
688252.SH,20240301,EVENT,8.9111,False,,13.533,20240130
688315.SH,20240301,EVENT,6.1865,False,,16.461,20240227
688362.SH,20240301,EVENT,4.2913,False,,22.13,20240122
688478.SH,20240301,EVENT,-0.5,False,,46.684,20240103
002846.SZ,20240304,EVENT,15.8777,False,,8.451,20240130
300538.SZ,20240304,EVENT,3.8013,False,,14.24,20240130
301225.SZ,20240304,EVENT,2.3239,False,,20.059,20240227
600212.SH,20240304,EVENT,6.1177,False,,6.55,20240301
603222.SH,20240304,EVENT,5.234,False,,6.55,20240130
688429.SH,20240304,EVENT,4.6685,False,,17.175,20240130
300250.SZ,20240305,EVENT,0.5238,False,,14.46,20240130
300825.SZ,20240305,EVENT,4.9274,False,,11.3,20240226
301115.SZ,20240305,EVENT,2.7059,False,,15.54,20240131
688426.SH,20240306,EVENT,3.6674,False,,21.09,20240131
300881.SZ,20240307,EVENT,0.8668,False,,19.456,20240130
688522.SH,20240307,EVENT,28.5373,False,,14.18,20240301
605122.SH,20240311,EVENT,5.1876,False,,13.087,20240131
688231.SH,20240321,EVENT,0.488,False,,13.104,20240130
002760.SZ,20240301,EVENT,10.3669,False,,17.152,20240131
003003.SZ,20240301,EVENT,13.313,False,,8.576,20240201
300250.SZ,20240301,EVENT,2.0443,False,,14.46,20240130
300447.SZ,20240301,EVENT,9.0987,False,,11.115,20240131
300563.SZ,20240301,EVENT,13.7841,False,,11.662,20240130
300884.SZ,20240301,EVENT,5.7137,False,,10.068,20240130
301197.SZ,20240301,EVENT,9.8624,False,,14.447,20240131
301323.SZ,20240301,EVENT,13.029,False,,27.868,20240131
600543.SH,20240301,EVENT,12.4817,False,,5.4,20240131
600843.SH,20240301,EVENT,33.5376,False,,4.701,20240201
605018.SH,20240301,EVENT,9.4714,False,,8.516,20240131
688217.SH,20240301,EVENT,6.5217,False,,27.932,20240130
688603.SH,20240301,EVENT,-1.5692,False,,32.654,20240103
688616.SH,20240301,EVENT,11.1147,False,,8.287,20240130
002058.SZ,20240304,EVENT,0.7818,False,,10.9,20240131
002162.SZ,20240304,EVENT,-0.5818,False,,3.96,20240131
300214.SZ,20240304,EVENT,12.5565,False,,5.261,20240131
300629.SZ,20240304,EVENT,8.1391,False,,16.402,20240131
301228.SZ,20240304,EVENT,8.7277,False,,13.61,20240131
301300.SZ,20240304,EVENT,12.6802,False,,23.324,20240130
301335.SZ,20240304,EVENT,6.6944,False,,17.628,20240131
603219.SH,20240304,EVENT,15.8664,False,,11.652,20240131
603980.SH,20240304,EVENT,3.3618,False,,3.735,20240131
688037.SH,20240304,EVENT,0.6184,False,,77.663,20240117
688123.SH,20240304,EVENT,14.0077,False,,53.38,20240117
688229.SH,20240304,EVENT,3.4602,False,,35.15,20240131
300970.SZ,20240305,EVENT,9.4967,False,,10.418,20240131
301009.SZ,20240305,EVENT,6.8719,False,,9.28,20240130
301181.SZ,20240305,EVENT,9.7201,False,,15.385,20240130
301197.SZ,20240305,EVENT,12.0026,False,,14.447,20240131
301369.SZ,20240305,EVENT,10.5234,False,,29.817,20240130
001296.SZ,20240306,EVENT,11.1376,False,,21.08,20240131
600173.SH,20240306,EVENT,11.7916,False,,4.191,20240201
688120.SH,20240306,EVENT,-1.0301,False,,63.386,20240229
688558.SH,20240306,EVENT,3.1292,False,,19.503,20240130
002846.SZ,20240307,EVENT,25.3099,False,,8.451,20240130
301125.SZ,20240307,EVENT,2.1432,False,,7.457,20240131
603818.SH,20240307,EVENT,-2.1911,False,,4.44,20240131
688291.SH,20240307,EVENT,8.4704,False,,20.637,20240130
001255.SZ,20240308,EVENT,1.7471,False,,29.43,20240130
002769.SZ,20240308,EVENT,11.4043,False,,6.914,20240131
003017.SZ,20240308,EVENT,8.7436,False,,14.631,20240131
300819.SZ,20240308,EVENT,8.7034,False,,12.195,20240130
603116.SH,20240308,EVENT,5.0835,False,,4.977,20240131
003004.SZ,20240311,EVENT,14.7783,False,,21.782,20240308
300970.SZ,20240311,EVENT,6.4711,False,,10.418,20240131
603811.SH,20240311,EVENT,-1.5284,False,,5.079,20240131
002820.SZ,20240312,EVENT,3.7275,False,,8.864,20240131
688433.SH,20240313,EVENT,27.3555,False,,21.404,20240307
688173.SH,20240315,EVENT,-3.427,False,,15.6,20240305
002811.SZ,20240301,EVENT,18.7486,False,,7.326,20240131
300605.SZ,20240301,EVENT,9.6561,False,,11.65,20240131
300686.SZ,20240301,EVENT,24.0795,False,,7.89,20240130
300691.SZ,20240301,EVENT,5.783,False,,18.98,20240124
300902.SZ,20240301,EVENT,9.4546,False,,19.802,20240130
301486.SZ,20240301,EVENT,16.3549,False,,34.546,20240130
600067.SH,20240301,EVENT,2.9324,False,,1.925,20240202
600080.SH,20240301,EVENT,-2.1082,False,,7.142,20240226
600183.SH,20240301,EVENT,0.5686,False,,14.12,20240122
603217.SH,20240301,EVENT,6.7864,False,,15.679,20240129
603321.SH,20240301,EVENT,8.5213,False,,6.765,20240131
688123.SH,20240301,EVENT,21.0033,False,,53.38,20240117
688528.SH,20240301,EVENT,14.3556,False,,8.7,20240130
001222.SZ,20240304,EVENT,3.9574,False,,13.25,20240130
001259.SZ,20240304,EVENT,-7.9951,False,,27.2,20240130
002452.SZ,20240304,EVENT,10.9025,False,,6.702,20240119
002821.SZ,20240304,EVENT,-4.6211,False,,99.327,20240117
300132.SZ,20240304,EVENT,7.223,False,,4.22,20240131
300259.SZ,20240304,EVENT,5.3973,False,,2.817,20240131
300658.SZ,20240304,EVENT,7.6347,False,,5.618,20240130
300836.SZ,20240304,EVENT,20.191,False,,14.658,20240131
300877.SZ,20240304,EVENT,12.0064,False,,14.122,20240131
301115.SZ,20240304,EVENT,3.0308,False,,15.54,20240131
301156.SZ,20240304,EVENT,11.599,False,,8.345,20240130
301176.SZ,20240304,EVENT,9.4159,False,,12.78,20240130
301190.SZ,20240304,EVENT,5.8067,False,,15.577,20240201
301321.SZ,20240304,EVENT,5.0753,False,,14.56,20240130
600080.SH,20240304,EVENT,-0.3648,False,,7.142,20240226
600543.SH,20240304,EVENT,13.0732,False,,5.4,20240131
603116.SH,20240304,EVENT,8.3871,False,,4.977,20240131
603321.SH,20240304,EVENT,8.9189,False,,6.765,20240131
603726.SH,20240304,EVENT,6.4765,False,,11.155,20240131
603879.SH,20240304,EVENT,41.9374,False,,5.29,20240131
605388.SH,20240304,EVENT,4.8757,False,,6.861,20240130
688129.SH,20240304,EVENT,8.7325,False,,12.422,20240131
688420.SH,20240304,EVENT,2.8441,False,,21.664,20240202
688519.SH,20240304,EVENT,24.6398,False,,23.772,20240103
300132.SZ,20240305,EVENT,10.7157,False,,4.22,20240131
300005.SZ,20240306,EVENT,13.1121,False,,5.086,20240131
688455.SH,20240306,EVENT,7.7009,False,,10.33,20240130
301130.SZ,20240307,EVENT,7.4225,False,,21.619,20240131
603655.SH,20240307,EVENT,11.8046,False,,15.99,20240131
002820.SZ,20240311,EVENT,8.3951,False,,8.864,20240131
601089.SH,20240311,EVENT,1.9973,False,,13.183,20240227
688528.SH,20240311,EVENT,6.0609,False,,8.7,20240130
001231.SZ,20240312,EVENT,5.2152,False,,17.7,20240131
300885.SZ,20240312,EVENT,-3.1571,False,,7.929,20240131
301126.SZ,20240312,EVENT,2.7391,False,,10.566,20240131
301148.SZ,20240312,EVENT,11.7574,False,,17.153,20240131
301313.SZ,20240320,EVENT,0.4828,False,,27.601,20240304
300819.SZ,20240325,EVENT,5.0346,False,,11.185,20240314
688515.SH,20240328,EVENT,-17.5801,False,,69.59,20240311
301166.SZ,20240329,EVENT,-3.365,False,,28.609,20240131
600160_SH.SH,20240301,CONT,3.1197,,,15.48,20240206
601666_SH.SH,20240304,CONT,-17.5077,,,10.23,20240207
600707_SH.SH,20240311,CONT,-1.3236,,,6.72,20240227
605196_SH.SH,20240314,CONT,14.3829,,,7.886,20240226
300274_SZ.SZ,20240318,CONT,4.068,,,59.445,20240304
600233_SH.SH,20240321,CONT,2.9572,,,14.11,20240320
002496_SZ.SZ,20240329,CONT,0.6889,,,1.79,20240314
603219.SH,20240301,EVENT,24.3229,False,,11.652,20240131
300124.SZ,20240304,EVENT,1.7638,False,,56.301,20240205
688072.SH,20240322,EVENT,-1.544,False,,133.82,20240229
601689.SH,20240325,EVENT,0.396,False,,40.573,20240314
688282.SH,20240325,EVENT,-17.5726,False,,24.59,20240315
688165.SH,20240329,EVENT,-17.8902,False,,9.84,20240318
301041.SZ,20240412,EVENT,-3.2129,False,,22.034,20240410
688433.SH,20240415,EVENT,-4.8695,False,,23.304,20240412
002726.SZ,20240417,EVENT,-6.553,False,,7.12,20240409
300759.SZ,20240430,EVENT,11.9649,False,,18.521,20240412
688550.SH,20240408,EVENT,-2.9917,False,,25.976,20240401
301156.SZ,20240410,EVENT,-14.4973,False,,8.926,20240409
001209.SZ,20240412,EVENT,-4.5809,False,,15.55,20240402
600400.SH,20240417,EVENT,11.4839,False,,2.55,20240326
301429.SZ,20240419,EVENT,2.3244,False,,14.617,20240418
300470.SZ,20240426,EVENT,3.8176,False,,31.163,20240425
688580.SH,20240430,EVENT,0.9471,False,,31.302,20240412
002782.SZ,20240408,EVENT,-5.3465,False,,10.692,20240327
301246.SZ,20240409,EVENT,-4.2764,False,,20.821,20240320
300875.SZ,20240410,EVENT,-9.8062,False,,32.8,20240401
301533.SZ,20240410,EVENT,3.0914,False,,27.409,20240408
688472.SH,20240410,EVENT,-1.4617,False,,11.723,20240408
301227.SZ,20240411,EVENT,-9.0657,False,,19.846,20240402
603980.SH,20240411,EVENT,-0.1829,False,,3.525,20240401
300481.SZ,20240412,EVENT,7.172,False,,13.186,20240401
300801.SZ,20240416,EVENT,-6.1549,False,,13.805,20240402
000795.SZ,20240418,EVENT,6.3858,False,,5.439,20240402
301130.SZ,20240418,EVENT,6.7722,False,,22.319,20240416
301335.SZ,20240418,EVENT,-4.8306,False,,17.108,20240415
603755.SH,20240418,EVENT,10.7912,False,,19.287,20240416
301263.SZ,20240424,EVENT,3.2607,False,,10.61,20240415
300102.SZ,20240425,EVENT,-0.3998,False,,5.916,20240422
301171.SZ,20240426,EVENT,1.0451,False,,12.731,20240403
300158.SZ,20240430,EVENT,2.8127,False,,4.72,20240408
000960_SZ.SZ,20240416,CONT,-5.9714,,,16.45,20240410
000425_SZ.SZ,20240418,CONT,0.6075,,,6.37,20240401
603233.SH,20240403,EVENT,-0.9661,False,,19.63,20240322
688183.SH,20240403,EVENT,2.6642,False,,8.844,20240318
301021.SZ,20240408,EVENT,-9.3871,False,,19.081,20240318
301095.SZ,20240412,EVENT,-3.4157,False,,49.927,20240410
002932.SZ,20240418,EVENT,4.3182,False,,18.981,20240320
688371.SH,20240418,EVENT,-2.9182,False,,10.361,20240415
300080.SZ,20240430,EVENT,-5.0194,False,,4.28,20240415
300786.SZ,20240430,EVENT,1.4576,False,,12.87,20240408
002426.SZ,20240507,EVENT,2.3564,False,,1.71,20240410
688202.SH,20240509,EVENT,-19.3939,False,,40.7,20240408
688502.SH,20240516,EVENT,2.6965,False,,93.733,20240429
600666.SH,20240524,EVENT,-6.1923,False,,1.37,20240521
000757.SZ,20240506,EVENT,-3.424,False,,3.29,20240429
002602.SZ,20240506,EVENT,-14.9458,False,,4.11,20240422
600530.SH,20240520,EVENT,5.1973,False,,2.058,20240516
301428.SZ,20240530,EVENT,4.4456,False,,26.952,20240523
002583.SZ,20240506,EVENT,-1.3239,False,,4.07,20240429
300700.SZ,20240506,EVENT,0.1166,False,,8.64,20240408
001267.SZ,20240508,EVENT,8.6069,False,,3.88,20240410
300138.SZ,20240510,EVENT,-9.5868,False,,11.16,20240410
300759.SZ,20240510,EVENT,0.6372,False,,18.521,20240412
688084.SH,20240517,EVENT,19.6201,False,,48.702,20240408
002289.SZ,20240520,EVENT,0.6579,False,,3.37,20240508
300143.SZ,20240506,EVENT,0.4139,False,,6.205,20240412
300335.SZ,20240507,EVENT,7.4642,False,,4.07,20240416
301313.SZ,20240508,EVENT,-0.1965,False,,24.871,20240408
600778.SH,20240508,EVENT,-0.9529,False,,4.56,20240415
688184.SH,20240508,EVENT,-0.1891,False,,16.44,20240507
600337.SH,20240509,EVENT,-4.7052,False,,2.358,20240416
000989.SZ,20240510,EVENT,-9.7704,False,,8.26,20240426
688677.SH,20240510,EVENT,-9.8115,False,,50.398,20240402
688677.SH,20240516,EVENT,-4.3788,False,,50.398,20240402
600183_SH.SH,20240513,CONT,3.1803,,,14.55,20240426
300910_SZ.SZ,20240514,CONT,-6.9431,,,28.605,20240417
601113_SH.SH,20240514,CONT,-8.513,,,3.79,20240513
300702_SZ.SZ,20240515,CONT,-6.9211,,,17.81,20240423
002155_SZ.SZ,20240516,CONT,8.2538,,,15.13,20240426
002481_SZ.SZ,20240516,CONT,-8.3836,,,4.21,20240506
603228_SH.SH,20240516,CONT,-3.3622,,,17.96,20240425
000791_SZ.SZ,20240520,CONT,-8.8402,,,5.68,20240429
002569_SZ.SZ,20240520,CONT,-3.7294,,,5.22,20240510
603320_SH.SH,20240520,CONT,-2.1048,,,11.58,20240416
603507_SH.SH,20240520,CONT,0.9066,,,18.033,20240513
601825_SH.SH,20240522,CONT,-11.4053,,,5.854,20240508
000607.SZ,20240507,EVENT,-3.6919,False,,4.071,20240410
002488.SZ,20240507,EVENT,-5.8091,False,,5.438,20240429
300575.SZ,20240507,EVENT,1.8669,False,,5.65,20240416
300821.SZ,20240507,EVENT,1.4726,False,,7.945,20240506
003016.SZ,20240508,EVENT,4.1841,False,,6.465,20240415
301037.SZ,20240508,EVENT,-0.1372,False,,10.629,20240507
600180.SH,20240508,EVENT,0.3775,False,,4.752,20240415
688420.SH,20240508,EVENT,-3.3257,False,,21.224,20240415
300903.SZ,20240509,EVENT,4.3457,False,,7.14,20240410
301057.SZ,20240509,EVENT,0.7247,False,,11.188,20240416
603153.SH,20240509,EVENT,-7.8974,False,,17.649,20240411
301313.SZ,20240506,EVENT,0.403,False,,24.871,20240408
