symbol,entry_date,src,net_pnl_pct,rank,buy_date,buy_price,sell_date,sell_price,reason,hold_bars,tp,sl,risk_pct,mfe_pct,mae_pct,mfe_r,mae_r,rr_exit,signal_chain,r20,board,trend_state,last_event_kind,last_event_date,last_event_level,event_gap_bars,broken_low_level,sl_below_structure,supply_layers,nearest_supply_dist,zone_90d,stage_span,adx_span,sub_signals,rank_components,breakout_date,breakout_price,breakout_kind,retrace_price,retrace_state,retrace_signal,chain_json,clean_close,sweeps_10b,sweep_dir,in_ob,ob_gap_pct,bsl,ssl,dist_to_ssl,dist_to_bsl,tp_above_bsl,sl_below_ssl,pnl
688381.SH,20230913,EVENT,-3.1863,4,20230913,27.878,20231009,27.1,TIME_STOP,12,35.67,23.932,14.155,1.5122819100091833,-6.020431588613406,0.10683541004496128,-0.42531440279758764,-0.197,insider-event,,KCB,down,BOS↓,20230807,29.5,26,29.5,1,10,2.66,discount,10,31,"[{""name"": ""披露日"", ""date"": ""20230912"", ""detail"": ""帝奥微:中信建投证券股份有限公司关于江苏帝奥微电子股份有限公司使用部分超募资金回""}, {""name"": ""入场(T+1)"", ""date"": ""20230913"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 0, ""vr2"": 0, ""span"": 1, ""adx"": 1, ""wt_down"": 1, ""vol_cont"": 0, ""etype"": 0}",20230807,29.5,BOS↓,29.25,no_retrace,尚未反抽,"{""trend_state"": ""down"", ""events_tail"": [{""date"": ""20230626"", ""kind"": ""BOS↓"", ""level"": 32.4}, {""date"": ""20230711"", ""kind"": ""CHoCH↑"", ""level"": 34.06}, {""date"": ""20230724"", ""kind"": ""CHoCH↓"", ""level"": 31.77}, {""date"": ""20230807"", ""kind"": ""BOS↓"", ""level"": 29.5}], ""bsl_levels"": [{""t"": ""20230522"", ""price"": 37.59, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230602"", ""price"": 37.89, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230620"", ""price"": 35.94, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230705"", ""price"": 34.06, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230712"", ""price"": 35.67, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230906"", ""price"": 28.65, ""type"": ""BSL"", ""swept"": true}], ""ssl_levels"": [{""t"": ""20230525"", ""price"": 35.8, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230613"", ""price"": 32.4, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230628"", ""price"": 30.99, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230710"", ""price"": 31.77, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230728"", ""price"": 29.5, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230825"", ""price"": 24.5, ""type"": ""SSL"", ""swept"": false}], ""ob"": [], ""fvg_bull"": [{""t"": ""20230830"", ""low"": 26.59, ""high"": 26.6, ""side"": ""bull"", ""ifvg"": false}, {""t"": ""20230831"", ""low"": 26.28, ""high"": 27.13, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20230803"", ""low"": 30.2, ""high"": 30.3, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20230808"", ""low"": 29.25, ""high"": 29.31, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20230814"", ""low"": 28.62, ""high"": 28.68, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20230816"", ""low"": 27.45, ""high"": 27.75, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20230807"", ""price"": 29.5, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 29.25, ""state"": ""no_retrace"", ""signal"": ""尚未反抽""}, ""current_price"": 28.16}",27.8,1,bear,False,-14.35,34.06,29.5,-5.5,22.18,True,True,-3.1863
301308.SZ,20231009,EVENT,8.3273,4,20231009,86.98,20231011,95.48,TP2_RUNNER,2,95.48,81.05,6.817,17.268337548861812,6.438261669349266,2.5330361982774225,0.9444076371740041,1.433,insider-event,,CYB,up,BOS↑,20230920,92.5,6,73.56,0,4,1.55,discount,21,38,"[{""name"": ""披露日"", ""date"": ""20230928"", ""detail"": ""江波龙:关于实际控制人、控股股东及部分董事、高级管理人员增持公司股份计划的补充公""}, {""name"": ""入场(T+1)"", ""date"": ""20231009"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 0, ""vr2"": 0, ""span"": 0, ""adx"": 1, ""wt_down"": 1, ""vol_cont"": 0, ""etype"": 1}",20230920,92.5,BOS↑,85.7,retrace_fail,回踩跌破(突破失败),"{""trend_state"": ""up"", ""events_tail"": [{""date"": ""20230824"", ""kind"": ""CHoCH↑"", ""level"": 79.38}, {""date"": ""20230828"", ""kind"": ""CHoCH↓"", ""level"": 73.56}, {""date"": ""20230904"", ""kind"": ""CHoCH↑"", ""level"": 80.38}, {""date"": ""20230920"", ""kind"": ""BOS↑"", ""level"": 92.5}], ""bsl_levels"": [{""t"": ""20230714"", ""price"": 121.36, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230727"", ""price"": 104.92, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230818"", ""price"": 79.38, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 80.38, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230907"", ""price"": 92.5, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230921"", ""price"": 95.48, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230704"", ""price"": 97.8, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230710"", ""price"": 96.66, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230725"", ""price"": 97.0, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230822"", ""price"": 73.56, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230829"", ""price"": 71.07, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230913"", ""price"": 83.18, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20230824"", ""low"": 75.2, ""high"": 80.38, ""side"": ""supply(OB-)"", ""broke_at"": ""20230828"", ""broke_kind"": ""CHoCH↓""}, {""t"": ""20230901"", ""low"": 79.12, ""high"": 84.9, ""side"": ""demand(OB+)"", ""broke_at"": ""20230904"", ""broke_kind"": ""CHoCH↑""}, {""t"": ""20230918"", ""low"": 85.61, ""high"": 90.65, ""side"": ""demand(OB+)"", ""broke_at"": ""20230920"", ""broke_kind"": ""BOS↑""}], ""fvg_bull"": [{""t"": ""20230831"", ""low"": 75.88, ""high"": 76.21, ""side"": ""bull"", ""ifvg"": false}, {""t"": ""20230918"", ""low"": 85.55, ""high"": 85.61, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [], ""breakout"": {""date"": ""20230920"", ""price"": 92.5, ""kind"": ""BOS↑""}, ""retrace"": {""price"": 85.7, ""state"": ""retrace_fail"", ""signal"": ""回踩跌破(突破失败)""}, ""current_price"": 87.6}",93.81,0,,False,1.93,92.5,73.56,18.24,6.35,True,False,8.3273
000651.SZ,20231030,EVENT,-3.6222,3,20231030,33.878,20231113,32.784,SL_HIT,10,37.33,32.784,3.229,1.6004581171150445,-4.598291506532304,0.49567068472398035,-1.4241161797547328,-1.0,insider-event,,SZ_MAIN,down,CHoCH↓,20231010,35.61,13,35.61,1,10,0.01,discount,24,9,"[{""name"": ""披露日"", ""date"": ""20231027"", ""detail"": ""格力电器:关于收到董事长提议回购公司股份的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20231030"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 1, ""vr2"": 0, ""span"": 0, ""adx"": 0, ""wt_down"": 1, ""vol_cont"": 0, ""etype"": 0}",20231010,35.61,CHoCH↓,35.81,retrace_ok,反抽受限(延续下跌),"{""trend_state"": ""down"", ""events_tail"": [{""date"": ""20230811"", ""kind"": ""CHoCH↓"", ""level"": 36.46}, {""date"": ""20230821"", ""kind"": ""BOS↓"", ""level"": 34.96}, {""date"": ""20230901"", ""kind"": ""CHoCH↑"", ""level"": 36.5}, {""date"": ""20231010"", ""kind"": ""CHoCH↓"", ""level"": 35.61}], ""bsl_levels"": [{""t"": ""20230804"", ""price"": 39.08, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230818"", ""price"": 36.08, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230828"", ""price"": 36.5, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230904"", ""price"": 37.33, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230925"", ""price"": 36.92, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231010"", ""price"": 36.85, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230724"", ""price"": 36.46, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230814"", ""price"": 34.96, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 34.15, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230908"", ""price"": 35.92, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 35.61, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231023"", ""price"": 33.11, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231009"", ""low"": 35.84, ""high"": 36.77, ""side"": ""supply(OB-)"", ""broke_at"": ""20231010"", ""broke_kind"": ""CHoCH↓""}], ""fvg_bull"": [{""t"": ""20230921"", ""low"": 36.1, ""high"": 36.11, ""side"": ""bull"", ""ifvg"": true}], ""fvg_bear"": [{""t"": ""20231011"", ""low"": 35.81, ""high"": 35.84, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231016"", ""low"": 34.88, ""high"": 34.95, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231019"", ""low"": 34.31, ""high"": 34.5, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231020"", ""low"": 33.88, ""high"": 34.31, ""side"": ""bear"", ""ifvg"": false}], ""breakout"": {""date"": ""20231010"", ""price"": 35.61, ""kind"": ""CHoCH↓""}, ""retrace"": {""price"": 35.81, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 34.22}",34.05,0,,False,1.46,36.08,34.15,-0.8,6.5,True,True,-3.6222
300138.SZ,20231103,EVENT,0.7548,6,20231103,13.83,20231121,13.99,TIME_STOP,12,15.96,12.748,7.822,2.386117136659438,-1.0845986984815648,0.30505117200396176,-0.1386596236381647,0.148,insider-event,,CYB,down,BOS↓,20231011,14.55,16,14.55,1,10,2.96,discount,7,16,"[{""name"": ""披露日"", ""date"": ""20231102"", ""detail"": ""晨光生物:关于回购公司股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20231103"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 1, ""vr2"": 0, ""span"": 1, ""adx"": 1, ""wt_down"": 1, ""vol_cont"": 0, ""etype"": 1}",20231011,14.55,BOS↓,14.45,no_retrace,尚未反抽,"{""trend_state"": ""down"", ""events_tail"": [{""date"": ""20230804"", ""kind"": ""BOS↓"", ""level"": 16.01}, {""date"": ""20230821"", ""kind"": ""BOS↓"", ""level"": 15.47}, {""date"": ""20230908"", ""kind"": ""BOS↓"", ""level"": 15.18}, {""date"": ""20231011"", ""kind"": ""BOS↓"", ""level"": 14.55}], ""bsl_levels"": [{""t"": ""20230814"", ""price"": 16.07, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230818"", ""price"": 16.09, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230828"", ""price"": 16.17, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230901"", ""price"": 15.96, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230928"", ""price"": 15.07, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231009"", ""price"": 15.07, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230823"", ""price"": 15.18, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230829"", ""price"": 15.18, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230911"", ""price"": 14.48, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 14.44, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230922"", ""price"": 14.55, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231024"", ""price"": 12.91, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20230905"", ""low"": 15.69, ""high"": 15.95, ""side"": ""supply(OB-)"", ""broke_at"": ""20230908"", ""broke_kind"": ""BOS↓""}, {""t"": ""20231010"", ""low"": 14.66, ""high"": 14.87, ""side"": ""supply(OB-)"", ""broke_at"": ""20231011"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20231102"", ""low"": 13.69, ""high"": 13.74, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231012"", ""low"": 14.45, ""high"": 14.66, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231013"", ""low"": 14.24, ""high"": 14.25, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231023"", ""low"": 13.51, ""high"": 13.56, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231024"", ""low"": 13.41, ""high"": 13.44, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20231011"", ""price"": 14.55, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 14.45, ""state"": ""no_retrace"", ""signal"": ""尚未反抽""}, ""current_price"": 13.81}",14.06,0,,False,-6.24,18.38,14.55,-4.95,32.9,False,True,0.7548
000651.SZ,20231109,EVENT,-2.8346,5,20231109,33.67,20231113,32.849,SL_HIT,2,34.42,32.849,2.44,0.08910008910010259,-4.009504009504017,0.03652173913044009,-1.6434782608695582,-1.0,insider-event,,SZ_MAIN,down,CHoCH↓,20231010,35.61,21,35.61,1,6,0.62,discount,32,17,"[{""name"": ""披露日"", ""date"": ""20231108"", ""detail"": ""格力电器:关于首次实施第四期回购部分社会公众股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20231109"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 1, ""vr2"": 0, ""span"": 0, ""adx"": 1, ""wt_down"": 1, ""vol_cont"": 0, ""etype"": 1}",20231010,35.61,CHoCH↓,35.81,retrace_ok,反抽受限(延续下跌),"{""trend_state"": ""down"", ""events_tail"": [{""date"": ""20230811"", ""kind"": ""CHoCH↓"", ""level"": 36.46}, {""date"": ""20230821"", ""kind"": ""BOS↓"", ""level"": 34.96}, {""date"": ""20230901"", ""kind"": ""CHoCH↑"", ""level"": 36.5}, {""date"": ""20231010"", ""kind"": ""CHoCH↓"", ""level"": 35.61}], ""bsl_levels"": [{""t"": ""20230828"", ""price"": 36.5, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230904"", ""price"": 37.33, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230925"", ""price"": 36.92, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231010"", ""price"": 36.85, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231027"", ""price"": 34.42, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20231102"", ""price"": 34.42, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230724"", ""price"": 36.46, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230814"", ""price"": 34.96, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 34.15, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230908"", ""price"": 35.92, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 35.61, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231023"", ""price"": 33.11, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231009"", ""low"": 35.84, ""high"": 36.77, ""side"": ""supply(OB-)"", ""broke_at"": ""20231010"", ""broke_kind"": ""CHoCH↓""}], ""fvg_bull"": [{""t"": ""20230921"", ""low"": 36.1, ""high"": 36.11, ""side"": ""bull"", ""ifvg"": true}, {""t"": ""20231030"", ""low"": 33.65, ""high"": 33.81, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231011"", ""low"": 35.81, ""high"": 35.84, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231016"", ""low"": 34.88, ""high"": 34.95, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231019"", ""low"": 34.31, ""high"": 34.5, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231020"", ""low"": 33.88, ""high"": 34.31, ""side"": ""bear"", ""ifvg"": false}], ""breakout"": {""date"": ""20231010"", ""price"": 35.61, ""kind"": ""CHoCH↓""}, ""retrace"": {""price"": 35.81, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 33.67}",33.7,0,,False,0.84,36.08,34.15,-1.41,7.16,False,True,-2.8346
000651.SZ,20231101,EVENT,-3.4155,3,20231101,33.85,20231113,32.827,SL_HIT,8,37.33,32.827,3.022,1.68389955686854,-4.519940915805021,0.5572625698324039,-1.4958100558659235,-1.0,insider-event,,SZ_MAIN,down,CHoCH↓,20231010,35.61,15,35.61,1,10,0.09,discount,26,11,"[{""name"": ""披露日"", ""date"": ""20231031"", ""detail"": ""格力电器:关于回购部分社会公众股份方案的公告暨回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20231101"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 0, ""vr2"": 0, ""span"": 0, ""adx"": 0, ""wt_down"": 1, ""vol_cont"": 0, ""etype"": 1}",20231010,35.61,CHoCH↓,35.81,retrace_ok,反抽受限(延续下跌),"{""trend_state"": ""down"", ""events_tail"": [{""date"": ""20230811"", ""kind"": ""CHoCH↓"", ""level"": 36.46}, {""date"": ""20230821"", ""kind"": ""BOS↓"", ""level"": 34.96}, {""date"": ""20230901"", ""kind"": ""CHoCH↑"", ""level"": 36.5}, {""date"": ""20231010"", ""kind"": ""CHoCH↓"", ""level"": 35.61}], ""bsl_levels"": [{""t"": ""20230804"", ""price"": 39.08, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230818"", ""price"": 36.08, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230828"", ""price"": 36.5, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230904"", ""price"": 37.33, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230925"", ""price"": 36.92, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231010"", ""price"": 36.85, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230724"", ""price"": 36.46, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230814"", ""price"": 34.96, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 34.15, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230908"", ""price"": 35.92, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 35.61, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231023"", ""price"": 33.11, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231009"", ""low"": 35.84, ""high"": 36.77, ""side"": ""supply(OB-)"", ""broke_at"": ""20231010"", ""broke_kind"": ""CHoCH↓""}], ""fvg_bull"": [{""t"": ""20230921"", ""low"": 36.1, ""high"": 36.11, ""side"": ""bull"", ""ifvg"": true}, {""t"": ""20231030"", ""low"": 33.65, ""high"": 33.81, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231011"", ""low"": 35.81, ""high"": 35.84, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231016"", ""low"": 34.88, ""high"": 34.95, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231019"", ""low"": 34.31, ""high"": 34.5, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231020"", ""low"": 33.88, ""high"": 34.31, ""side"": ""bear"", ""ifvg"": false}], ""breakout"": {""date"": ""20231010"", ""price"": 35.61, ""kind"": ""CHoCH↓""}, ""retrace"": {""price"": 35.81, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 33.93}",33.84,0,,False,1.38,36.08,34.15,-0.88,6.59,True,True,-3.4155
603808.SH,20231221,EVENT,-7.1322,6,20231221,9.392,20231225,8.758,SL_HIT,2,9.872,8.758,6.746,4.0459965928449915,-10.221465076660973,0.5997745208568229,-1.5152198421645968,-1.0,insider-event,,SH_MAIN,up,CHoCH↑,20231219,9.282,1,9.312,1,2,0.64,discount,43,33,"[{""name"": ""披露日"", ""date"": ""20231220"", ""detail"": ""歌力思:北京市中伦(深圳)律师事务所关于深圳歌力思服饰股份有限公司控股股东增持股""}, {""name"": ""入场(T+1)"", ""date"": ""20231221"", ""detail"": ""次日开盘/回踩0.99限价""}]","{""stage"": 1, ""vr1"": 1, ""vr2"": 1, ""span"": 0, ""adx"": 1, ""wt_down"": 1, ""vol_cont"": 1, ""etype"": 0}",20231219,9.282,CHoCH↑,9.232,retrace_ok,回踩到位(接多窗口),"{""trend_state"": ""up"", ""events_tail"": [{""date"": ""20231122"", ""kind"": ""BOS↓"", ""level"": 9.562}, {""date"": ""20231124"", ""kind"": ""BOS↓"", ""level"": 9.452}, {""date"": ""20231205"", ""kind"": ""BOS↓"", ""level"": 9.312}, {""date"": ""20231219"", ""kind"": ""CHoCH↑"", ""level"": 9.282}], ""bsl_levels"": [{""t"": ""20230919"", ""price"": 12.042, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20231009"", ""price"": 12.362, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231024"", ""price"": 11.592, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231121"", ""price"": 9.752, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20231129"", ""price"": 9.872, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20231213"", ""price"": 9.282, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20231016"", ""price"": 11.052, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231024"", ""price"": 10.822, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231110"", ""price"": 9.562, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231120"", ""price"": 9.452, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231127"", ""price"": 9.312, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231211"", ""price"": 8.892, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231117"", ""low"": 9.532, ""high"": 9.672, ""side"": ""supply(OB-)"", ""broke_at"": ""20231122"", ""broke_kind"": ""BOS↓""}, {""t"": ""20231123"", ""low"": 9.462, ""high"": 9.602, ""side"": ""supply(OB-)"", ""broke_at"": ""20231124"", ""broke_kind"": ""BOS↓""}, {""t"": ""20231201"", ""low"": 9.392, ""high"": 9.652, ""side"": ""supply(OB-)"", ""broke_at"": ""20231205"", ""broke_kind"": ""BOS↓""}, {""t"": ""20231218"", ""low"": 9.012, ""high"": 9.242, ""side"": ""demand(OB+)"", ""broke_at"": ""20231219"", ""broke_kind"": ""CHoCH↑""}], ""fvg_bull"": [{""t"": ""20231129"", ""low"": 9.452, ""high"": 9.532, ""side"": ""bull"", ""ifvg"": true}, {""t"": ""20231213"", ""low"": 9.112, ""high"": 9.142, ""side"": ""bull"", ""ifvg"": true}], ""fvg_bear"": [{""t"": ""20231127"", ""low"": 9.452, ""high"": 9.462, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231206"", ""low"": 9.342, ""high"": 9.352, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231211"", ""low"": 9.112, ""high"": 9.122, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20231219"", ""price"": 9.282, ""kind"": ""CHoCH↑""}, ""retrace"": {""price"": 9.232, ""state"": ""retrace_ok"", ""signal"": ""回踩到位(接多窗口)""}, ""current_price"": 9.402}",9.592,0,,False,3.66,9.282,9.452,-0.63,-1.17,True,True,-7.1322
