symbol,entry_date,src,net_pnl_pct,pnl,old_trend,new_trend,old_last_event,new_last_event,old_breakout_kind,new_breakout_kind,old_breakout_date,new_breakout_date,old_retrace_state,new_retrace_state,chain_json_v2
688381.SH,20230913,EVENT,-3.1863,-3.1863,down,down,BOS↓,BOS↓,BOS↓,BOS↓,20230807,20230807,no_retrace,no_retrace,"{""trend_state"": ""down"", ""structure_state"": ""bear(LH+LL)"", ""swing_seq"": [{""t"": ""20230602"", ""side"": ""H"", ""price"": 37.89, ""label"": ""HH""}, {""t"": ""20230613"", ""side"": ""L"", ""price"": 32.4, ""label"": ""LL""}, {""t"": ""20230620"", ""side"": ""H"", ""price"": 35.94, ""label"": ""LH""}, {""t"": ""20230628"", ""side"": ""L"", ""price"": 30.99, ""label"": ""LL""}, {""t"": ""20230710"", ""side"": ""L"", ""price"": 31.77, ""label"": ""HL""}, {""t"": ""20230712"", ""side"": ""H"", ""price"": 35.67, ""label"": ""LH""}, {""t"": ""20230728"", ""side"": ""L"", ""price"": 29.5, ""label"": ""LL""}, {""t"": ""20230825"", ""side"": ""L"", ""price"": 24.5, ""label"": ""LL""}], ""events_tail"": [{""date"": ""20230601"", ""kind"": ""BOS↓"", ""level"": 35.8}, {""date"": ""20230628"", ""kind"": ""BOS↓"", ""level"": 32.4}, {""date"": ""20230724"", ""kind"": ""BOS↓"", ""level"": 31.77}, {""date"": ""20230807"", ""kind"": ""BOS↓"", ""level"": 29.5}], ""bsl_levels"": [{""t"": ""20230522"", ""price"": 37.59, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230602"", ""price"": 37.89, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230620"", ""price"": 35.94, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230712"", ""price"": 35.67, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230525"", ""price"": 35.8, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230613"", ""price"": 32.4, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230628"", ""price"": 30.99, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230710"", ""price"": 31.77, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230728"", ""price"": 29.5, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230825"", ""price"": 24.5, ""type"": ""SSL"", ""swept"": false}], ""ob"": [], ""fvg_bull"": [{""t"": ""20230830"", ""low"": 26.59, ""high"": 26.6, ""side"": ""bull"", ""ifvg"": false}, {""t"": ""20230831"", ""low"": 26.28, ""high"": 27.13, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20230803"", ""low"": 30.2, ""high"": 30.3, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20230808"", ""low"": 29.25, ""high"": 29.31, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20230814"", ""low"": 28.62, ""high"": 28.68, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20230816"", ""low"": 27.45, ""high"": 27.75, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20230807"", ""price"": 29.5, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 29.25, ""state"": ""no_retrace"", ""signal"": ""尚未反抽""}, ""current_price"": 28.16}"
301308.SZ,20231009,EVENT,8.3273,8.3273,up,up,BOS↑,CHoCH↑,BOS↑,CHoCH↑,20230920,20230920,retrace_fail,retrace_fail,"{""trend_state"": ""up"", ""structure_state"": ""bull(HH+HL)"", ""swing_seq"": [{""t"": ""20230628"", ""side"": ""L"", ""price"": 94.85, ""label"": ""LL""}, {""t"": ""20230710"", ""side"": ""L"", ""price"": 96.66, ""label"": ""HL""}, {""t"": ""20230714"", ""side"": ""H"", ""price"": 121.36, ""label"": ""HH""}, {""t"": ""20230727"", ""side"": ""H"", ""price"": 104.92, ""label"": ""LH""}, {""t"": ""20230829"", ""side"": ""L"", ""price"": 71.07, ""label"": ""LL""}, {""t"": ""20230907"", ""side"": ""H"", ""price"": 92.5, ""label"": ""LH""}, {""t"": ""20230913"", ""side"": ""L"", ""price"": 83.18, ""label"": ""HL""}, {""t"": ""20230921"", ""side"": ""H"", ""price"": 95.48, ""label"": ""HH""}], ""events_tail"": [{""date"": ""20230531"", ""kind"": ""BOS↑"", ""level"": 119.99}, {""date"": ""20230621"", ""kind"": ""CHoCH↓"", ""level"": 103.3}, {""date"": ""20230731"", ""kind"": ""BOS↓"", ""level"": 96.66}, {""date"": ""20230920"", ""kind"": ""CHoCH↑"", ""level"": 92.5}], ""bsl_levels"": [{""t"": ""20230531"", ""price"": 126.69, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230614"", ""price"": 115.8, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230714"", ""price"": 121.36, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230727"", ""price"": 104.92, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230907"", ""price"": 92.5, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230921"", ""price"": 95.48, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230523"", ""price"": 97.72, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230609"", ""price"": 103.3, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230628"", ""price"": 94.85, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230710"", ""price"": 96.66, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230829"", ""price"": 71.07, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230913"", ""price"": 83.18, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20230918"", ""low"": 85.61, ""high"": 90.65, ""side"": ""demand(OB+)"", ""broke_at"": ""20230920"", ""broke_kind"": ""CHoCH↑""}], ""fvg_bull"": [{""t"": ""20230831"", ""low"": 75.88, ""high"": 76.21, ""side"": ""bull"", ""ifvg"": false}, {""t"": ""20230918"", ""low"": 85.55, ""high"": 85.61, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [], ""breakout"": {""date"": ""20230920"", ""price"": 92.5, ""kind"": ""CHoCH↑""}, ""retrace"": {""price"": 85.7, ""state"": ""retrace_fail"", ""signal"": ""回踩跌破(突破失败)""}, ""current_price"": 87.6}"
000651.SZ,20231030,EVENT,-3.6222,-3.6222,down,down,CHoCH↓,BOS↓,CHoCH↓,BOS↓,20231010,20231010,retrace_ok,retrace_ok,"{""trend_state"": ""down"", ""structure_state"": ""compress(LH+HL)"", ""swing_seq"": [{""t"": ""20230628"", ""side"": ""H"", ""price"": 37.68, ""label"": null}, {""t"": ""20230707"", ""side"": ""L"", ""price"": 36.3, ""label"": ""HL""}, {""t"": ""20230724"", ""side"": ""L"", ""price"": 36.46, ""label"": ""HL""}, {""t"": ""20230731"", ""side"": ""H"", ""price"": 39.5, ""label"": ""HH""}, {""t"": ""20230824"", ""side"": ""L"", ""price"": 34.15, ""label"": ""LL""}, {""t"": ""20230904"", ""side"": ""H"", ""price"": 37.33, ""label"": ""LH""}, {""t"": ""20230918"", ""side"": ""L"", ""price"": 35.61, ""label"": ""HL""}, {""t"": ""20230925"", ""side"": ""H"", ""price"": 36.92, ""label"": ""LH""}], ""events_tail"": [{""date"": ""20230612"", ""kind"": ""CHoCH↑"", ""level"": 35.56}, {""date"": ""20230725"", ""kind"": ""BOS↑"", ""level"": 37.68}, {""date"": ""20230811"", ""kind"": ""CHoCH↓"", ""level"": 36.46}, {""date"": ""20231010"", ""kind"": ""BOS↓"", ""level"": 35.61}], ""bsl_levels"": [{""t"": ""20230628"", ""price"": 37.68, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230731"", ""price"": 39.5, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230904"", ""price"": 37.33, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230925"", ""price"": 36.92, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230627"", ""price"": 35.73, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230707"", ""price"": 36.3, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230724"", ""price"": 36.46, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 34.15, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 35.61, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231009"", ""low"": 35.84, ""high"": 36.77, ""side"": ""supply(OB-)"", ""broke_at"": ""20231010"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20230921"", ""low"": 36.1, ""high"": 36.11, ""side"": ""bull"", ""ifvg"": true}], ""fvg_bear"": [{""t"": ""20231011"", ""low"": 35.81, ""high"": 35.84, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231016"", ""low"": 34.88, ""high"": 34.95, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231019"", ""low"": 34.31, ""high"": 34.5, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231020"", ""low"": 33.88, ""high"": 34.31, ""side"": ""bear"", ""ifvg"": false}], ""breakout"": {""date"": ""20231010"", ""price"": 35.61, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 35.81, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 34.22}"
300138.SZ,20231103,EVENT,0.7548,0.7548,down,down,BOS↓,BOS↓,BOS↓,BOS↓,20231011,20231011,no_retrace,retrace_ok,"{""trend_state"": ""down"", ""structure_state"": ""bear(LH+LL)"", ""swing_seq"": [{""t"": ""20230818"", ""side"": ""H"", ""price"": 16.09, ""label"": ""LH""}, {""t"": ""20230823"", ""side"": ""L"", ""price"": 15.18, ""label"": ""LL""}, {""t"": ""20230828"", ""side"": ""H"", ""price"": 16.17, ""label"": ""HH""}, {""t"": ""20230829"", ""side"": ""L"", ""price"": 15.18, ""label"": ""HL""}, {""t"": ""20230918"", ""side"": ""L"", ""price"": 14.44, ""label"": ""LL""}, {""t"": ""20230928"", ""side"": ""H"", ""price"": 15.07, ""label"": ""LH""}, {""t"": ""20231009"", ""side"": ""H"", ""price"": 15.07, ""label"": ""LH""}, {""t"": ""20231024"", ""side"": ""L"", ""price"": 12.91, ""label"": ""LL""}], ""events_tail"": [{""date"": ""20230804"", ""kind"": ""BOS↓"", ""level"": 16.01}, {""date"": ""20230821"", ""kind"": ""BOS↓"", ""level"": 15.54}, {""date"": ""20230908"", ""kind"": ""BOS↓"", ""level"": 15.18}, {""date"": ""20231011"", ""kind"": ""BOS↓"", ""level"": 14.44}], ""bsl_levels"": [{""t"": ""20230630"", ""price"": 18.19, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230801"", ""price"": 17.26, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230818"", ""price"": 16.09, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230828"", ""price"": 16.17, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230928"", ""price"": 15.07, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231009"", ""price"": 15.07, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230717"", ""price"": 16.01, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230804"", ""price"": 15.54, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230823"", ""price"": 15.18, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230829"", ""price"": 15.18, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20230918"", ""price"": 14.44, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231024"", ""price"": 12.91, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20230905"", ""low"": 15.69, ""high"": 15.95, ""side"": ""supply(OB-)"", ""broke_at"": ""20230908"", ""broke_kind"": ""BOS↓""}, {""t"": ""20231010"", ""low"": 14.66, ""high"": 14.87, ""side"": ""supply(OB-)"", ""broke_at"": ""20231011"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20231102"", ""low"": 13.69, ""high"": 13.74, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231012"", ""low"": 14.45, ""high"": 14.66, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231013"", ""low"": 14.24, ""high"": 14.25, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231023"", ""low"": 13.51, ""high"": 13.56, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231024"", ""low"": 13.41, ""high"": 13.44, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20231011"", ""price"": 14.44, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 14.45, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 13.81}"
000651.SZ,20231109,EVENT,-2.8346,-2.8346,down,down,CHoCH↓,BOS↓,CHoCH↓,BOS↓,20231010,20231010,retrace_ok,retrace_ok,"{""trend_state"": ""down"", ""structure_state"": ""bear(LH+LL)"", ""swing_seq"": [{""t"": ""20230724"", ""side"": ""L"", ""price"": 36.46, ""label"": ""HL""}, {""t"": ""20230731"", ""side"": ""H"", ""price"": 39.5, ""label"": ""HH""}, {""t"": ""20230824"", ""side"": ""L"", ""price"": 34.15, ""label"": ""LL""}, {""t"": ""20230904"", ""side"": ""H"", ""price"": 37.33, ""label"": ""LH""}, {""t"": ""20230918"", ""side"": ""L"", ""price"": 35.61, ""label"": ""HL""}, {""t"": ""20230925"", ""side"": ""H"", ""price"": 36.92, ""label"": ""LH""}, {""t"": ""20231023"", ""side"": ""L"", ""price"": 33.11, ""label"": ""LL""}, {""t"": ""20231027"", ""side"": ""H"", ""price"": 34.42, ""label"": ""LH""}], ""events_tail"": [{""date"": ""20230612"", ""kind"": ""CHoCH↑"", ""level"": 35.56}, {""date"": ""20230725"", ""kind"": ""BOS↑"", ""level"": 37.68}, {""date"": ""20230811"", ""kind"": ""CHoCH↓"", ""level"": 36.46}, {""date"": ""20231010"", ""kind"": ""BOS↓"", ""level"": 35.61}], ""bsl_levels"": [{""t"": ""20230628"", ""price"": 37.68, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230731"", ""price"": 39.5, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230904"", ""price"": 37.33, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230925"", ""price"": 36.92, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231027"", ""price"": 34.42, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230627"", ""price"": 35.73, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230707"", ""price"": 36.3, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230724"", ""price"": 36.46, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 34.15, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 35.61, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231023"", ""price"": 33.11, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231009"", ""low"": 35.84, ""high"": 36.77, ""side"": ""supply(OB-)"", ""broke_at"": ""20231010"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20230921"", ""low"": 36.1, ""high"": 36.11, ""side"": ""bull"", ""ifvg"": true}, {""t"": ""20231030"", ""low"": 33.65, ""high"": 33.81, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231011"", ""low"": 35.81, ""high"": 35.84, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231016"", ""low"": 34.88, ""high"": 34.95, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231019"", ""low"": 34.31, ""high"": 34.5, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231020"", ""low"": 33.88, ""high"": 34.31, ""side"": ""bear"", ""ifvg"": false}], ""breakout"": {""date"": ""20231010"", ""price"": 35.61, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 35.81, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 33.67}"
000651.SZ,20231101,EVENT,-3.4155,-3.4155,down,down,CHoCH↓,BOS↓,CHoCH↓,BOS↓,20231010,20231010,retrace_ok,retrace_ok,"{""trend_state"": ""down"", ""structure_state"": ""bear(LH+LL)"", ""swing_seq"": [{""t"": ""20230707"", ""side"": ""L"", ""price"": 36.3, ""label"": ""HL""}, {""t"": ""20230724"", ""side"": ""L"", ""price"": 36.46, ""label"": ""HL""}, {""t"": ""20230731"", ""side"": ""H"", ""price"": 39.5, ""label"": ""HH""}, {""t"": ""20230824"", ""side"": ""L"", ""price"": 34.15, ""label"": ""LL""}, {""t"": ""20230904"", ""side"": ""H"", ""price"": 37.33, ""label"": ""LH""}, {""t"": ""20230918"", ""side"": ""L"", ""price"": 35.61, ""label"": ""HL""}, {""t"": ""20230925"", ""side"": ""H"", ""price"": 36.92, ""label"": ""LH""}, {""t"": ""20231023"", ""side"": ""L"", ""price"": 33.11, ""label"": ""LL""}], ""events_tail"": [{""date"": ""20230612"", ""kind"": ""CHoCH↑"", ""level"": 35.56}, {""date"": ""20230725"", ""kind"": ""BOS↑"", ""level"": 37.68}, {""date"": ""20230811"", ""kind"": ""CHoCH↓"", ""level"": 36.46}, {""date"": ""20231010"", ""kind"": ""BOS↓"", ""level"": 35.61}], ""bsl_levels"": [{""t"": ""20230628"", ""price"": 37.68, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230731"", ""price"": 39.5, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230904"", ""price"": 37.33, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20230925"", ""price"": 36.92, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230627"", ""price"": 35.73, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230707"", ""price"": 36.3, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230724"", ""price"": 36.46, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230824"", ""price"": 34.15, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230918"", ""price"": 35.61, ""type"": ""SSL"", ""swept"": false}, {""t"": ""20231023"", ""price"": 33.11, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231009"", ""low"": 35.84, ""high"": 36.77, ""side"": ""supply(OB-)"", ""broke_at"": ""20231010"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20230921"", ""low"": 36.1, ""high"": 36.11, ""side"": ""bull"", ""ifvg"": true}, {""t"": ""20231030"", ""low"": 33.65, ""high"": 33.81, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231011"", ""low"": 35.81, ""high"": 35.84, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231016"", ""low"": 34.88, ""high"": 34.95, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231019"", ""low"": 34.31, ""high"": 34.5, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231020"", ""low"": 33.88, ""high"": 34.31, ""side"": ""bear"", ""ifvg"": false}], ""breakout"": {""date"": ""20231010"", ""price"": 35.61, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 35.81, ""state"": ""retrace_ok"", ""signal"": ""反抽受限(延续下跌)""}, ""current_price"": 33.93}"
603808.SH,20231221,EVENT,-7.1322,-7.1322,up,down,CHoCH↑,BOS↓,CHoCH↑,BOS↓,20231219,20231205,retrace_ok,retrace_fail,"{""trend_state"": ""down"", ""structure_state"": ""expansion(HH+LL)"", ""swing_seq"": [{""t"": ""20230825"", ""side"": ""L"", ""price"": 11.332, ""label"": ""LL""}, {""t"": ""20230830"", ""side"": ""H"", ""price"": 12.492, ""label"": ""HH""}, {""t"": ""20230914"", ""side"": ""L"", ""price"": 11.362, ""label"": ""HL""}, {""t"": ""20231009"", ""side"": ""H"", ""price"": 12.362, ""label"": ""LH""}, {""t"": ""20231121"", ""side"": ""H"", ""price"": 9.752, ""label"": ""LH""}, {""t"": ""20231127"", ""side"": ""L"", ""price"": 9.312, ""label"": ""LL""}, {""t"": ""20231129"", ""side"": ""H"", ""price"": 9.872, ""label"": ""HH""}, {""t"": ""20231211"", ""side"": ""L"", ""price"": 8.892, ""label"": ""LL""}], ""events_tail"": [{""date"": ""20230804"", ""kind"": ""BOS↓"", ""level"": 12.262}, {""date"": ""20231013"", ""kind"": ""BOS↓"", ""level"": 11.362}, {""date"": ""20231205"", ""kind"": ""BOS↓"", ""level"": 9.312}], ""bsl_levels"": [{""t"": ""20230818"", ""price"": 12.112, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20230830"", ""price"": 12.492, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231009"", ""price"": 12.362, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231121"", ""price"": 9.752, ""type"": ""BSL"", ""swept"": true}, {""t"": ""20231129"", ""price"": 9.872, ""type"": ""BSL"", ""swept"": true}], ""ssl_levels"": [{""t"": ""20230814"", ""price"": 11.362, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230825"", ""price"": 11.332, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230914"", ""price"": 11.362, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231127"", ""price"": 9.312, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231211"", ""price"": 8.892, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231201"", ""low"": 9.392, ""high"": 9.652, ""side"": ""supply(OB-)"", ""broke_at"": ""20231205"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20231129"", ""low"": 9.452, ""high"": 9.532, ""side"": ""bull"", ""ifvg"": true}, {""t"": ""20231213"", ""low"": 9.112, ""high"": 9.142, ""side"": ""bull"", ""ifvg"": true}], ""fvg_bear"": [{""t"": ""20231127"", ""low"": 9.452, ""high"": 9.462, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231206"", ""low"": 9.342, ""high"": 9.352, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231211"", ""low"": 9.112, ""high"": 9.122, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20231205"", ""price"": 9.312, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 10.012, ""state"": ""retrace_fail"", ""signal"": ""反抽收复(破位失败)""}, ""current_price"": 9.402}"
601975.SH,20231226,EVENT,6.2067,6.2067,down,down,BOS↓,BOS↓,BOS↓,BOS↓,20231205,20231206,retrace_fail,retrace_fail,"{""trend_state"": ""down"", ""structure_state"": ""bear(LH+LL)"", ""swing_seq"": [{""t"": ""20231023"", ""side"": ""L"", ""price"": 2.843, ""label"": ""LL""}, {""t"": ""20231030"", ""side"": ""H"", ""price"": 3.023, ""label"": ""LH""}, {""t"": ""20231103"", ""side"": ""L"", ""price"": 2.923, ""label"": ""HL""}, {""t"": ""20231106"", ""side"": ""H"", ""price"": 3.013, ""label"": ""LH""}, {""t"": ""20231115"", ""side"": ""H"", ""price"": 2.963, ""label"": ""LH""}, {""t"": ""20231127"", ""side"": ""L"", ""price"": 2.773, ""label"": ""LL""}, {""t"": ""20231215"", ""side"": ""L"", ""price"": 2.593, ""label"": ""LL""}, {""t"": ""20231218"", ""side"": ""H"", ""price"": 2.843, ""label"": ""LH""}], ""events_tail"": [{""date"": ""20230825"", ""kind"": ""CHoCH↓"", ""level"": 3.103}, {""date"": ""20231013"", ""kind"": ""BOS↓"", ""level"": 3.153}, {""date"": ""20231116"", ""kind"": ""BOS↓"", ""level"": 2.923}, {""date"": ""20231206"", ""kind"": ""BOS↓"", ""level"": 2.773}], ""bsl_levels"": [{""t"": ""20230925"", ""price"": 3.543, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231016"", ""price"": 3.303, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231030"", ""price"": 3.023, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231106"", ""price"": 3.013, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231115"", ""price"": 2.963, ""type"": ""BSL"", ""swept"": false}, {""t"": ""20231218"", ""price"": 2.843, ""type"": ""BSL"", ""swept"": false}], ""ssl_levels"": [{""t"": ""20230908"", ""price"": 3.153, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20230914"", ""price"": 3.153, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231023"", ""price"": 2.843, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231103"", ""price"": 2.923, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231127"", ""price"": 2.773, ""type"": ""SSL"", ""swept"": true}, {""t"": ""20231215"", ""price"": 2.593, ""type"": ""SSL"", ""swept"": false}], ""ob"": [{""t"": ""20231115"", ""low"": 2.933, ""high"": 2.963, ""side"": ""supply(OB-)"", ""broke_at"": ""20231116"", ""broke_kind"": ""BOS↓""}, {""t"": ""20231204"", ""low"": 2.793, ""high"": 2.833, ""side"": ""supply(OB-)"", ""broke_at"": ""20231206"", ""broke_kind"": ""BOS↓""}], ""fvg_bull"": [{""t"": ""20231218"", ""low"": 2.673, ""high"": 2.683, ""side"": ""bull"", ""ifvg"": false}, {""t"": ""20231219"", ""low"": 2.633, ""high"": 2.663, ""side"": ""bull"", ""ifvg"": false}], ""fvg_bear"": [{""t"": ""20231123"", ""low"": 2.853, ""high"": 2.863, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231206"", ""low"": 2.763, ""high"": 2.793, ""side"": ""bear"", ""ifvg"": false}, {""t"": ""20231207"", ""low"": 2.733, ""high"": 2.763, ""side"": ""bear"", ""ifvg"": true}, {""t"": ""20231215"", ""low"": 2.633, ""high"": 2.653, ""side"": ""bear"", ""ifvg"": true}], ""breakout"": {""date"": ""20231206"", ""price"": 2.773, ""kind"": ""BOS↓""}, ""retrace"": {""price"": 2.843, ""state"": ""retrace_fail"", ""signal"": ""反抽收复(破位失败)""}, ""current_price"": 2.773}"
