symbol,entry_date,exit_date,net_pnl_pct,reason,hold_bars,entry_price,exit_price,stop,target,mfe_r,mae_r,swing_date,sweep_date,response_date,causal_trace,prior20_volume_rank,t1_violation
002198.SZ,20250411,20250514,8.502532,TIME20,20.0,6.32,6.87,5.6034,7.59,1.088473,0.069774,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002200.SZ,20250411,20250418,8.733162,TP_STRUCTURAL,4.0,4.668,5.085,4.33125,5.085,10.411284,0.184113,20250205,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002205.SZ,20250411,20250425,13.257077,TP_STRUCTURAL,10.0,8.62,9.78,7.6032,9.78,1.721086,-0.009835,20250124,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002206.SZ,20250411,20250514,23.134198,TIME20,20.0,3.857,4.757,3.35313,5.267,1.806021,-0.019846,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002207.SZ,20250411,20250507,17.130677,TP_STRUCTURAL,15.0,5.02,5.89,4.3758,5.89,1.412605,-0.124185,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002209.SZ,20250411,20250506,24.149286,TP_STRUCTURAL,14.0,9.528,11.848,7.95762,11.848,1.840319,0.031839,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002210.SZ,20250411,20250422,10.483761,TP_STRUCTURAL,7.0,2.34,2.59,1.98,2.59,1.166667,0.277778,20250221,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002213.SZ,20250411,20250514,10.963292,TIME20,20.0,12.989,14.439,10.67121,17.259,0.970752,0.125119,20241226,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002217.SZ,20250411,20250514,6.730693,TIME20,20.0,2.02,2.16,1.8513,2.38,1.600474,0.0,20250305,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002218.SZ,20250411,20250514,5.429139,TIME20,20.0,3.02,3.19,2.6829,3.61,1.097597,-0.177989,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002222.SZ,20250411,20250507,15.883009,TP_STRUCTURAL,15.0,30.84,35.8,27.225,35.8,1.53527,0.437068,20241127,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002227.SZ,20250411,20250514,11.174408,TIME20,20.0,10.55,11.75,9.0189,12.89,1.051532,0.163281,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002232.SZ,20250411,20250514,9.1499,TIME20,20.0,15.936,17.426,13.85604,21.066,1.192331,-0.081732,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002238.SZ,20250411,20250514,5.369948,TIME20,20.0,7.72,8.15,6.7221,9.3,0.661389,-0.080168,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002241.SZ,20250411,20250514,12.377341,TIME20,20.0,19.718,22.198,16.45182,27.788,1.157315,-0.097974,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002245.SZ,20250411,20250514,12.752381,TIME20,20.0,7.875,8.895,6.93297,9.747,1.334352,0.200631,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002249.SZ,20250411,20250514,16.537139,TIME20,20.0,5.676,6.626,4.97574,7.416,1.556565,-0.171365,20250218,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002259.SZ,20250411,20250416,10.16036,TP_STRUCTURAL,3.0,2.22,2.45,2.0196,2.45,10.878244,0.249501,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002263.SZ,20250411,20250514,14.777974,TIME20,20.0,2.27,2.61,1.9998,2.71,1.480385,-0.03701,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002282.SZ,20250411,20250514,10.10303,TIME20,20.0,6.6,7.28,5.8707,8.14,1.110654,-0.095982,20241011,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002283.SZ,20250411,20250514,17.431276,TIME20,20.0,5.218,6.138,4.45302,7.938,1.333368,-0.130722,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002286.SZ,20250411,20250430,2.600954,TP_STRUCTURAL,13.0,8.39,8.625,6.2073,8.625,1.02167,-0.499381,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002291.SZ,20250411,20250514,8.518861,TIME20,20.0,5.62,6.11,4.7124,7.58,0.738211,-0.088145,20241011,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002295.SZ,20250411,20250514,14.355822,TIME20,20.0,6.664,7.634,5.71626,8.394,1.392787,0.052757,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002298.SZ,20250411,20250514,26.838627,TIME20,20.0,4.66,5.92,4.0194,7.98,2.5601,-0.359038,20241016,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002309.SZ,20250411,20250514,7.117073,TIME20,20.0,2.46,2.64,2.2869,2.77,1.559792,-0.11554,20250313,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002313.SZ,20250411,20250514,8.704934,TIME20,20.0,8.31,9.05,6.9993,10.18,0.816358,-0.129702,20250107,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002315.SZ,20250411,20250513,27.177655,TP_STRUCTURAL,19.0,25.992,33.108,21.78792,33.108,1.710957,0.221452,20241119,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002317.SZ,20250411,20250422,10.107235,TP_STRUCTURAL,7.0,10.09,11.13,9.3555,11.13,2.722941,-0.108918,20240205,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002323.SZ,20250411,20250514,8.250704,TIME20,20.0,1.42,1.54,1.2177,1.85,1.235788,-0.741473,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002331.SZ,20250411,20250512,14.332374,TP_STRUCTURAL,18.0,6.95,7.96,5.9796,7.96,3.122424,-0.12366,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002332.SZ,20250411,20250514,1.669159,TIME20,20.0,8.56,8.72,7.92,9.84,0.421875,-0.390625,20240328,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002333.SZ,20250411,20250514,4.561905,TIME20,20.0,5.04,5.28,4.5342,5.75,0.61289,-0.079083,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002334.SZ,20250411,20250514,9.329071,TIME20,20.0,7.241,7.931,6.36669,9.961,1.075134,-0.148689,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002337.SZ,20250411,20250514,17.5374,TIME20,20.0,4.623,5.443,4.12137,6.293,2.372266,0.11961,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002343.SZ,20250411,20250514,12.180952,TIME20,20.0,6.3,7.08,5.1579,7.76,0.954382,-0.035023,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002344.SZ,20250411,20250514,8.909839,TIME20,20.0,3.842,4.192,3.37788,4.462,0.861846,0.021546,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002345.SZ,20250411,20250414,8.187097,TP_STRUCTURAL,1.0,7.75,8.4,6.2964,8.4,1.444689,-0.041277,20250311,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002347.SZ,20250411,20250514,26.410169,TIME20,20.0,5.9,7.47,4.6332,9.95,1.728765,-0.015788,20241127,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002348.SZ,20250411,20250514,14.505882,TIME20,20.0,3.06,3.51,2.5839,3.86,1.134216,0.084016,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002349.SZ,20250411,20250514,2.325253,TIME20,20.0,6.732,6.902,6.12018,7.402,0.424962,-0.032689,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002350.SZ,20250411,20250514,12.994444,TIME20,20.0,5.76,6.52,5.0292,7.04,1.245211,0.027367,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002351.SZ,20250411,20250514,8.859643,TIME20,20.0,11.921,13.001,10.46529,16.021,1.085381,0.027478,20241014,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002354.SZ,20250411,20250514,24.937615,TIME20,20.0,5.45,6.82,4.6134,7.79,2.51016,-0.119531,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002357.SZ,20250411,20250514,10.288506,TIME20,20.0,6.96,7.69,5.9994,9.78,1.072247,-0.093691,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002358.SZ,20250411,20250514,8.323909,TIME20,20.0,4.81,5.22,4.158,7.24,0.843558,0.06135,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002362.SZ,20250411,20250514,17.471958,TIME20,20.0,18.9,22.24,16.335,26.63,1.559454,0.015595,20241011,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002363.SZ,20250411,20250514,19.365217,TIME20,20.0,5.98,7.15,5.1282,8.45,1.608359,0.070439,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002376.SZ,20250411,20250429,18.602483,TP_STRUCTURAL,12.0,5.478,6.508,4.78962,6.508,2.237136,-0.087161,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002388.SZ,20250411,20250425,14.931579,TP_STRUCTURAL,10.0,3.04,3.5,2.8611,3.5,4.30408,0.223589,20240813,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002390.SZ,20250411,20250514,4.025777,TIME20,20.0,3.313,3.453,2.99277,3.743,0.499641,-0.312276,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002395.SZ,20250411,20250514,11.178849,TIME20,20.0,14.94,16.64,13.1274,18.58,1.49509,0.14344,20241011,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002398.SZ,20250411,20250514,9.677705,TIME20,20.0,4.252,4.672,3.63528,5.432,0.8756,-0.097289,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002399.SZ,20250411,20250514,5.522743,TIME20,20.0,10.135,10.715,9.23175,11.455,0.852477,-0.088569,20250127,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002404.SZ,20250411,20250512,13.359322,TP_STRUCTURAL,18.0,5.31,6.03,4.2471,6.03,1.063129,-0.291655,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002412.SZ,20250411,20250514,0.353506,TIME20,20.0,5.42,5.45,4.8609,6.12,0.947952,-0.339832,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002418.SZ,20250411,20250514,23.8,TIME20,20.0,2.75,3.41,2.376,4.0,1.97861,-0.080214,20241230,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002420.SZ,20250411,20250514,13.333835,TIME20,20.0,5.32,6.04,4.6134,6.89,1.202944,0.099066,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002424.SZ,20250411,20250514,0.563359,TIME20,20.0,3.93,3.96,3.6234,4.69,0.587084,-0.260926,20250305,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002425.SZ,20250411,20250430,17.38794,TP_STRUCTURAL,13.0,1.99,2.34,1.8513,2.34,3.460707,0.144196,20241014,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002426.SZ,20250411,20250514,11.294253,TIME20,20.0,2.61,2.91,2.2374,3.91,1.046699,-0.322061,20241118,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002429.SZ,20250411,20250514,3.366334,TIME20,20.0,4.206,4.356,3.84714,5.526,0.780249,-0.390124,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002440.SZ,20250411,20250506,22.717736,TP_STRUCTURAL,14.0,5.847,7.187,5.40243,7.187,4.003869,0.24743,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002452.SZ,20250411,20250514,2.606499,TIME20,20.0,6.77,6.96,6.1281,7.8,0.576414,-0.186945,20240828,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002455.SZ,20250411,20250514,10.60292,TIME20,20.0,6.85,7.59,5.9994,8.99,0.952269,0.058782,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002468.SZ,20250411,20250514,-5.067496,TIME20,20.0,11.094,10.554,10.01286,12.014,0.295984,-0.980447,20250205,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002472.SZ,20250411,20250514,16.051647,TIME20,20.0,29.597,34.407,25.18263,38.517,1.175706,-0.151777,20241127,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002474.SZ,20250411,20250514,13.020339,TIME20,20.0,5.9,6.68,5.049,7.09,1.269095,0.12926,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002476.SZ,20250411,20250514,8.174384,TIME20,20.0,4.06,4.4,3.5541,4.74,0.968571,0.019767,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002478.SZ,20250411,20250514,0.003957,TIME20,20.0,4.903,4.913,4.46787,5.633,0.781376,-0.367706,20250305,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002479.SZ,20250411,20250422,18.301171,TP_STRUCTURAL,7.0,4.27,5.06,3.9204,5.06,4.033181,0.200229,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002482.SZ,20250411,20250514,7.402339,TIME20,20.0,1.71,1.84,1.5345,2.02,1.310541,-0.2849,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002484.SZ,20250411,20250514,12.258622,TIME20,20.0,16.615,18.685,14.46885,25.385,1.327959,-0.00466,20241115,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002489.SZ,20250411,20250514,22.666894,TIME20,20.0,2.93,3.6,2.6037,3.88,2.574318,0.4597,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002492.SZ,20250411,20250417,7.229719,TP_STRUCTURAL,4.0,4.98,5.35,4.2867,5.35,1.730852,-0.043271,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002496.SZ,20250411,20250515,4.147826,TIME20,20.0,1.38,1.44,1.1484,1.59,0.518135,-0.82038,20240207,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002498.SZ,20250411,20250514,3.926984,TIME20,20.0,3.15,3.28,2.9106,4.14,0.75188,-0.250627,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002506.SZ,20250411,20250514,9.477419,TIME20,20.0,2.17,2.38,1.9602,2.66,1.239276,-0.42898,20241018,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002513.SZ,20250411,20250512,21.682952,TP_STRUCTURAL,18.0,3.93,4.79,3.4155,4.79,2.001944,0.038873,20241014,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002522.SZ,20250411,20250514,11.637238,TIME20,20.0,4.055,4.535,3.50955,4.905,1.246677,0.091667,20250127,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002523.SZ,20250411,20250514,17.122835,TIME20,20.0,3.175,3.725,2.69775,4.425,1.822944,0.0,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002524.SZ,20250411,20250416,12.60654,TP_STRUCTURAL,3.0,3.67,4.14,3.1977,4.14,1.164514,0.021173,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002526.SZ,20250411,20250514,12.152941,TIME20,20.0,3.4,3.82,2.9601,4.43,1.250284,-0.113662,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002529.SZ,20250411,20250430,-23.942138,GAP_SL,12.0,6.36,4.85,5.049,9.69,0.526316,-1.151793,20250124,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002536.SZ,20250411,20250514,22.26732,TIME20,20.0,12.24,14.99,9.9,17.73,1.495726,0.5,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002545.SZ,20250411,20250514,11.500468,TIME20,20.0,6.41,7.16,6.0093,7.62,2.146244,0.199651,20250206,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002547.SZ,20250411,20250514,30.888083,TIME20,20.0,3.86,5.06,3.2373,5.66,2.248274,-0.016059,20241104,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002551.SZ,20250411,20250512,22.464835,TP_STRUCTURAL,18.0,2.912,3.572,2.53638,3.572,3.91353,0.133113,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002552.SZ,20250411,20250514,5.72474,TIME20,20.0,12.49,13.23,10.791,15.33,1.371395,0.041201,20241127,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002554.SZ,20250411,20250514,12.843478,TIME20,20.0,2.3,2.6,2.0295,3.26,1.182994,-0.147874,20240909,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002565.SZ,20250411,20250422,17.541385,TP_STRUCTURAL,7.0,2.931,3.451,2.61459,3.451,3.223665,-0.063209,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002566.SZ,20250411,20250417,5.88931,TP_STRUCTURAL,4.0,7.39,7.84,5.8806,7.84,0.364383,-0.490261,20250113,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002577.SZ,20250411,20250514,14.376635,TIME20,20.0,18.66,21.38,15.6717,22.49,1.117692,0.076967,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002581.SZ,20250411,20250425,-10.735077,SL,10.0,8.41,7.524,7.524,10.03,0.417607,-3.069977,20240918,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002591.SZ,20250411,20250514,19.8,TIME20,20.0,4.65,5.58,3.9303,6.0,1.570099,-0.041684,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002598.SZ,20250411,20250509,28.338283,TP_STRUCTURAL,17.0,8.62,11.08,7.5933,11.08,3.808318,-0.01948,20250106,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002599.SZ,20250411,20250514,12.072175,TIME20,20.0,8.23,9.24,6.7914,13.48,0.931461,-0.166829,20250121,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002606.SZ,20250411,20250514,5.016095,TIME20,20.0,8.052,8.472,7.20918,9.642,1.079709,0.094919,20240828,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
002615.SZ,20250411,20250514,10.268821,TIME20,20.0,6.591,7.281,5.69349,8.071,1.0362,0.122561,20240827,20250409,20250410,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,,False
