symbol,entry_date,exit_date,net_pnl_pct,reason,hold_bars,entry_price,exit_price,stop,target,mfe_r,mae_r,swing_date,sweep_date,response_date,causal_trace,prior20_volume_rank,t1_violation
603042.SH,20230814,20230816,-8.209753,SL,2.0,12.612,11.60181,11.60181,19.527,1.13444,-2.063968,20230801,20230810,20230811,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002045.SZ,20230816,20230822,-7.104153,SL,4.0,14.085,13.11255,13.11255,14.875,0.503882,-2.45771,20230728,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002760.SZ,20230816,20230822,-5.955242,SL,4.0,23.942,22.56408,22.56408,24.592,0.725732,-2.881154,20230728,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
300206.SZ,20230816,20230821,-3.286935,GAP_SL,3.0,11.986,11.616,11.63844,13.926,0.402808,-6.243526,20230807,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
600059.SH,20230816,20230913,0.701804,TIME20,20.0,9.98,10.07,9.6525,11.17,0.793893,-0.977099,20230706,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600129.SH,20230816,20230818,-11.426959,SL,2.0,52.08,46.233,46.233,54.2,-0.495981,-2.555156,20230731,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600624.SH,20230816,20230821,-3.272464,SL,3.0,6.21,6.0192,6.0192,6.33,0.104822,-2.568134,20230807,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
601158.SH,20230816,20230822,5.038767,TP_STRUCTURAL,4.0,4.963,5.223,4.85397,5.223,4.31074,-0.733743,20230712,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
601766.SH,20230816,20230821,-4.106736,SL,3.0,5.79,5.5638,5.5638,6.05,0.044209,-2.122016,20230728,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
603090.SH,20230816,20230904,1.718465,TP_STRUCTURAL,13.0,20.85,21.25,18.8199,21.25,0.295552,-0.743806,20230728,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603368.SH,20230816,20230824,-6.282835,SL,6.0,18.893,17.74377,17.74377,21.373,0.582999,-1.253013,20230807,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
688067.SH,20230816,20230824,-4.433303,SL,6.0,21.127,20.23263,20.23263,22.447,2.236211,-1.554167,20230807,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
688273.SH,20230816,20230822,-4.776916,SL,4.0,30.722,29.31588,29.31588,34.492,1.884619,-1.564589,20230807,20230814,20230815,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002582.SZ,20230818,20230823,-12.74974,SL,3.0,6.343,5.54697,5.54697,6.773,-0.062812,-1.55773,20230803,20230816,20230817,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
003023.SZ,20230821,20230823,0.747418,TP_STRUCTURAL,2.0,21.11,21.31,17.919,21.31,0.4356,-0.457537,20230809,20230817,20230818,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
300961.SZ,20230821,20230823,4.256328,TP_STRUCTURAL,2.0,11.22,11.72,10.494,11.72,1.735537,-0.77135,20230707,20230817,20230818,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
301053.SZ,20230821,20230828,-14.840854,SL,5.0,19.073,16.28055,16.28055,21.273,0.209852,-1.097244,20230724,20230817,20230818,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
301388.SZ,20230821,20230825,-10.667932,SL,4.0,26.35,23.5917,23.5917,27.63,0.134141,-1.337781,20230803,20230817,20230818,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300560.SZ,20230823,20230824,8.542434,TP_STRUCTURAL,1.0,17.844,19.404,15.31926,19.404,0.904252,-0.546591,20230814,20230821,20230822,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002393.SZ,20230824,20230825,6.820402,TP_STRUCTURAL,1.0,12.891,13.796,12.01266,13.796,3.260696,-0.143452,20230808,20230822,20230823,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600097.SH,20230824,20230825,4.784093,TP_STRUCTURAL,1.0,9.43,9.9,9.108,9.9,6.055901,-2.204969,20230814,20230822,20230823,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
603230.SH,20230825,20230908,-6.046154,SL,10.0,11.44,10.7712,10.7712,12.07,0.41866,-1.779306,20230814,20230823,20230824,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
002236.SZ,20230829,20230926,13.287686,TIME20,20.0,18.313,20.783,16.63497,20.883,1.471964,-0.363522,20230817,20230825,20230828,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600873.SH,20230829,20230904,7.881371,TP_STRUCTURAL,4.0,7.177,7.757,6.87753,7.757,3.87351,0.901593,20230821,20230825,20230828,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
003028.SZ,20230830,20230927,2.595855,TIME20,20.0,27.505,28.274,24.89949,31.559,0.705428,-0.109384,20230821,20230828,20230829,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002036.SZ,20230831,20230928,-2.861208,TIME20,20.0,9.77,9.51,8.9199,12.03,0.999882,-0.776379,20230628,20230829,20230830,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
300445.SZ,20230831,20230928,-2.25864,TIME20,20.0,16.03,15.7,14.0481,19.49,0.393562,-0.655936,20230814,20230829,20230830,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
301153.SZ,20230831,20230906,-11.842415,SL,4.0,37.991,33.56793,33.56793,39.596,-0.25887,-1.625342,20230727,20230829,20230830,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
605033.SH,20230831,20230928,-0.2,TIME20,20.0,18.355,18.355,16.73595,19.415,0.457058,-0.432352,20230817,20230829,20230830,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
688072.SH,20230831,20230928,2.620146,TIME20,20.0,155.843,160.238,128.52081,200.028,0.954316,-0.625902,20230822,20230829,20230830,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
688408.SH,20230831,20230912,7.424994,TP_STRUCTURAL,8.0,43.882,47.228,34.61238,47.228,0.647815,-0.256321,20230823,20230829,20230830,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
000799.SZ,20230904,20231009,-7.278947,SL,19.0,91.2,84.744,84.744,106.36,0.72026,-1.098203,20230719,20230831,20230901,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002092.SZ,20230904,20230905,6.797085,TP_STRUCTURAL,1.0,6.86,7.34,6.5736,7.34,1.990223,-0.628492,20230825,20230831,20230901,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600846.SH,20230904,20230906,7.726622,TP_STRUCTURAL,2.0,8.831,9.531,8.31699,9.531,1.614755,-0.428007,20230825,20230831,20230901,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
688349.SH,20230904,20231010,-1.901432,TIME20,20.0,22.628,22.243,21.34242,23.875,0.407598,-0.885981,20230825,20230831,20230901,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
000510.SZ,20230905,20231009,-6.6375,SL,18.0,5.28,4.9401,4.9401,5.38,0.176523,-1.176817,20230824,20230901,20230904,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600674.SH,20230906,20230914,3.047232,TP_STRUCTURAL,6.0,13.55,13.99,13.2165,13.99,1.85907,-0.569715,20230814,20230904,20230905,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603861.SH,20230906,20231012,0.269373,TIME20,20.0,8.522,8.562,7.96158,8.772,0.249813,-0.963563,20230825,20230904,20230905,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
688166.SH,20230912,20230918,2.567335,TP_STRUCTURAL,4.0,19.152,19.682,17.42598,19.682,14.067044,-0.208572,20230825,20230908,20230911,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
000921.SZ,20230913,20230914,-3.628971,SL,1.0,20.379,19.68021,19.68021,23.099,3.234162,-1.946221,20230711,20230911,20230912,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
601188.SH,20230913,20230914,2.149486,TP_STRUCTURAL,1.0,3.405,3.485,2.91555,3.485,3.738891,-0.081724,20230901,20230911,20230912,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
603006.SH,20230913,20230914,-7.029442,SL,1.0,9.85,9.1773,9.1773,10.24,0.104058,-1.248699,20230824,20230911,20230912,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
603156.SH,20230913,20231019,-1.512999,TIME20,20.0,19.802,19.542,18.77238,21.212,1.146054,-0.679862,20230829,20230911,20230912,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
000663.SZ,20230918,20230919,3.524928,TP_STRUCTURAL,1.0,10.47,10.86,9.4545,10.86,1.024126,-2.471689,20230828,20230914,20230915,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
300247.SZ,20230918,20230925,1.519198,TP_STRUCTURAL,5.0,3.49,3.55,3.3561,3.55,2.240478,-0.896191,20230908,20230914,20230915,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
301220.SZ,20230918,20231016,9.306001,TP_STRUCTURAL,14.0,22.996,25.182,22.09284,25.182,4.839674,-2.165729,20230707,20230914,20230915,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600179.SH,20230918,20231011,-6.374216,SL,11.0,2.87,2.6928,2.6928,2.9,0.0,-2.14447,20230907,20230914,20230915,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
601018.SH,20230918,20230919,0.76123,TP_STRUCTURAL,1.0,3.121,3.151,3.02049,3.151,0.795941,-1.989852,20230908,20230914,20230915,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
688301.SH,20230918,20231016,-9.811812,SL,14.0,81.494,73.66095,73.66095,92.172,0.939353,-1.623123,20230908,20230914,20230915,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002126.SZ,20230919,20230925,6.310785,TP_STRUCTURAL,4.0,17.663,18.813,16.55577,18.813,1.652773,-1.092817,20230911,20230915,20230918,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002805.SZ,20230919,20230928,5.901281,TP_STRUCTURAL,7.0,16.39,17.39,15.246,17.39,1.791958,-1.031469,20230825,20230915,20230918,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
002863.SZ,20230919,20231025,1.145669,TIME20,20.0,5.945,6.025,5.62815,6.765,0.568092,-0.978381,20230908,20230915,20230918,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
300347.SZ,20230919,20231011,7.349972,TP_STRUCTURAL,10.0,64.636,69.516,59.19804,69.516,1.202657,-1.441717,20230908,20230915,20230918,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
002970.SZ,20230920,20231023,-7.170961,SL,17.0,26.86,24.9876,24.9876,34.17,1.404614,-1.137577,20230825,20230918,20230919,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002978.SZ,20230920,20231013,1.783696,TP_STRUCTURAL,11.0,32.263,32.903,30.43557,32.903,0.492495,-2.276421,20230912,20230918,20230919,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600028.SH,20230920,20230922,1.721669,TP_STRUCTURAL,2.0,5.464,5.569,5.23116,5.569,0.558323,-3.006356,20230912,20230918,20230919,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600642.SH,20230920,20231010,-5.007692,SL,8.0,5.2,4.95,4.95,5.62,0.16,-2.64,20230908,20230918,20230919,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
603766.SH,20230920,20230922,1.651852,TP_STRUCTURAL,2.0,4.32,4.4,4.0689,4.4,2.031063,-0.756671,20230907,20230918,20230919,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
600060.SH,20230921,20230926,1.79551,TP_STRUCTURAL,3.0,20.045,20.445,18.60705,20.445,1.036197,-0.382489,20230908,20230919,20230920,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002149.SZ,20230925,20231017,-5.402505,SL,10.0,14.37,13.6224,13.6224,16.07,0.642055,-1.738898,20230823,20230921,20230922,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002796.SZ,20230925,20231010,5.223729,TP_STRUCTURAL,5.0,11.8,12.44,10.4742,12.44,1.651833,-0.429929,20230913,20230921,20230922,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
301112.SZ,20230926,20230927,6.727118,TP_STRUCTURAL,1.0,30.46,32.57,28.1358,32.57,1.850099,-1.622064,20230918,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
301263.SZ,20230926,20231010,-5.347396,SL,4.0,14.919,14.15106,14.15106,15.86,2.224132,-2.713754,20230828,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
600535.SH,20230926,20230928,4.497452,TP_STRUCTURAL,2.0,12.56,13.15,11.781,13.15,1.861361,-0.795892,20230913,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603897.SH,20230926,20231023,-3.800847,SL,13.0,11.8,11.3751,11.3751,12.84,4.42457,-2.259355,20230915,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
605088.SH,20230926,20231027,-10.570024,SL,17.0,19.969,17.89821,17.89821,23.909,0.338035,-1.390774,20230911,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
688289.SH,20230926,20231009,-3.473175,SL,3.0,15.243,14.74407,14.74407,15.603,0.681458,-4.028621,20230915,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
688366.SH,20230926,20231012,-6.106082,SL,6.0,79.122,74.44899,74.44899,83.352,0.058207,-2.920815,20230915,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
688737.SH,20230926,20231009,9.624561,TP_STRUCTURAL,3.0,28.5,31.3,25.4529,31.3,3.071773,0.298645,20230918,20230922,20230925,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600567.SH,20230928,20231016,1.695735,TP_STRUCTURAL,6.0,2.11,2.15,2.0295,2.15,1.614907,-1.118012,20230824,20230926,20230927,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002139.SZ,20231009,20231019,-4.897213,SL,8.0,10.443,9.95247,9.95247,10.983,0.63197,-3.689886,20230921,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002348.SZ,20231009,20231016,-6.291429,SL,5.0,3.5,3.2868,3.2868,3.58,0.375235,-2.251407,20230921,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300211.SZ,20231009,20231010,0.881081,TP_STRUCTURAL,1.0,9.25,9.35,8.7219,9.35,1.344442,-1.268699,20230921,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600232.SH,20231009,20231010,-4.530841,SL,1.0,5.35,5.1183,5.1183,5.49,1.078981,-2.503237,20230918,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
600768.SH,20231009,20231018,-5.250428,SL,7.0,10.51,9.9792,9.9792,10.66,0.339111,-1.657875,20230921,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600987.SH,20231009,20231010,2.005882,TP_STRUCTURAL,1.0,6.8,6.95,6.0885,6.95,1.250878,-0.688686,20230908,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603366.SH,20231009,20231023,-6.653864,GAP_SL,10.0,5.733,5.363,5.39847,6.203,0.029893,-1.55442,20230714,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
603637.SH,20231009,20231012,-5.104844,SL,3.0,8.113,7.71507,7.71507,8.243,-0.05026,-1.960144,20230921,20230927,20230928,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
