symbol,entry_date,exit_date,net_pnl_pct,reason,hold_bars,entry_price,exit_price,stop,target,mfe_r,mae_r,swing_date,sweep_date,response_date,causal_trace,prior20_volume_rank,t1_violation
002156.SZ,20240122,20240126,-11.739484,SL,4.0,22.262,19.69308,19.69308,23.362,0.031141,-2.024197,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002180.SZ,20240122,20240123,-4.944327,SL,1.0,19.83,18.8892,18.8892,21.19,1.84949,-3.380102,20240111,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002223.SZ,20240122,20240123,-5.162409,SL,1.0,31.231,29.68119,29.68119,33.011,2.71001,-2.109936,20240109,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002234.SZ,20240122,20240123,-7.429965,GAP_SL,1.0,11.48,10.65,10.989,12.23,0.142566,-5.98778,20240109,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002398.SZ,20240122,20240126,6.300542,TP_STRUCTURAL,4.0,4.615,4.915,4.22235,4.915,0.840443,-4.456895,20231227,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002475.SZ,20240122,20240129,-7.974963,SL,5.0,28.933,26.68347,26.68347,34.163,-0.106689,-2.156006,20230915,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002486.SZ,20240122,20240123,-9.477667,GAP_SL,1.0,3.018,2.738,2.83932,3.088,-0.55966,-6.827849,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002721.SZ,20240122,20240125,3.785507,TP_STRUCTURAL,3.0,2.76,2.87,2.5641,2.87,0.816743,-3.011741,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
002926.SZ,20240122,20240202,-6.180436,SL,9.0,7.156,6.72804,6.72804,7.836,1.378634,-2.219834,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
003036.SZ,20240122,20240123,-7.597737,GAP_SL,1.0,11.49,10.64,10.8801,12.12,-0.147565,-9.837678,20231026,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
300014.SZ,20240122,20240124,-5.706475,SL,2.0,38.225,36.12015,36.12015,40.525,-0.023755,-4.356605,20240109,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300144.SZ,20240122,20240123,-6.087092,SL,1.0,9.521,8.96049,8.96049,9.961,1.373749,-3.300566,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
300207.SZ,20240122,20240123,-6.860032,GAP_SL,1.0,13.063,12.193,12.43737,13.833,1.454534,-4.651311,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
300308.SZ,20240122,20240125,1.482547,TP_STRUCTURAL,3.0,81.127,82.492,66.68046,82.492,2.422033,-0.959815,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
301009.SZ,20240122,20240123,-8.113408,SL,1.0,10.74,9.8901,9.8901,12.08,-0.152959,-4.941758,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600183.SH,20240122,20240124,-7.595876,SL,2.0,14.55,13.4739,13.4739,16.15,0.288077,-3.438342,20240112,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600211.SH,20240122,20240123,-9.832559,GAP_SL,1.0,30.345,27.422,28.40508,33.892,0.313415,-3.949132,20231023,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600258.SH,20240122,20240123,-5.545688,GAP_SL,1.0,14.03,13.28,13.3452,14.72,1.314252,-2.701519,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600276.SH,20240122,20240129,-5.882973,SL,5.0,40.801,38.48229,38.48229,44.841,0.62966,-2.540206,20230907,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600415.SH,20240122,20240125,2.849759,TP_STRUCTURAL,3.0,6.23,6.42,5.6925,6.42,2.232558,-0.706977,20240109,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
600785.SH,20240122,20240123,-7.617651,SL,1.0,10.243,9.48321,9.48321,11.143,4.305137,-1.955804,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600815.SH,20240122,20240123,-7.870213,SL,1.0,2.82,2.6037,2.6037,3.04,1.294498,-4.114656,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
600900.SH,20240122,20240125,3.820199,TP_STRUCTURAL,3.0,20.397,21.217,19.91583,21.217,5.36193,-0.478002,20240112,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
600977.SH,20240122,20240123,-7.391165,GAP_SL,1.0,11.681,10.841,10.90089,12.081,0.858853,-1.948443,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
601238.SH,20240122,20240202,-4.705495,SL,9.0,8.19,7.821,7.821,8.45,2.00542,-1.680217,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
601398.SH,20240122,20240124,1.574398,TP_STRUCTURAL,2.0,3.945,4.015,3.75705,4.015,3.458367,-0.159617,20240112,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
601990.SH,20240122,20240123,-4.409943,SL,1.0,7.402,7.09038,7.09038,7.692,1.572428,-3.273217,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603066.SH,20240122,20240125,8.820619,TP_STRUCTURAL,3.0,13.192,14.382,10.60488,14.382,0.834905,-1.990631,20240108,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
603077.SH,20240122,20240206,2.801715,TP_STRUCTURAL,11.0,2.332,2.402,2.22948,2.402,2.633632,-0.780336,20231218,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
603161.SH,20240122,20240123,-7.133397,SL,1.0,10.495,9.76734,9.76734,10.954,0.922134,-5.444851,20230918,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
603297.SH,20240122,20240123,-7.236065,SL,1.0,81.187,75.47463,75.47463,97.497,-0.110287,-4.469248,20231102,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603922.SH,20240122,20240131,-6.430374,SL,7.0,18.114,16.98543,16.98543,19.014,0.639748,-2.962156,20231227,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
603956.SH,20240122,20240123,-6.229412,SL,1.0,7.48,7.029,7.029,8.18,0.266075,-5.498891,20231016,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
688012.SH,20240122,20240124,-7.27069,SL,2.0,94.129,87.47343,87.47343,106.941,-0.16242,-3.658439,20240110,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
688459.SH,20240122,20240126,2.146369,TP_STRUCTURAL,4.0,8.95,9.16,8.4348,9.16,0.679348,-4.367236,20231023,20240118,20240119,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
301218.SZ,20240124,20240125,0.229443,TP_STRUCTURAL,1.0,34.929,35.079,27.21411,35.079,0.337011,-2.195754,20230801,20240122,20240123,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
301259.SZ,20240124,20240126,4.991894,TP_STRUCTURAL,2.0,11.152,11.731,10.21383,11.731,2.682883,-1.727832,20231109,20240122,20240123,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
000426.SZ,20240125,20240201,-8.228286,SL,5.0,9.015,8.29125,8.29125,9.615,0.732297,-2.542314,20231227,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
000528.SZ,20240125,20240126,3.365365,TP_STRUCTURAL,1.0,5.89,6.1,5.3262,6.1,2.305782,0.141894,20231206,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
000598.SZ,20240125,20240129,6.651997,TP_STRUCTURAL,2.0,5.108,5.458,4.72032,5.458,1.934585,-0.74804,20231206,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
000630.SZ,20240125,20240220,11.390004,TP_STRUCTURAL,12.0,2.761,3.081,2.55519,3.081,2.089306,-0.485885,20231221,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
000726.SZ,20240125,20240126,4.132756,TP_STRUCTURAL,1.0,5.77,6.02,5.4054,6.02,0.685683,-2.687877,20231228,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
000737.SZ,20240125,20240201,-8.31499,SL,5.0,4.87,4.4748,4.4748,5.57,1.088057,-3.137652,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
000782.SZ,20240125,20240131,-4.566,SL,4.0,5.0,4.7817,4.7817,5.7,1.603298,-5.497022,20230726,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
000822.SZ,20240125,20240202,-6.427723,SL,6.0,6.06,5.6826,5.6826,6.72,1.033386,-3.444621,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
000902.SZ,20240125,20240201,-5.582294,SL,5.0,9.94,9.405,9.405,10.89,1.065421,-2.878505,20231221,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
001208.SZ,20240125,20240131,-15.823351,GAP_SL,4.0,9.473,7.993,8.38827,9.843,0.295004,-3.106764,20240111,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
001296.SZ,20240125,20240131,-6.194364,SL,4.0,14.728,13.84515,13.84515,15.978,1.375092,-5.559268,20231024,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
002078.SZ,20240125,20240206,5.629596,TP_STRUCTURAL,8.0,11.15,11.8,10.3554,11.8,2.856783,-0.339794,20231206,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002133.SZ,20240125,20240126,9.464754,TP_STRUCTURAL,1.0,3.311,3.631,3.01059,3.631,1.331514,-4.194268,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002293.SZ,20240125,20240201,-5.777279,SL,5.0,7.57,7.1478,7.1478,8.01,1.468498,-1.586926,20231227,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002296.SZ,20240125,20240131,-9.389069,SL,4.0,6.77,6.1479,6.1479,7.8,0.851953,-3.825751,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002540.SZ,20240125,20240201,-8.976435,SL,5.0,4.965,4.52925,4.52925,5.765,0.940906,-3.075158,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
002563.SZ,20240125,20240131,-8.403742,SL,4.0,4.81,4.4154,4.4154,5.16,0.810948,-2.432843,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
002574.SZ,20240125,20240130,-7.236585,SL,3.0,5.74,5.3361,5.3361,6.5,0.198069,-5.224065,20231226,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002652.SZ,20240125,20240201,-10.295406,SL,5.0,2.83,2.5443,2.5443,3.43,1.330067,-4.375219,20230714,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002687.SZ,20240125,20240131,-7.656979,SL,4.0,4.707,4.356,4.356,5.331,0.931624,-3.612536,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002752.SZ,20240125,20240201,-10.608207,SL,5.0,4.63,4.1481,4.1481,4.95,0.373521,-2.822162,20230825,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
002839.SZ,20240125,20240126,4.055319,TP_STRUCTURAL,1.0,3.29,3.43,3.0987,3.43,1.568217,-1.150026,20231227,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300247.SZ,20240125,20240131,-6.472189,SL,4.0,3.38,3.168,3.168,3.83,0.613208,-5.377358,20230825,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
300873.SZ,20240125,20240130,-7.642945,SL,3.0,12.523,11.59092,11.59092,16.652,1.136169,-4.314007,20231011,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
301062.SZ,20240125,20240130,-6.198902,SL,3.0,9.11,8.5635,8.5635,10.83,2.159195,-5.032022,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
301188.SZ,20240125,20240131,-5.729453,SL,4.0,15.737,14.86683,14.86683,17.907,2.206465,-4.849627,20231128,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
301376.SZ,20240125,20240202,-19.401024,SL,6.0,24.803,20.04057,20.04057,27.193,0.18457,-1.864594,20240110,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600082.SH,20240125,20240126,12.438718,TP_STRUCTURAL,1.0,3.244,3.654,2.97396,3.654,1.814546,-4.77707,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
600235.SH,20240125,20240131,-6.854016,SL,4.0,5.428,5.06682,5.06682,6.208,0.996733,-5.1221,20231024,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
600469.SH,20240125,20240201,-7.057988,SL,5.0,5.07,4.7223,4.7223,5.91,1.265459,-4.400345,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600510.SH,20240125,20240126,9.679892,TP_STRUCTURAL,1.0,5.162,5.672,4.66488,5.672,1.025909,-2.735758,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
600539.SH,20240125,20240131,-8.516038,SL,4.0,6.36,5.8311,5.8311,7.44,0.888637,-5.653243,20230626,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
600675.SH,20240125,20240126,0.063019,TP_STRUCTURAL,1.0,3.802,3.812,2.75418,3.812,0.76349,-1.049799,20230705,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
600785.SH,20240125,20240205,-15.258113,SL,7.0,10.514,8.93079,8.93079,10.886,1.894884,-1.109771,20231225,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
601019.SH,20240125,20240126,16.896336,TP_STRUCTURAL,1.0,7.37,8.63,6.9003,8.63,6.493506,-0.191612,20231031,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
601368.SH,20240125,20240202,-6.110105,SL,6.0,4.839,4.55301,4.55301,5.659,1.293752,-4.405748,20231023,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
601860.SH,20240125,20240126,2.856769,TP_STRUCTURAL,1.0,2.29,2.36,2.1186,2.36,0.933489,-1.108518,20231227,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
601899.SH,20240125,20240219,7.882707,TP_STRUCTURAL,11.0,10.64,11.5,9.9297,11.5,2.618612,0.084471,20231211,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
603159.SH,20240125,20240131,-8.984615,SL,4.0,14.625,13.34025,13.34025,16.925,1.556723,-4.623468,20230829,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
603300.SH,20240125,20240201,-9.653039,SL,5.0,5.973,5.40837,5.40837,6.573,0.974089,-2.125286,20231030,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
603610.SH,20240125,20240126,6.3932,TP_STRUCTURAL,1.0,10.617,11.317,9.61983,11.317,0.772185,-3.499905,20231031,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
605155.SH,20240125,20240131,-10.988107,SL,4.0,9.821,8.7615,8.7615,10.957,0.600283,-3.640396,20230825,20240123,20240124,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
000850.SZ,20240126,20240201,-13.87538,SL,4.0,3.749,3.23631,3.23631,4.119,0.409604,-2.59416,20231227,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
001211.SZ,20240126,20240131,-9.754327,SL,3.0,15.913,14.39262,14.39262,18.016,0.217709,-5.147397,20231023,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
002782.SZ,20240126,20240130,-8.326053,SL,2.0,11.392,10.46628,10.46628,13.652,0.172838,-4.13732,20230824,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
002898.SZ,20240126,20240131,-8.231923,SL,3.0,12.53,11.5236,11.5236,14.05,0.407393,-4.819157,20231023,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
002929.SZ,20240126,20240130,-8.834961,SL,2.0,34.232,31.27608,31.27608,41.522,2.242957,-3.724729,20231018,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
300014.SZ,20240126,20240129,-5.451452,SL,1.0,37.025,35.08065,35.08065,40.525,1.023478,-4.099056,20231221,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300482.SZ,20240126,20240130,-7.833413,SL,2.0,26.864,24.81336,24.81336,29.234,0.131666,-3.589123,20231116,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
300543.SZ,20240126,20240130,-9.057143,SL,2.0,8.82,8.0388,8.0388,11.06,0.0,-5.120328,20230825,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
300573.SZ,20240126,20240201,-5.711128,SL,4.0,49.334,46.61514,46.61514,61.305,1.987966,-2.41204,20231124,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
300625.SZ,20240126,20240131,-11.140081,SL,3.0,12.35,10.9989,10.9989,13.7,0.111021,-3.419436,20231023,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300679.SZ,20240126,20240131,-10.263707,SL,3.0,34.188,30.74742,30.74742,37.178,1.031803,-2.275779,20230921,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
300818.SZ,20240126,20240131,-9.282424,SL,3.0,15.311,13.92039,13.92039,18.28,1.71076,-3.239586,20230828,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.95,False
300841.SZ,20240126,20240131,-9.660655,SL,3.0,57.453,52.01757,52.01757,75.633,1.100189,-2.965727,20230829,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.8,False
300843.SZ,20240126,20240130,-12.297253,SL,2.0,19.002,16.70328,16.70328,22.672,-0.143558,-3.771664,20230828,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,1.0,False
300972.SZ,20240126,20240131,-9.080035,SL,3.0,33.293,30.33657,30.33657,34.693,0.030442,-3.003623,20240118,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.9,False
301333.SZ,20240126,20240131,-9.478463,SL,3.0,51.303,46.54287,46.54287,58.923,0.325621,-3.073445,20230724,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
600329.SH,20240126,20240130,-10.077953,SL,2.0,22.86,20.6019,20.6019,25.68,0.371994,-3.01581,20231101,20240124,20240125,prior_confirmed_unmitigated_swing_low -> high_volume_SSL_sweep_close_reclaim -> next_bar_close_breaks_sweep_high -> following_open_eligible,0.85,False
