symbol,entry_date,exit_date,net_pnl_pct,reason,hold_bars,entry_price,exit_price,sl_price,tp1_price,rr_realized,mfe_r,mae_r,event_date,zone_date,event_type,poi_type,story,market_state,trend_regime,trend_reason,signal_type,v88_combo,v83_takeover_type,v85_reason,v85_path,mtf_score,weekly_state,daily_state,m60_state,risk_pct,entry_semantic,sample_class,t1_violation
002620.SZ,20250317,20250319,-1.7744,SL_HIT,2.0,3.9,3.8308,3.8308,4.1,-0.9816,0.578,-1.1561,20250312,20250314,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,RECOVERY,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,2,RECOVERY,BULL_CONTINUATION,BEAR_RISK,1.7744,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002626.SZ,20250213,20250214,3.1651,RUNNER_TRAIL,1.0,13.766,13.9891,13.5429,13.991,1.9217,4.5495,-3.0255,20250210,20250211,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,1,BEAR_RISK,BULL_CONTINUATION,BEAR_RISK,1.6207,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002637.SZ,20231114,20231115,2.3064,RUNNER_TRAIL,1.0,10.439,10.6045,10.2735,10.654,1.4546468940754074,2.0542,-0.3625,20231109,20231113,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,RECOVERY_TRANSITION,RECOVERY_BUT_NOT_CONFIRMED_UPTREND,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,BULL_CONTINUATION,1.5855,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002637.SZ,20231115,20231117,2.2663,RUNNER_TRAIL,2.0,10.539,10.7061,10.3719,10.744,1.4065,2.1245,-0.2693,20231110,20231113,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,BULL_CONTINUATION,1.5855,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002658.SZ,20230526,20230530,7.3431,RUNNER_TRAIL,2.0,7.49,7.617,7.363,8.04,4.2574,4.3307,-0.4724,20230523,20230524,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,RECOVERY,BULL_CONTINUATION,BULL_CONTINUATION,1.6956,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002661.SZ,20241231,20250102,2.7801,RUNNER_TRAIL,1.0,9.498,9.6798,9.3162,9.733,1.4245,2.2277,-4.538,20241226,20241230,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,DOWN_REVERSAL_REQUIRED,LH_LL_NEEDS_SSL_CHOCH,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,RECOVERY,RECOVERY,BULL_CONTINUATION,1.9141,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002661.SZ,20250826,20250827,-2.5,SL_HIT,1.0,10.352,10.0932,10.0932,10.6108,-0.975,0.3671,-1.99,20250820,20250822,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,2,BEAR_RISK,MIXED,BULL_CONTINUATION,2.5,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002663.SZ,20240315,20240318,2.3765,RUNNER_TRAIL,1.0,1.62,1.648,1.592,1.65,1.3512,2.5,0.7143,20240312,20240313,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,MIXED,BULL_CONTINUATION,MIXED,1.7284,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002674.SZ,20230915,20230918,3.4775,RUNNER_TRAIL,1.0,11.745,11.9281,11.5619,12.25,2.1959,2.7581,-0.2458,20230912,20230913,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BULL_CONTINUATION,BULL_CONTINUATION,BEAR_RISK,1.559,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002678.SZ,20230714,20230718,-0.8154,TIME_STOP,2.0,5.768,5.618,5.6238,5.9122,-0.318,1.8724,-1.8724,20230711,20230712,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,RECOVERY_TRANSITION,RECOVERY_BUT_NOT_CONFIRMED_UPTREND,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,RECOVERY,BULL_CONTINUATION,BEAR_RISK,2.5,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002682.SZ,20241025,20241028,3.324,RUNNER_TRAIL,1.0,4.13,4.2004,4.0596,4.2004,1.9167,6.108,0.8523,20241022,20241023,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,BULL_CONTINUATION,1.7046,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002683.SZ,20241025,20241028,4.7995,RUNNER_TRAIL,1.0,24.169,24.5485,23.7895,25.329,3.0083,3.0567,-0.5797,20241022,20241025,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,1,BULL_CONTINUATION,BEAR_RISK,BEAR_RISK,1.5702,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002686.SZ,20260106,20260107,2.6804,RUNNER_TRAIL,1.0,6.54,6.6523,6.4277,6.72,1.5342,2.3152,-0.7124,20251230,20251231,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BULL_CONTINUATION,MIXED,BEAR_RISK,1.7171,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002692.SZ,20230518,20230519,-1.6404,TIME_STOP,1.0,3.81,3.66,3.7511,3.91,-1.0456,1.6978,-3.2258,20230512,20230515,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,MIXED,BULL_CONTINUATION,1.5459,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002701.SZ,20251113,20251114,-1.5084,SL_HIT,1.0,5.94,5.8504,5.8504,6.04,-0.9999695408734633,0.8928,-1.5625,20251110,20251111,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,RECOVERY,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,1,BEAR_RISK,RECOVERY,BEAR_RISK,1.5084,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002703.SZ,20241209,20241210,2.8022,RUNNER_TRAIL,1.0,12.585,12.7922,12.3778,13.0,1.674,2.0029,0.1207,20241204,20241206,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,1,BEAR_RISK,MIXED,BEAR_RISK,1.6464,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002722.SZ,20230926,20230927,3.4177,RUNNER_TRAIL,1.0,13.461,13.6676,13.2544,13.831,2.1925,4.1626,0.5324,20230920,20230922,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,BULL_CONTINUATION,1.5348,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002722.SZ,20250811,20250812,4.875,RUNNER_TRAIL,1.0,16.98,17.4045,16.5555,17.4045,1.9013,4.4052,0.1649,20250806,20250807,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,3,BULL_CONTINUATION,RECOVERY,BULL_CONTINUATION,2.5,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002727.SZ,20251015,20251016,-2.4998,SL_HIT,1.0,13.629,13.2883,13.2883,13.9697,-0.9749,0.9833,-1.5409,20251010,20251009,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,DOWN_REVERSAL_REQUIRED,LH_LL_NEEDS_SSL_CHOCH,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BEAR_RISK,RECOVERY,BULL_CONTINUATION,2.4998,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002748.SZ,20250304,20250305,2.5569,RUNNER_TRAIL,1.0,7.56,7.6973,7.4227,7.72,1.3823,2.4035,0.1457,20250227,20250228,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,RECOVERY,1.8161,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002755.SZ,20231013,20231016,5.6541,RUNNER_TRAIL,1.0,9.02,9.1745,8.8655,9.53,3.2433,4.9191,0.5825,20231010,20231011,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BULL_CONTINUATION,BULL_CONTINUATION,BEAR_RISK,1.7129,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002757.SZ,20250213,20250217,11.2782,RUNNER_TRAIL,2.0,17.29,17.566,17.014,19.24,7.065267732558188,35.2901,-0.8696,20250210,20250211,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BULL_CONTINUATION,BULL_CONTINUATION,BEAR_RISK,1.5963,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002768.SZ,20260109,20260112,-1.9786,SL_HIT,1.0,36.299,35.5808,35.5808,55.42,-0.9999815791944408,6.7959,-2.1706,20260106,20260108,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,RECOVERY,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,BULL_CONTINUATION,1.9786,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002788.SZ,20240315,20240318,-1.6524,SL_HIT,1.0,6.99,6.8745,6.8745,7.45,-1.0000292079207924,2.684,-1.4719,20240312,20240313,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,MIXED,BULL_CONTINUATION,BULL_CONTINUATION,1.6524,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002791.SZ,20231109,20231110,-13.5907,TIME_STOP,1.0,48.933,38.043,47.7097,50.1563,-5.3004,1.5123,-9.1801,20231106,20231107,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BEAR_RISK,BULL_CONTINUATION,BULL_CONTINUATION,2.4999,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002806.SZ,20231012,20231013,2.1026,RUNNER_TRAIL,1.0,11.6,11.7774,11.4226,11.79,1.3538,2.7057,-4.6787,20231009,20231011,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,RECOVERY,BULL_CONTINUATION,BULL_CONTINUATION,1.5293,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002823.SZ,20230928,20231009,2.5286,RUNNER_TRAIL,1.0,9.482,9.6343,9.3297,9.732,1.5746660646011867,2.9554,0.9195,20230925,20230926,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,RECOVERY,1.6058,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002839.SZ,20230922,20230925,2.2612,RUNNER_TRAIL,1.0,3.815,3.8789,3.7511,3.8789,1.3285,2.1127,0.7042,20230919,20230921,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,MIXED,BULL_CONTINUATION,BEAR_RISK,1.675,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002856.SZ,20250311,20250312,7.3789,RUNNER_TRAIL,1.0,9.08,9.2548,8.9052,9.75,3.7603,3.833,0.9725,20250306,20250307,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,3,MIXED,BULL_CONTINUATION,MIXED,1.9251,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002884.SZ,20251105,20251106,2.3529,RUNNER_TRAIL,1.0,16.415,16.7011,16.1289,16.7011,1.3267,2.5341,-1.87,20251029,20251030,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,RECOVERY,1.7429,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002898.SZ,20230915,20230918,2.9877,RUNNER_TRAIL,1.0,12.08,12.2797,11.8803,12.51,1.7774,2.1532,0.7511,20230912,20230913,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BULL_CONTINUATION,BULL_CONTINUATION,BEAR_RISK,1.6531,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002900.SZ,20241202,20241203,2.5547,RUNNER_TRAIL,1.0,10.62,10.7828,10.4572,10.93,1.6664504615384652,2.0269,0.6142,20241127,20241128,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,2,BULL_CONTINUATION,MIXED,BEAR_RISK,1.533,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002911.SZ,20260519,20260520,-7.6714,TIME_STOP,1.0,11.96,10.36,11.7755,12.31,-4.97181766304345,1.8966,-14.2516,20260514,20260515,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,RECOVERY,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,1,BEAR_RISK,MIXED,NO_M60,1.543,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002927.SZ,20230519,20230522,6.0742,RUNNER_TRAIL,1.0,13.335,13.5907,13.0793,14.145,3.1067,3.1678,0.5866,20230516,20230517,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,RANGE_TRANSITION,MIXED_STRUCTURE,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,RECOVERY,BULL_CONTINUATION,BULL_CONTINUATION,1.9175,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
002950.SZ,20240315,20240318,4.0297,RUNNER_TRAIL,1.0,7.483,7.5987,7.3673,7.765,2.605941198979584,3.1976,-0.1728,20240312,20240313,SSL_SWEEP_CHOCH_REVERSAL,DEMAND_OB,DOWN_REVERSAL_SSL_SWEEP_CHOCH_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,HH_HL_CLOSE_UP,SSL_SWEEP_CHOCH_REVERSAL,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,MIXED,BULL_CONTINUATION,BULL_CONTINUATION,1.5464,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
003011.SZ,20250725,20250728,3.6643,TIME_STOP,1.0,19.013,21.003,18.7289,19.643,2.4155,10.7709,1.408,20250722,20250723,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,BULL_CONTINUATION,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,2,BULL_CONTINUATION,BULL_CONTINUATION,BEAR_RISK,1.4942,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
003022.SZ,20250609,20250610,2.1958,RUNNER_TRAIL,1.0,15.37,15.6165,15.1235,15.63,1.3691353683353622,2.0284,-2.4341,20250604,20250605,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,RECOVERY,UP_CONTINUATION,HH_HL_CLOSE_UP,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NOT_MIXED,CONTINUATION_EXPANDED_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,BULL_CONTINUATION,1.6038,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
003037.SZ,20250708,20250709,8.5409,TIME_STOP,1.0,7.306,8.5,7.1849,7.93,5.067,35.128,1.3543,20250703,20250704,BOS_CONTINUATION,DEMAND_OB,UP_CONTINUATION_BOS_PULLBACK_TO_POI_RECLAIM,MIXED,UP_CONTINUATION,V85_EXPANDED_BOS_PULLBACK,BOS_CONTINUATION,zone_limit|hybrid_tight|liq_then_2r_runner,HOLD_ABOVE_POI,NARROW_POI_HOLD_ABOVE_IN_MIXED,MIXED_ACCUMULATION_HOLD_ABOVE_POI,3,BULL_CONTINUATION,BULL_CONTINUATION,MIXED,1.6575,NEXT_OPEN_AFTER_POI_RECLAIM,PRODUCTION_CLEAN,False
