symbol,entry_date,src,net_pnl_pct,rank
601011.SH,20250625,EVENT,3.7901,1
600640.SH,20250625,EVENT,2.1957,1
688029.SH,20250625,EVENT,4.5661,2
002716.SZ,20250626,EVENT,13.377,1
688516.SH,20250626,EVENT,-0.1727,3
000526.SZ,20250626,EVENT,4.0924,6
603318.SH,20250626,EVENT,5.3675,1
603286.SH,20250626,EVENT,11.9261,4
688352.SH,20250626,EVENT,2.3431,3
002716.SZ,20250627,EVENT,12.4943,2
000819.SZ,20250627,EVENT,1.0969,4
600186.SH,20250627,EVENT,0.5226,2
601827.SH,20250627,EVENT,0.8077,3
603786.SH,20250627,EVENT,7.0146,2
600538.SH,20250627,EVENT,6.7675,3
002334.SZ,20250627,EVENT,1.9134,3
000869.SZ,20250627,EVENT,5.3693,4
688169.SH,20250627,EVENT,-0.0068,4
603237.SH,20250701,EVENT,1.7001,3
600821.SH,20250701,EVENT,2.3367,3
000503.SZ,20250630,EVENT,-0.0661,5
300433.SZ,20250703,EVENT,2.0087,1
688472.SH,20250703,EVENT,1.7954,3
002034.SZ,20250703,EVENT,0.9111,3
002028.SZ,20250703,EVENT,-3.6845,2
688352.SH,20250703,EVENT,3.6009,2
002716.SZ,20250702,EVENT,9.9238,2
601969.SH,20250702,EVENT,7.4056,1
603960.SH,20250702,EVENT,3.1256,2
300708.SZ,20250704,EVENT,0.7268,2
000543.SZ,20250708,EVENT,-1.6436,6
300442.SZ,20250708,EVENT,4.2253,3
000830.SZ,20250707,EVENT,7.6932,4
002688.SZ,20250709,EVENT,2.7578,6
300592.SZ,20250710,EVENT,0.0445,2
600718.SH,20250711,EVENT,3.4143,2
601633.SH,20250711,EVENT,3.8933,3
688788.SH,20250711,EVENT,12.9657,5
600350.SH,20250711,EVENT,2.8824,3
300442.SZ,20250714,EVENT,6.8097,2
600839.SH,20250714,EVENT,0.834,4
001309.SZ,20250714,EVENT,37.463,4
600131.SH,20250714,EVENT,1.2225,4
600456.SH,20250714,EVENT,1.2818,3
000521.SZ,20250717,EVENT,0.5397,4
601900.SH,20250716,EVENT,4.1005,4
000069.SZ,20250716,EVENT,2.3862,4
603027.SH,20250716,EVENT,2.9839,3
603690.SH,20250716,EVENT,5.7106,4
601985.SH,20250721,EVENT,1.577,2
000921.SZ,20250731,EVENT,-7.3956,3
001309.SZ,20250730,EVENT,-0.0159,4
300910.SZ,20250801,EVENT,-0.6684,4
002050.SZ,20250801,EVENT,6.0076,2
601567.SH,20250801,EVENT,-0.1314,4
002327.SZ,20250804,EVENT,1.7779,3
600547.SH,20250804,EVENT,3.5026,2
301109.SZ,20250806,EVENT,4.9315,4
603986.SH,20250806,EVENT,7.3076,3
603887.SH,20250807,EVENT,3.0349,4
300729.SZ,20250811,EVENT,-0.054,2
002582.SZ,20250811,EVENT,6.5266,2
603055.SH,20250815,EVENT,0.9443,4
000869.SZ,20250815,EVENT,2.911,3
300096.SZ,20250819,EVENT,9.8177,3
603949.SH,20250820,EVENT,-4.0343,4
603605.SH,20250820,EVENT,1.8385,3
301078.SZ,20250820,EVENT,-2.51,3
002651.SZ,20250821,EVENT,8.5914,3
300203.SZ,20250828,EVENT,0.0768,2
301070.SZ,20250829,EVENT,9.4787,4
003001.SZ,20250903,EVENT,3.8841,2
000755.SZ,20250904,EVENT,1.4323,3
000651.SZ,20250904,EVENT,10.4046,3
301197.SZ,20250904,EVENT,16.6093,3
601678.SH,20250904,EVENT,2.8812,2
601006.SH,20250904,EVENT,4.3944,3
603825.SH,20250905,EVENT,18.0044,2
300980.SZ,20250909,EVENT,5.0632,2
600642.SH,20250909,EVENT,-0.4758,2
002966.SZ,20250909,EVENT,1.1881,6
601000.SH,20250908,EVENT,1.7009,3
300179.SZ,20250910,EVENT,6.1771,2
300791.SZ,20250910,EVENT,-4.9789,1
600015.SH,20250912,EVENT,6.1035,4
002802.SZ,20250917,EVENT,0.3278,3
002252.SZ,20250917,EVENT,-3.3775,2
301023.SZ,20250917,EVENT,0.469,3
688232.SH,20250917,EVENT,0.526,3
603121.SH,20250919,EVENT,3.4084,3
601006.SH,20250925,EVENT,0.3913,3
603121.SH,20250925,EVENT,0.5802,2
600882.SH,20250924,EVENT,5.4793,2
688232.SH,20250926,EVENT,-0.9452,3
301258.SZ,20251014,EVENT,5.0865,3
603300.SH,20251014,EVENT,14.1158,6
002312.SZ,20251009,EVENT,0.9927,3
002822.SZ,20251009,EVENT,0.2946,3
000039.SZ,20251009,EVENT,-0.0914,6
002986.SZ,20251009,EVENT,-4.3704,2
600686.SH,20251009,EVENT,4.4966,3
002883.SZ,20251013,EVENT,1.1602,3
000906.SZ,20251013,EVENT,0.5997,5
002286.SZ,20251013,EVENT,0.3791,5
600648.SH,20251013,EVENT,2.2504,2
603779.SH,20251013,EVENT,1.0987,4
605266.SH,20251013,EVENT,0.1889,2
600636.SH,20251013,EVENT,-2.5963,3
300245.SZ,20251028,EVENT,1.3884,3
603628.SH,20251029,EVENT,-0.16,4
000597.SZ,20251029,EVENT,-0.169,4
301004.SZ,20251030,EVENT,-3.6826,7
301260.SZ,20251104,EVENT,4.2787,3
000625.SZ,20251104,EVENT,-1.592,3
603887.SH,20251031,EVENT,-7.2643,5
002051.SZ,20251031,EVENT,0.2695,2
002552.SZ,20251105,EVENT,1.5526,3
300977.SZ,20251105,EVENT,4.6021,2
300592.SZ,20251105,EVENT,-0.0317,3
000513.SZ,20251105,EVENT,3.1189,3
300981.SZ,20251103,EVENT,4.5915,3
300015.SZ,20251103,EVENT,-0.6573,3
688166.SH,20251103,EVENT,-12.691,7
601919.SH,20251103,EVENT,2.9528,3
300633.SZ,20251106,EVENT,8.7012,2
603855.SH,20251106,EVENT,0.2757,3
688496.SH,20251106,EVENT,23.487,5
002120.SZ,20251106,EVENT,2.6338,4
002051.SZ,20251106,EVENT,4.4838,2
000513.SZ,20251106,EVENT,-2.5862,3
600872.SH,20251106,EVENT,0.8175,2
600835.SH,20251106,EVENT,0.9958,2
600519.SH,20251107,EVENT,1.3663,3
000513.SZ,20251107,EVENT,-3.1336,3
600872.SH,20251107,EVENT,2.4313,2
002852.SZ,20251107,EVENT,-4.0811,4
603128.SH,20251107,EVENT,1.0445,2
601919.SH,20251107,EVENT,0.8862,3
603369.SH,20251107,EVENT,0.7951,3
300825.SZ,20251111,EVENT,-8.3263,3
300685.SZ,20251111,EVENT,0.7932,2
000513.SZ,20251110,EVENT,-4.5043,4
002940.SZ,20251110,EVENT,19.7696,3
600609.SH,20251110,EVENT,0.6622,2
600600.SH,20251112,EVENT,-2.7112,2
300051.SZ,20251112,EVENT,0.668,4
301275.SZ,20251120,EVENT,-0.0933,2
002311.SZ,20251120,EVENT,0.4084,3
688328.SH,20251120,EVENT,-2.3778,4
002959.SZ,20251120,EVENT,-0.9469,3
002605.SZ,20251120,EVENT,1.744,2
600557.SH,20251120,EVENT,0.8609,3
600835.SH,20251120,EVENT,2.7469,3
300685.SZ,20251119,EVENT,-2.0248,2
300184.SZ,20251119,EVENT,-1.3194,3
600576.SH,20251119,EVENT,0.0218,3
000995.SZ,20251119,EVENT,-3.9252,5
300566.SZ,20251119,EVENT,-3.1198,2
603918.SH,20251119,EVENT,-8.6303,5
603058.SH,20251119,EVENT,-5.3851,2
603337.SH,20251119,EVENT,4.6597,4
002892.SZ,20251119,EVENT,-2.7897,3
601390.SH,20251121,EVENT,0.5554,3
600184.SH,20251121,EVENT,10.2733,4
603383.SH,20251121,EVENT,-3.1811,3
002892.SZ,20251121,EVENT,-0.545,3
300493.SZ,20251125,EVENT,9.9589,3
603966.SH,20251124,EVENT,0.2482,2
688337.SH,20251124,EVENT,-1.0336,2
688052.SH,20251126,EVENT,5.9392,6
300758.SZ,20251126,EVENT,1.4089,2
600487.SH,20251126,EVENT,3.9486,3
603160.SH,20251126,EVENT,-1.3562,2
600305.SH,20251126,EVENT,1.3909,3
600587.SH,20251126,EVENT,0.3526,2
300009.SZ,20251127,EVENT,4.524,3
601800.SH,20251127,EVENT,1.0597,3
600519.SH,20251127,EVENT,-1.1284,2
601233.SH,20251127,EVENT,0.7368,3
300760.SZ,20251128,EVENT,1.091,5
002011.SZ,20251128,EVENT,5.3775,3
605555.SH,20251128,EVENT,4.9567,3
000927.SZ,20251128,EVENT,0.8087,5
600278.SH,20251128,EVENT,-1.9907,2
300184.SZ,20251201,EVENT,-5.2077,4
000537.SZ,20251201,EVENT,1.7932,4
603439.SH,20251201,EVENT,-3.2263,2
688032.SH,20251201,EVENT,2.847,4
002387.SZ,20251201,EVENT,0.5,4
600202.SH,20251201,EVENT,-5.9387,2
688310.SH,20251201,EVENT,-7.2713,5
002179.SZ,20251203,EVENT,1.1375,4
688309.SH,20251203,EVENT,-3.6166,2
603579.SH,20251203,EVENT,-1.8795,4
688232.SH,20251203,EVENT,-1.5014,3
002920.SZ,20251204,EVENT,17.1689,3
300531.SZ,20251204,EVENT,-2.3245,2
002706.SZ,20251205,EVENT,5.3647,3
688093.SH,20260106,EVENT,0.0751,3
601666.SH,20260106,EVENT,3.1797,2
601678.SH,20260106,EVENT,3.3664,2
600305.SH,20260107,EVENT,-0.1237,2
688310.SH,20260107,EVENT,0.2579,4
600873.SH,20251231,EVENT,1.5589,3
601598.SH,20251231,EVENT,-1.3594,2
600587.SH,20251231,EVENT,7.1889,3
600486.SH,20251231,EVENT,-0.0055,4
688366.SH,20251231,EVENT,4.5768,2
002437.SZ,20251231,EVENT,5.287,3
603195.SH,20260108,EVENT,1.3967,2
603718.SH,20260108,EVENT,3.1071,3
603039.SH,20260108,EVENT,0.0499,5
688576.SH,20260109,EVENT,4.2257,3
000048.SZ,20260109,EVENT,17.6782,3
002488.SZ,20260109,EVENT,2.0308,3
688506.SH,20260109,EVENT,-7.7619,4
688218.SH,20260109,EVENT,0.1625,3
300073.SZ,20260113,EVENT,0.6011,4
601138.SH,20260112,EVENT,-0.7015,2
688506.SH,20260112,EVENT,-10.0099,4
002675.SZ,20260112,EVENT,-5.9811,4
603949.SH,20260112,EVENT,3.4173,4
300834.SZ,20260105,EVENT,1.706,6
688506.SH,20260105,EVENT,6.3246,3
688001.SH,20260105,EVENT,6.4383,3
605198.SH,20260105,EVENT,5.4523,3
603300.SH,20260105,EVENT,-1.7634,1
601598.SH,20260105,EVENT,0.3519,2
603609.SH,20260114,EVENT,-0.1625,3
002165.SZ,20260115,EVENT,4.8965,4
600872.SH,20260115,EVENT,0.367,3
600458.SH,20260115,EVENT,4.1389,3
601618.SH,20260115,EVENT,0.2918,4
301511.SZ,20260116,EVENT,7.4054,2
600873.SH,20260116,EVENT,0.2072,6
601390.SH,20260116,EVENT,-1.2613,3
600872.SH,20260116,EVENT,0.2571,2
000048.SZ,20260119,EVENT,18.5763,5
603900.SH,20260119,EVENT,6.4343,3
002608.SZ,20260119,EVENT,-0.119,3
603683.SH,20260119,EVENT,5.3916,2
600872.SH,20260121,EVENT,-1.9006,2
002875.SZ,20260121,EVENT,0.4285,4
600373.SH,20260121,EVENT,9.3905,2
688126.SH,20260122,EVENT,-8.4226,4
300015.SZ,20260123,EVENT,0.3984,2
002891.SZ,20260127,EVENT,-1.9929,5
002959.SZ,20260126,EVENT,-0.1747,2
600212.SH,20260126,EVENT,-6.8972,5
600872.SH,20260129,EVENT,3.1121,2
600436.SH,20260129,EVENT,7.5342,5
600202.SH,20260129,EVENT,0.9278,2
601618.SH,20260128,EVENT,0.0866,6
301260.SZ,20260203,EVENT,5.4193,3
603579.SH,20260204,EVENT,6.5961,2
688696.SH,20260204,EVENT,15.2306,4
603858.SH,20260204,EVENT,1.2761,5
603337.SH,20260204,EVENT,-0.1672,1
688528.SH,20260202,EVENT,4.2503,3
600733.SH,20260202,EVENT,-1.6547,2
002891.SZ,20260202,EVENT,-0.1331,2
000056.SZ,20260205,EVENT,14.7735,5
301320.SZ,20260205,EVENT,3.5484,3
300679.SZ,20260210,EVENT,-6.7661,3
000404.SZ,20260206,EVENT,0.3226,2
301303.SZ,20260206,EVENT,6.1589,4
000625.SZ,20260206,EVENT,3.5266,2
600873.SH,20260206,EVENT,4.3364,2
000568.SZ,20260206,EVENT,-13.762,2
688377.SH,20260206,EVENT,17.7077,1
300074.SZ,20260209,EVENT,-0.0747,3
002286.SZ,20260209,EVENT,-0.1717,4
600821.SH,20260209,EVENT,8.7631,2
300073.SZ,20260212,EVENT,3.3825,3
688180.SH,20260212,EVENT,-3.8664,3
688617.SH,20260211,EVENT,-4.2942,5
600971.SH,20260211,EVENT,5.3465,2
601137.SH,20260211,EVENT,7.363,4
600743.SH,20260211,EVENT,-0.0507,4
300679.SZ,20260213,EVENT,-3.6319,3
603223.SH,20260213,EVENT,10.826,3
002475.SZ,20260225,EVENT,-1.7792,3
603039.SH,20260226,EVENT,0.5392,5
688152.SH,20260226,EVENT,-4.1027,2
002456.SZ,20260224,EVENT,-4.0899,2
002633.SZ,20260224,EVENT,-0.083,4
600208.SH,20260224,EVENT,0.4486,3
002431.SZ,20260224,EVENT,-7.0352,2
688228.SH,20260227,EVENT,70.3808,5
002568.SZ,20260305,EVENT,4.4055,2
600909.SH,20260305,EVENT,5.3384,3
600570.SH,20260305,EVENT,5.9886,5
605338.SH,20260305,EVENT,1.359,2
603901.SH,20260305,EVENT,4.2154,1
600480.SH,20260306,EVENT,3.7993,3
300679.SZ,20260310,EVENT,8.1208,3
300583.SZ,20260310,EVENT,-0.3224,3
300583.SZ,20260309,EVENT,0.662,3
000796.SZ,20260309,EVENT,6.7348,4
603669.SH,20260309,EVENT,-0.0109,2
688475.SH,20260312,EVENT,6.1047,5
688180.SH,20260312,EVENT,21.5539,3
603900.SH,20260312,EVENT,-4.7093,3
688218.SH,20260312,EVENT,9.0812,4
600062.SH,20260313,EVENT,0.4397,3
002981.SZ,20260311,EVENT,6.3882,5
600909.SH,20260311,EVENT,-3.4586,2
000009.SZ,20260311,EVENT,-5.7167,3
603439.SH,20260311,EVENT,-3.0803,4
002558.SZ,20260311,EVENT,7.2966,3
603529.SH,20260311,EVENT,11.5244,3
688278.SH,20260316,EVENT,-1.9073,3
002517.SZ,20260316,EVENT,10.1586,6
688180.SH,20260318,EVENT,11.3077,3
603683.SH,20260320,EVENT,-1.779,2
002955.SZ,20260319,EVENT,-2.6555,5
600679.SH,20260319,EVENT,-3.1493,2
688573.SH,20260319,EVENT,-6.7982,4
300633.SZ,20260319,EVENT,-4.576,4
600570.SH,20260324,EVENT,4.1218,6
600050.SH,20260323,EVENT,2.2879,5
001217.SZ,20260323,EVENT,5.1022,2
600353.SH,20260323,EVENT,10.2328,2
603317.SH,20260323,EVENT,-2.7943,2
000625.SZ,20260323,EVENT,3.3413,2
600062.SH,20260323,EVENT,-0.0131,4
605598.SH,20260323,EVENT,20.4994,3
000415.SZ,20260325,EVENT,0.9039,3
002932.SZ,20260325,EVENT,2.2389,5
600655.SH,20260325,EVENT,4.5308,2
300783.SZ,20260325,EVENT,2.7549,5
301225.SZ,20260325,EVENT,16.6533,3
603192.SH,20260325,EVENT,6.8992,3
000408.SZ,20260325,EVENT,6.9363,4
600713.SH,20260325,EVENT,3.0904,2
002517.SZ,20260325,EVENT,1.7142,4
601899.SH,20260325,EVENT,1.7388,4
603416.SH,20260325,EVENT,2.048,4
002511.SZ,20260325,EVENT,1.6342,2
000404.SZ,20260325,EVENT,0.5937,1
603223.SH,20260325,EVENT,12.2695,3
603536.SH,20260325,EVENT,7.1251,6
000625.SZ,20260326,EVENT,5.8442,2
000408.SZ,20260326,EVENT,8.434,4
002239.SZ,20260326,EVENT,-3.4542,1
300095.SZ,20260326,EVENT,3.5391,3
300049.SZ,20260326,EVENT,1.1122,5
002164.SZ,20260326,EVENT,1.7892,6
603885.SH,20260326,EVENT,1.8497,5
688083.SH,20260326,EVENT,9.1093,6
688137.SH,20260326,EVENT,2.22,2
601177.SH,20260326,EVENT,6.8052,3
600202.SH,20260326,EVENT,0.3523,2
600790.SH,20260326,EVENT,1.9268,3
300783.SZ,20260327,EVENT,2.9832,6
000408.SZ,20260327,EVENT,8.8808,2
600882.SH,20260327,EVENT,7.6421,6
300997.SZ,20260327,EVENT,2.4745,5
300313.SZ,20260330,EVENT,11.3112,3
603043.SH,20260330,EVENT,-3.7525,3
300583.SZ,20260529,EVENT,0.7602,4
300957.SZ,20260529,EVENT,7.1,4
601966.SH,20260529,EVENT,8.959,3
000063.SZ,20260529,EVENT,1.6063,5
002758.SZ,20260529,EVENT,7.2993,4
600827.SH,20260529,EVENT,2.093,2
002019.SZ,20260529,EVENT,6.4597,5
301166.SZ,20260529,EVENT,3.1923,3
002120.SZ,20260529,EVENT,11.15,2
002318.SZ,20260529,EVENT,19.7219,2
600239.SH,20260529,EVENT,-6.3625,4
600882.SH,20260529,EVENT,2.837,2
002385.SZ,20260529,EVENT,13.6769,4
603258.SH,20260529,EVENT,21.0955,5
000056.SZ,20260529,EVENT,3.5267,2
603456.SH,20260529,EVENT,-0.0964,3
600202.SH,20260529,EVENT,0.8933,3
605009.SH,20260529,EVENT,12.097,3
300456.SZ,20260527,EVENT,-0.1547,3
300347.SZ,20260527,EVENT,8.7282,2
603858.SH,20260527,EVENT,5.042,2
603871.SH,20260527,EVENT,7.3545,6
688606.SH,20260527,EVENT,9.5472,2
002556.SZ,20260527,EVENT,17.0206,3
688068.SH,20260527,EVENT,-8.6959,2
600057.SH,20260527,EVENT,5.016,2
002758.SZ,20260527,EVENT,6.3969,4
300992.SZ,20260527,EVENT,-8.5355,3
600587.SH,20260527,EVENT,1.8774,4
002643.SZ,20260527,EVENT,-7.5227,3
000757.SZ,20260527,EVENT,7.0451,3
603456.SH,20260527,EVENT,-1.5307,3
300245.SZ,20260601,EVENT,-2.034,3
301166.SZ,20260601,EVENT,3.9218,2
002040.SZ,20260601,EVENT,6.7731,3
600629.SH,20260601,EVENT,9.353,3
002332.SZ,20260601,EVENT,2.3959,2
600990.SH,20260601,EVENT,13.6702,3
600585.SH,20260601,EVENT,3.6514,3
300800.SZ,20260601,EVENT,13.2646,4
603341.SH,20260601,EVENT,2.3569,3
002583.SZ,20260601,EVENT,16.7296,3
000525.SZ,20260601,EVENT,7.8432,6
603899.SH,20260601,EVENT,-9.7091,4
601800.SH,20260601,EVENT,16.9315,6
600187.SH,20260601,EVENT,23.079,4
603871.SH,20260601,EVENT,-4.1127,3
603187.SH,20260601,EVENT,-1.8631,2
002133.SZ,20260601,EVENT,9.0021,3
601633.SH,20260601,EVENT,17.1093,5
600328.SH,20260601,EVENT,12.8856,5
605259.SH,20260601,EVENT,1.6523,3
600860.SH,20260528,EVENT,8.3443,5
002223.SZ,20260528,EVENT,4.6802,2
002202.SZ,20260528,EVENT,3.6499,2
002363.SZ,20260528,EVENT,9.3096,3
002864.SZ,20260528,EVENT,2.6298,4
600585.SH,20260528,EVENT,6.0476,4
688326.SH,20260528,EVENT,-2.8136,5
603357.SH,20260528,EVENT,13.3987,5
002605.SZ,20260528,EVENT,1.2838,4
000869.SZ,20260528,EVENT,3.673,2
688109.SH,20260528,EVENT,6.1332,2
688013.SH,20260528,EVENT,14.1843,4
300888.SZ,20260602,EVENT,3.4194,2
301166.SZ,20260602,EVENT,1.9474,2
600739.SH,20260602,EVENT,2.2551,3
301232.SZ,20260603,EVENT,7.0348,2
688506.SH,20260603,EVENT,21.9751,6
300627.SZ,20260603,EVENT,5.1174,4
002294.SZ,20260603,EVENT,3.2814,4
600187.SH,20260603,EVENT,-11.239,4
603858.SH,20260603,EVENT,4.6751,2
601010.SH,20260603,EVENT,-14.0995,3
605507.SH,20260603,EVENT,-3.0004,4
002173.SZ,20260603,EVENT,25.9876,6
002206.SZ,20260603,EVENT,7.7698,6
002683.SZ,20260603,EVENT,11.4221,3
600585.SH,20260603,EVENT,-4.7176,2
603899.SH,20260603,EVENT,-10.2124,2
002195.SZ,20260603,EVENT,0.6639,4
002858.SZ,20260603,EVENT,14.1271,3
601966.SH,20260603,EVENT,7.4259,3
002366.SZ,20260603,EVENT,0.6678,3
600179.SH,20260603,EVENT,4.7907,2
603500.SH,20260603,EVENT,13.6986,4
600389.SH,20260603,EVENT,6.4047,2
300989.SZ,20260604,EVENT,-4.5051,2
000801.SZ,20260604,EVENT,-2.1473,3
000757.SZ,20260604,EVENT,13.4049,2
002576.SZ,20260604,EVENT,9.7799,2
002895.SZ,20260604,EVENT,-10.912,3
688506.SH,20260604,EVENT,19.4429,4
600686.SH,20260604,EVENT,13.6846,3
002206.SZ,20260604,EVENT,8.3608,3
002930.SZ,20260604,EVENT,16.0134,4
002306.SZ,20260604,EVENT,-9.1427,4
688169.SH,20260604,EVENT,6.4279,3
600731.SH,20260604,EVENT,16.7267,5
605155.SH,20260604,EVENT,7.7226,4
000409.SZ,20260604,EVENT,-4.3349,3
603098.SH,20260604,EVENT,-6.8307,3
603277.SH,20260604,EVENT,-0.2156,3
301166.SZ,20260604,EVENT,5.445,3
603900.SH,20260604,EVENT,-0.5262,2
002173.SZ,20260604,EVENT,24.7811,5
603858.SH,20260604,EVENT,-3.3942,3
603579.SH,20260604,EVENT,-5.2645,2
688377.SH,20260604,EVENT,-7.5107,5
600579.SH,20260604,EVENT,-1.5326,4
300611.SZ,20260605,EVENT,-0.1183,2
301263.SZ,20260605,EVENT,10.1573,3
300144.SZ,20260605,EVENT,-1.5861,3
301078.SZ,20260605,EVENT,-0.2412,2
300957.SZ,20260605,EVENT,4.0226,5
688513.SH,20260605,EVENT,-2.0362,3
000663.SZ,20260605,EVENT,5.0422,4
600763.SH,20260605,EVENT,0.4163,3
002318.SZ,20260605,EVENT,26.1009,2
002605.SZ,20260605,EVENT,-2.9111,2
688109.SH,20260605,EVENT,-0.1298,4
002626.SZ,20260605,EVENT,1.2348,2
600201.SH,20260605,EVENT,18.108,2
002206.SZ,20260605,EVENT,9.6681,4
605507.SH,20260605,EVENT,-7.659,5
002511.SZ,20260605,EVENT,-0.7291,4
601086.SH,20260605,EVENT,0.8169,2
300132.SZ,20260609,EVENT,15.1516,4
300596.SZ,20260609,EVENT,4.6528,4
300871.SZ,20260609,EVENT,20.8738,8
002601.SZ,20260609,EVENT,15.0912,4
300363.SZ,20260608,EVENT,1.5274,4
002385.SZ,20260608,EVENT,0.0109,5
002173.SZ,20260608,EVENT,27.1643,5
688289.SH,20260608,EVENT,3.9504,3
600774.SH,20260608,EVENT,-0.3098,3
001387.SZ,20260608,EVENT,4.2234,3
000777.SZ,20260608,EVENT,12.0998,6
601633.SH,20260608,EVENT,17.943,4
000739.SZ,20260608,EVENT,0.0877,2
603528.SH,20260608,EVENT,11.7476,3
001322.SZ,20260608,EVENT,8.7625,3
300858.SZ,20260610,EVENT,13.8076,3
301498.SZ,20260610,EVENT,1.3719,4
300347.SZ,20260610,EVENT,29.0603,3
300188.SZ,20260610,EVENT,0.6635,3
300691.SZ,20260610,EVENT,6.3631,4
001288.SZ,20260610,EVENT,1.2298,2
688105.SH,20260610,EVENT,4.1145,4
600131.SH,20260610,EVENT,12.5729,4
002393.SZ,20260610,EVENT,1.9726,4
000100.SZ,20260610,EVENT,2.265,1
600109.SH,20260610,EVENT,5.3901,3
603978.SH,20260610,EVENT,29.5739,1
688695.SH,20260610,EVENT,14.3599,3
601778.SH,20260610,EVENT,14.8276,2
600959.SH,20260610,EVENT,5.0426,3
000401.SZ,20260610,EVENT,0.2774,5
600062.SH,20260610,EVENT,0.4426,3
600388.SH,20260610,EVENT,7.2027,4
688117.SH,20260610,EVENT,17.9158,5
601969.SH,20260610,EVENT,6.0721,5
603277.SH,20260610,EVENT,0.1441,4
688575.SH,20260610,EVENT,49.3605,4
688169.SH,20260610,EVENT,-9.7585,2
600770.SH,20260610,EVENT,-1.8481,1
300036.SZ,20260611,EVENT,12.7597,4
300691.SZ,20260611,EVENT,0.714,4
600109.SH,20260611,EVENT,5.3766,3
300827.SZ,20260611,EVENT,17.6761,3
300132.SZ,20260611,EVENT,15.6266,5
300347.SZ,20260611,EVENT,19.5095,4
300624.SZ,20260611,EVENT,6.3509,2
301320.SZ,20260611,EVENT,-3.7968,2
301173.SZ,20260611,EVENT,5.6106,4
002332.SZ,20260611,EVENT,0.3154,5
600567.SH,20260611,EVENT,-5.062,7
300453.SZ,20260611,EVENT,1.1745,3
002223.SZ,20260611,EVENT,-1.7614,2
000757.SZ,20260611,EVENT,18.2011,3
300133.SZ,20260611,EVENT,16.6506,2
600072.SH,20260611,EVENT,21.4922,5
002291.SZ,20260611,EVENT,18.9612,3
002727.SZ,20260611,EVENT,-0.4013,2
600713.SH,20260611,EVENT,-2.2713,4
000590.SZ,20260611,EVENT,4.9022,5
600512.SH,20260611,EVENT,3.7665,5
002206.SZ,20260611,EVENT,2.2922,4
600872.SH,20260611,EVENT,3.9667,3
600388.SH,20260611,EVENT,5.7426,4
600305.SH,20260611,EVENT,4.1881,3
300800.SZ,20260612,EVENT,17.6347,2
300363.SZ,20260612,EVENT,2.6073,3
688198.SH,20260612,EVENT,12.2802,4
002607.SZ,20260612,EVENT,14.1422,4
603987.SH,20260612,EVENT,-0.2034,6
605288.SH,20260612,EVENT,23.8794,1
002517.SZ,20260612,EVENT,12.5855,3
002758.SZ,20260612,EVENT,-0.1302,6
300702.SZ,20260612,EVENT,13.2301,4
600187.SH,20260612,EVENT,-7.397,4
600509.SH,20260612,EVENT,8.5365,3
603118.SH,20260612,EVENT,-1.8188,2
688297.SH,20260612,EVENT,2.0244,5
001299.SZ,20260612,EVENT,7.1562,3
002294.SZ,20260612,EVENT,0.716,3
600239.SH,20260612,EVENT,-4.052,4
601800.SH,20260612,EVENT,-3.1249,3
003038.SZ,20260612,EVENT,-5.1847,3
688472.SH,20260612,EVENT,7.8796,4
600763.SH,20260612,EVENT,4.4378,4
603057.SH,20260612,EVENT,4.4352,4
301173.SZ,20260616,EVENT,3.7509,3
300883.SZ,20260616,EVENT,-2.899,3
301223.SZ,20260616,EVENT,-2.451,6
300193.SZ,20260616,EVENT,-5.9239,6
301333.SZ,20260616,EVENT,14.6768,5
300082.SZ,20260616,EVENT,-14.4746,2
300039.SZ,20260615,EVENT,15.2967,7
300871.SZ,20260615,EVENT,9.2655,5
300791.SZ,20260615,EVENT,-4.6185,2
603409.SH,20260615,EVENT,15.7937,4
002758.SZ,20260615,EVENT,-2.7953,6
603833.SH,20260615,EVENT,4.7886,4
600872.SH,20260615,EVENT,-6.4046,4
300371.SZ,20260615,EVENT,11.2649,3
002223.SZ,20260615,EVENT,-3.8787,3
000739.SZ,20260615,EVENT,-0.4246,2
002930.SZ,20260615,EVENT,20.8908,5
603579.SH,20260615,EVENT,0.5372,3
301339.SZ,20260615,EVENT,10.9961,5
000801.SZ,20260615,EVENT,-1.2197,3
688198.SH,20260615,EVENT,-14.4272,5
603298.SH,20260615,EVENT,3.6843,2
600201.SH,20260615,EVENT,2.4261,2
600109.SH,20260615,EVENT,5.2353,5
300676.SZ,20260617,EVENT,7.7378,2
000564.SZ,20260617,EVENT,-4.7139,3
002739.SZ,20260617,EVENT,3.32,3
603583.SH,20260617,EVENT,-5.4065,2
688303.SH,20260617,EVENT,-11.4746,2
301265.SZ,20260721,EVENT,40.6376,3
300002.SZ,20260721,EVENT,0.1317,2
300802.SZ,20260721,EVENT,27.6517,4
300122.SZ,20260721,EVENT,0.3168,3
300806.SZ,20260721,EVENT,63.2506,4
300747.SZ,20260721,EVENT,5.6344,3
301129.SZ,20260721,EVENT,6.5915,6
301305.SZ,20260721,EVENT,30.4956,3
600346.SH,20260721,EVENT,6.5406,2
601236.SH,20260721,EVENT,-1.2943,3
688079.SH,20260721,EVENT,53.5695,2
603683.SH,20260721,EVENT,31.1218,2
600406.SH,20260721,EVENT,0.5014,5
601456.SH,20260721,EVENT,-1.7368,3
300627.SZ,20260721,EVENT,5.5493,3
